age_gp,sex_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
35-44,Male,FL,mrh-eq,-742321.6684062171,-714078.5291259952,-661076.8391197402,-705391.318344931,43417.22757359423,0,0,0,0,0,-742321.6684062171,-714078.5291259952,-661076.8391197402,-705391.318344931,43417.22757359423,-540914230.106731,-523122507.969891,-485384159.46748006,-516123691.7012696,29848237.463594582,-532490.634536837,-512165.4011702441,-474159.238293438,-505961.56625437987,31167.303332101623,-209831.0338693806,-201913.12795575123,-186917.60082630237,-199429.75209055142,12249.97018306623,1690037.698634883,1743039.3886411379,1771282.5279213602,1734352.1778600737,43417.22757359443,1028960.8595151425,1028960.8595151425,1028960.8595151425,1028960.8595151425,0,1254669.1367804534,1292675.2996572596,1313000.5330238515,1286471.464741395,31167.303332101223,780509.8984870149,780509.8984870149,780509.8984870149,780509.898487015,0,435368.5618544296,450364.0889838786,458281.99489750806,447880.7131186787,12249.970183066347,248450.96102812712,248450.96102812712,248450.96102812712,248450.96102812712,0,0,0,0,0,0,-209831.0338693806,-201913.12795575123,-186917.60082630237,-199429.75209055142,12249.97018306623,0,0,0,0,0,0,0,0,0,0,435368.5618544296,450364.0889838786,458281.99489750806,447880.7131186787,12249.970183066347,248450.96102812712,248450.96102812712,248450.96102812712,248450.96102812712,0
35-44,Male,Food_price,USD,-13888068.739262445,-13252534.353409259,-12453042.0545734,-13195005.261134638,756918.6547517659,0,0,0,0,0,-13888068.739262445,-13252534.353409259,-12453042.0545734,-13195005.261134638,756918.6547517659,-540914230.106731,-523122507.969891,-485384159.46748006,-516123691.7012696,29848237.463594582,-9313202.922135571,-8888949.737525173,-8339355.760786452,-8844970.51221699,513964.29623082926,-4574865.817126874,-4363584.6158840945,-4113686.2937869374,-4350034.748917646,243009.5507600352,27952977.418375485,28752469.717211347,29388004.103064526,28694940.62493672,756918.6547517615,15499935.363802075,15499935.363802075,15499935.363802075,15499935.363802075,0,19426611.997219637,19976205.973958343,20400459.158568736,19932226.748650163,513964.2962308189,11087256.236433178,11087256.236433178,11087256.236433178,11087256.236433178,0,8526365.42115585,8776263.743253002,8987544.94449578,8762713.876286553,243009.5507600321,4412679.127368913,4412679.127368913,4412679.127368913,4412679.127368913,0,0,0,0,0,0,-4574865.817126874,-4363584.6158840945,-4113686.2937869374,-4350034.748917646,243009.5507600352,0,0,0,0,0,0,0,0,0,0,8526365.42115585,8776263.743253002,8987544.94449578,8762713.876286553,243009.5507600321,4412679.127368913,4412679.127368913,4412679.127368913,4412679.127368913,0
45-54,Female,CED,MJ,-25751475.700407635,-25007359.765096515,-22915773.339780994,-24534563.101937074,1547622.021097793,0,0,0,0,0,-25751475.700407635,-25007359.765096515,-22915773.339780994,-24534563.101937074,1547622.021097793,-693961066.9319483,-681573786.6362019,-594451567.3067275,-655351001.0103325,57085033.735471435,-19097095.308052197,-18513035.44815499,-17025899.316843987,-18196166.580992255,1124112.6696183288,-6654380.392355438,-6494324.316941509,-5889874.022937011,-6338396.520944819,424426.8513946093,52351160.28259962,54442746.70791503,55186862.64322621,53969950.04475566,1547622.021097752,29435386.942818582,29435386.942818582,29435386.942818582,29435386.942818582,0,39647999.09160503,41135135.22291606,41719195.08281326,40818266.35575331,1124112.669618347,22622099.77476106,22622099.77476106,22622099.77476106,22622099.774761062,0,12703161.190994516,13307611.484999027,13467667.560412955,13151683.689002333,424426.8513946156,6813287.168057516,6813287.168057516,6813287.168057516,6813287.168057516,0,0,0,0,0,0,-6654380.392355438,-6494324.316941509,-5889874.022937011,-6338396.520944819,424426.8513946093,0,0,0,0,0,0,0,0,0,0,12703161.190994516,13307611.484999027,13467667.560412955,13151683.689002333,424426.8513946156,6813287.168057516,6813287.168057516,6813287.168057516,6813287.168057516,0
45-54,Female,FL,mrh-eq,-845336.4123787418,-826978.2314490782,-740142.1658394876,-802950.9034912091,59146.522292291505,0,0,0,0,0,-845336.4123787418,-826978.2314490782,-740142.1658394876,-802950.9034912091,59146.522292291505,-693961066.9319483,-681573786.6362019,-594451567.3067275,-655351001.0103325,57085033.735471435,-615778.4288057695,-601308.4327255118,-539770.691162952,-584793.434310669,42483.93451121908,-229557.98357297183,-225669.79872356687,-200371.4746765368,-218157.46918054053,16682.220715775657,1789988.8096841378,1876824.8752937287,1895183.056223391,1852797.5473358587,59146.522292291236,1049846.6438446494,1049846.6438446494,1049846.6438446494,1049846.6438446494,0,1346783.8212544606,1408321.5628170199,1422791.5588972783,1391806.5644021777,42483.934511219115,807013.1300915086,807013.1300915086,807013.1300915086,807013.1300915085,0,443204.98842967727,468503.31247670756,472391.49732611305,460990.9829336813,16682.220715776,242833.5137531406,242833.5137531406,242833.5137531406,242833.5137531406,0,0,0,0,0,0,-229557.98357297183,-225669.79872356687,-200371.4746765368,-218157.46918054053,16682.220715775657,0,0,0,0,0,0,0,0,0,0,443204.98842967727,468503.31247670756,472391.49732611305,460990.9829336813,16682.220715776,242833.5137531406,242833.5137531406,242833.5137531406,242833.5137531406,0
45-54,Female,Food_price,USD,-15772055.458346415,-15466667.068313772,-13283471.24891694,-14807787.268536866,1428677.2334898454,0,0,0,0,0,-15772055.458346415,-15466667.068313772,-13283471.24891694,-14807787.268536866,1428677.2334898454,-693961066.9319483,-681573786.6362019,-594451567.3067275,-655351001.0103325,57085033.735471435,-10716533.832453245,-10519891.288414996,-9023431.999099756,-10063815.237440614,974717.5657228372,-5055521.625893176,-4946775.7798987655,-4260039.249817181,-4743972.031096249,454021.7190913409,28768983.82643987,30952179.64583668,31257568.035869353,30293299.846059788,1428677.2334898433,15485512.577522928,15485512.577522928,15485512.577522928,15485512.577522928,0,20318160.870397646,21814620.159712903,22011262.70375114,21358544.108738508,974717.5657228434,11294728.871297905,11294728.871297905,11294728.871297905,11294728.871297905,0,8450822.956042219,9137559.486123785,9246305.332118206,8934755.737321278,454021.71909133403,4190783.7062250352,4190783.7062250352,4190783.7062250352,4190783.7062250352,0,0,0,0,0,0,-5055521.625893176,-4946775.7798987655,-4260039.249817181,-4743972.031096249,454021.7190913409,0,0,0,0,0,0,0,0,0,0,8450822.956042219,9137559.486123785,9246305.332118206,8934755.737321278,454021.71909133403,4190783.7062250352,4190783.7062250352,4190783.7062250352,4190783.7062250352,0
45-54,Male,CED,MJ,-21589362.56246096,-20557476.101181824,-19966995.611661863,-20712355.389518376,864347.8533239486,0,0,0,0,0,-21589362.56246096,-20557476.101181824,-19966995.611661863,-20712355.389518376,864347.8533239486,-521403920.8085784,-492383114.63555753,-486773567.54851866,-500597591.5078319,19565622.59450666,-15828231.622633178,-15082347.48451863,-14628733.155628646,-15184898.294772863,637531.2610460542,-5761130.939827803,-5475128.616663171,-5338262.4560332205,-5527457.094745516,227129.27212152936,48114736.89629487,48705217.38581486,49737103.847094,48860096.6741514,864347.8533239656,28147741.284633018,28147741.284633018,28147741.284633018,28147741.28463302,0,35936278.80860915,36389893.137499146,37135777.27561369,36492443.94775337,637531.2610460599,21307545.652980514,21307545.652980514,21307545.652980514,21307545.652980514,0,12178458.087685734,12315324.24831568,12601326.571480319,12367652.72639803,227129.27212153183,6840195.631652508,6840195.631652508,6840195.631652508,6840195.631652508,0,0,0,0,0,0,-5761130.939827803,-5475128.616663171,-5338262.4560332205,-5527457.094745516,227129.27212152936,0,0,0,0,0,0,0,0,0,0,12178458.087685734,12315324.24831568,12601326.571480319,12367652.72639803,227129.27212153183,6840195.631652508,6840195.631652508,6840195.631652508,6840195.631652508,0
45-54,Male,FL,mrh-eq,-700088.0044886802,-661262.6282451109,-651771.3548778447,-671555.2959210067,26946.795293395186,0,0,0,0,0,-700088.0044886802,-661262.6282451109,-651771.3548778447,-671555.2959210067,26946.795293395186,-521403920.8085784,-492383114.63555753,-486773567.54851866,-500597591.5078319,19565622.59450666,-505526.87652395177,-477737.526333649,-470409.44782829616,-484916.91990731563,19500.60972493898,-194561.12796472863,-183525.10191146142,-181361.90704954814,-186638.37601369087,7451.81772524618,1659391.6711726605,1668882.9445399276,1707708.320783497,1679175.6122158233,26946.795293395644,1007620.3162948181,1007620.3162948181,1007620.3162948181,1007620.3162948181,0,1234784.1735654331,1242112.2520707853,1269901.6022610888,1249291.6456444524,19500.609724939186,764374.7257371368,764374.7257371368,764374.7257371368,764374.7257371368,0,424607.497607229,426770.69246914244,437806.7185224095,429883.96657137177,7451.817725246171,243245.59055768108,243245.59055768108,243245.59055768108,243245.59055768108,0,0,0,0,0,0,-194561.12796472863,-183525.10191146142,-181361.90704954814,-186638.37601369087,7451.81772524618,0,0,0,0,0,0,0,0,0,0,424607.497607229,426770.69246914244,437806.7185224095,429883.96657137177,7451.817725246171,243245.59055768108,243245.59055768108,243245.59055768108,243245.59055768108,0
45-54,Male,Food_price,USD,-11569830.785735674,-11216453.094667235,-10891227.226640953,-11226330.927313605,357262.19856231054,0,0,0,0,0,-11569830.785735674,-11216453.094667235,-10891227.226640953,-11226330.927313605,357262.19856231054,-521403920.8085784,-492383114.63555753,-486773567.54851866,-500597591.5078319,19565622.59450666,-7832280.3078875,-7585150.47436063,-7368294.120315956,-7595772.747863155,244376.46176120496,-3737550.4778481782,-3631302.6203066106,-3522933.1063249866,-3630558.1794504505,112958.35115445364,25085393.895611968,25410619.763638247,25763997.454706673,25420497.596284617,357262.1985623021,14194166.668971002,14194166.668971002,14194166.668971002,14194166.668971002,0,17605526.694177426,17822383.04822211,18069512.881748967,17833005.321724623,244376.4617612028,10237232.573861463,10237232.573861463,10237232.573861463,10237232.573861463,0,7479867.201434514,7588236.715416134,7694484.572957712,7587492.274559979,112958.35115445711,3956934.095109539,3956934.095109539,3956934.095109539,3956934.095109539,0,0,0,0,0,0,-3737550.4778481782,-3631302.6203066106,-3522933.1063249866,-3630558.1794504505,112958.35115445364,0,0,0,0,0,0,0,0,0,0,7479867.201434514,7588236.715416134,7694484.572957712,7587492.274559979,112958.35115445711,3956934.095109539,3956934.095109539,3956934.095109539,3956934.095109539,0
55-64,Female,CED,MJ,-32901063.69178423,-32116220.735597968,-32040417.851938315,-32365006.725958183,501601.4620396297,0,0,0,0,0,-32901063.69178423,-32116220.735597968,-32040417.851938315,-32365006.725958183,501601.4620396297,-888884310.7303026,-864689494.0557234,-825878154.1619873,-859560889.4174227,33457253.5636873,-24527532.870554548,-23972983.092903975,-23901664.47923448,-24142537.8872833,360650.6492744578,-8373530.821229645,-8143237.642693991,-8138753.372703838,-8222468.838674868,141340.0495976145,68925694.24717043,69001497.13083011,69786340.08701642,69250283.12119032,501601.46203966584,36885276.39523227,36885276.39523227,36885276.39523227,36885276.39523227,0,52185575.3029621,52256893.916631564,52811443.69428219,52426448.711010925,360650.64927447983,28283910.823727623,28283910.823727623,28283910.823727623,28283910.823727623,0,16740118.944208425,16744603.214198593,16974896.39273424,16823834.410179462,141340.04959761654,8601365.571504587,8601365.571504587,8601365.571504587,8601365.571504587,0,0,0,0,0,0,-8373530.821229645,-8143237.642693991,-8138753.372703838,-8222468.838674868,141340.0495976145,0,0,0,0,0,0,0,0,0,0,16740118.944208425,16744603.214198593,16974896.39273424,16823834.410179462,141340.04959761654,8601365.571504587,8601365.571504587,8601365.571504587,8601365.571504587,0
55-64,Female,FL,mrh-eq,-1094630.9606376532,-1063231.0196788828,-1049231.7468722854,-1069336.5172761364,24472.361940666997,0,0,0,0,0,-1094630.9606376532,-1063231.0196788828,-1049231.7468722854,-1069336.5172761364,24472.361940666997,-888884310.7303026,-864689494.0557234,-825878154.1619873,-859560889.4174227,33457253.5636873,-801656.2165396663,-779330.7710649361,-768937.4553047539,-783517.4832454793,17597.971977104713,-292974.74409798614,-283900.2486139469,-280294.291567532,-285819.0340306572,6877.684428657064,2369046.094329401,2383045.367135998,2414445.3080947665,2389150.864733251,24472.361940665516,1319814.3474571141,1319814.3474571141,1319814.3474571141,1319814.3474571141,0,1778937.5177160874,1789330.83347627,1811656.2789510011,1793517.5456568133,17597.971977105313,1010000.0624113353,1010000.0624113353,1010000.0624113353,1010000.0624113353,0,590108.576613312,593714.5336597267,602789.0291437658,595633.319076437,6877.684428656861,309814.28504578007,309814.28504578007,309814.28504578007,309814.28504578007,0,0,0,0,0,0,-292974.74409798614,-283900.2486139469,-280294.291567532,-285819.0340306572,6877.684428657064,0,0,0,0,0,0,0,0,0,0,590108.576613312,593714.5336597267,602789.0291437658,595633.319076437,6877.684428656861,309814.28504578007,309814.28504578007,309814.28504578007,309814.28504578007,0
55-64,Female,Food_price,USD,-18756022.104650084,-18360582.159574002,-17609528.380409647,-18235805.37568338,613017.0592089331,0,0,0,0,0,-18756022.104650084,-18360582.159574002,-17609528.380409647,-18235805.37568338,613017.0592089331,-888884310.7303026,-864689494.0557234,-825878154.1619873,-859560889.4174227,33457253.5636873,-12835488.978487812,-12553599.038470369,-11997946.319396151,-12457541.923011852,448592.66716411477,-5920533.12616227,-5806983.121103649,-5611582.061013507,-5778263.452671536,164497.01650066956,38070362.30024877,38821416.07941308,39216856.024489164,38696639.295522474,613017.0592089089,20460833.91983908,20460833.91983908,20460833.91983908,20460833.91983908,0,26911198.294337336,27466851.01341156,27748740.95342902,27370793.897953045,448592.6671641286,14913251.974941187,14913251.974941187,14913251.974941187,14913251.974941187,0,11159164.005911391,11354565.06600153,11468115.071060158,11325845.397569424,164497.0165006696,5547581.944897892,5547581.944897892,5547581.944897892,5547581.944897892,0,0,0,0,0,0,-5920533.12616227,-5806983.121103649,-5611582.061013507,-5778263.452671536,164497.01650066956,0,0,0,0,0,0,0,0,0,0,11159164.005911391,11354565.06600153,11468115.071060158,11325845.397569424,164497.0165006696,5547581.944897892,5547581.944897892,5547581.944897892,5547581.944897892,0
55-64,Male,CED,MJ,-26932814.1852996,-24906304.886196595,-24320892.931035,-25411953.077053234,1442756.910976067,0,0,0,0,0,-26932814.1852996,-24906304.886196595,-24320892.931035,-25411953.077053234,1442756.910976067,-674660991.0021266,-616788032.6631482,-612050394.7286642,-635432004.7349006,36695979.09800969,-19482589.104677215,-18120707.90482222,-17637660.71286006,-18429070.71460918,1007067.8907073855,-7450225.080622376,-6785596.981374366,-6683232.218174961,-6982882.362444053,438348.0923474705,57825402.070844226,58410814.02600581,60437323.32510884,58916462.21686246,1442756.9109760788,33504509.139809247,33504509.139809247,33504509.139809247,33504509.139809247,0,42827242.9032806,43310290.095242724,44672171.295097776,43618652.90502972,1007067.8907074002,25189582.19042054,25189582.19042054,25189582.19042054,25189582.19042054,0,14998159.167563662,15100523.930763068,15765152.030011076,15297809.311832754,438348.0923474707,8314926.949388701,8314926.949388701,8314926.949388701,8314926.949388701,0,0,0,0,0,0,-7450225.080622376,-6785596.981374366,-6683232.218174961,-6982882.362444053,438348.0923474705,0,0,0,0,0,0,0,0,0,0,14998159.167563662,15100523.930763068,15765152.030011076,15297809.311832754,438348.0923474707,8314926.949388701,8314926.949388701,8314926.949388701,8314926.949388701,0
55-64,Male,FL,mrh-eq,-898233.4123848205,-811147.9581607019,-807118.8469493174,-840290.534656398,54190.8908555869,0,0,0,0,0,-898233.4123848205,-811147.9581607019,-807118.8469493174,-840290.534656398,54190.8908555869,-674660991.0021266,-616788032.6631482,-612050394.7286642,-635432004.7349006,36695979.09800969,-640329.1140685913,-582608.9783616973,-577492.9162132057,-601066.5480313123,36732.10626200647,-257961.5062602886,-229683.13868017012,-228596.1877430628,-239223.98662508628,17525.44366911902,2016724.808484613,2020753.9196959957,2107839.373920115,2049896.4961916928,54190.890855586826,1209605.9615352945,1209605.9615352945,1209605.9615352945,1209605.9615352945,0,1489914.291844806,1495030.3539932969,1552750.4897001903,1513487.9236629119,36732.10626200601,912421.3756315985,912421.3756315985,912421.3756315985,912421.3756315984,0,525780.7736467571,526867.724583865,555146.092163984,536408.5725287813,17525.44366911952,297184.5859036948,297184.5859036948,297184.5859036948,297184.5859036948,0,0,0,0,0,0,-257961.5062602886,-229683.13868017012,-228596.1877430628,-239223.98662508628,17525.44366911902,0,0,0,0,0,0,0,0,0,0,525780.7736467571,526867.724583865,555146.092163984,536408.5725287813,17525.44366911952,297184.5859036948,297184.5859036948,297184.5859036948,297184.5859036948,0
55-64,Male,Food_price,USD,-13774814.808995951,-12806947.253641529,-11593707.94111862,-12720851.900249079,1150369.8392220552,0,0,0,0,0,-13774814.808995951,-12806947.253641529,-11593707.94111862,-12720851.900249079,1150369.8392220552,-674660991.0021266,-616788032.6631482,-612050394.7286642,-635432004.7349006,36695979.09800969,-9293383.799510669,-8661676.326061662,-7854775.018686404,-8600204.805385785,759031.7100518582,-4481431.009485285,-4145270.927579866,-3738932.922432231,-4120647.0948632993,391369.87070016965,28087213.90225297,29300453.214775875,30268320.770130284,29214357.86138342,1150369.839222046,16493505.961134328,16493505.961134328,16493505.961134328,16493505.961134328,0,19907662.60578505,20714563.913160328,21346271.38660931,20653092.392484438,759031.7100518568,12052887.587098643,12052887.587098643,12052887.587098643,12052887.587098643,0,8179551.296467918,8585889.301615553,8922049.383520968,8561265.468898984,391369.8707001678,4440618.374035685,4440618.374035685,4440618.374035685,4440618.374035685,0,0,0,0,0,0,-4481431.009485285,-4145270.927579866,-3738932.922432231,-4120647.0948632993,391369.87070016965,0,0,0,0,0,0,0,0,0,0,8179551.296467918,8585889.301615553,8922049.383520968,8561265.468898984,391369.8707001678,4440618.374035685,4440618.374035685,4440618.374035685,4440618.374035685,0
65-74,Female,CED,MJ,-20383964.0674952,-20200076.696820293,-19976431.956817545,-20186126.742670175,214830.5420175766,0,0,0,0,0,-20383964.0674952,-20200076.696820293,-19976431.956817545,-20186126.742670175,214830.5420175766,-532054475.5499029,-519358604.1714879,-518293235.9211018,-523439482.4620244,8059014.506029745,-15286542.005729053,-15141543.165175978,-14904653.335790966,-15109300.712954247,202924.33226929596,-5098119.171733644,-5072475.7309940895,-5059230.64161181,-5076826.02971594,20811.497198662084,43027319.06594065,43250963.805943415,43434851.176618345,43237013.8517933,214830.54201759893,23050887.1091231,23050887.1091231,23050887.1091231,23050887.1091231,0,32556174.13619861,32793063.965583608,32938062.80613669,32760821.513361882,202924.33226929238,17651520.800407674,17651520.800407674,17651520.800407674,17651520.800407674,0,10458596.950327244,10471842.039709508,10497485.480449067,10476192.338431366,20811.497198658166,5399366.308715429,5399366.308715429,5399366.308715429,5399366.308715429,0,0,0,0,0,0,-5098119.171733644,-5072475.7309940895,-5059230.64161181,-5076826.02971594,20811.497198662084,0,0,0,0,0,0,0,0,0,0,10458596.950327244,10471842.039709508,10497485.480449067,10476192.338431366,20811.497198658166,5399366.308715429,5399366.308715429,5399366.308715429,5399366.308715429,0
65-74,Female,FL,mrh-eq,-664486.4392438106,-661503.8653152547,-656972.1486707623,-660960.3064675577,3982.806209240472,0,0,0,0,0,-664486.4392438106,-661503.8653152547,-656972.1486707623,-660960.3064675577,3982.806209240472,-532054475.5499029,-519358604.1714879,-518293235.9211018,-523439482.4620244,8059014.506029745,-490081.6933973829,-484427.20904046495,-484107.36694400257,-486299.0133423792,3537.6374648952524,-176936.02941013986,-174264.11898177752,-172724.15486210852,-174661.2931251787,2243.302622193314,1471134.695877777,1475666.4125222699,1478648.9864508267,1475122.853674573,3982.8062092412115,814162.547207015,814162.547207015,814162.547207015,814162.547207015,0,1104569.6199981235,1104889.4620945842,1110543.946451503,1106761.2663964992,3537.6374648952988,620462.2530541196,620462.2530541196,620462.2530541196,620462.2530541196,0,366424.44901500357,367964.413134673,370636.32356303505,368361.58727807394,2243.3026221933487,193700.294152895,193700.294152895,193700.294152895,193700.294152895,0,0,0,0,0,0,-176936.02941013986,-174264.11898177752,-172724.15486210852,-174661.2931251787,2243.302622193314,0,0,0,0,0,0,0,0,0,0,366424.44901500357,367964.413134673,370636.32356303505,368361.58727807394,2243.3026221933487,193700.294152895,193700.294152895,193700.294152895,193700.294152895,0
65-74,Female,Food_price,USD,-10105166.489690071,-9885186.875417797,-9815539.283630267,-9937934.95348262,159133.00199096795,0,0,0,0,0,-10105166.489690071,-9885186.875417797,-9815539.283630267,-9937934.95348262,159133.00199096795,-532054475.5499029,-519358604.1714879,-518293235.9211018,-523439482.4620244,8059014.506029745,-6937758.062130981,-6850899.396899485,-6764386.290286894,-6851020.645537697,91248.3613877,-3168296.0862340904,-3052040.6520183785,-3035175.1371933217,-3086914.3079449236,76295.77311429862,22818206.69424715,22887854.286034677,23107833.900306944,22940602.3640995,159133.00199096167,13002667.410616862,13002667.410616862,13002667.410616862,13002667.410616862,0,16342626.981780848,16429140.088393444,16515998.753624927,16429261.33703165,91248.36138769628,9578240.691493966,9578240.691493966,9578240.691493966,9578240.691493966,0,6459601.856316229,6476467.371141294,6592722.805357004,6511341.027067835,76295.77311429975,3424426.719122917,3424426.719122917,3424426.719122917,3424426.719122917,0,0,0,0,0,0,-3168296.0862340904,-3052040.6520183785,-3035175.1371933217,-3086914.3079449236,76295.77311429862,0,0,0,0,0,0,0,0,0,0,6459601.856316229,6476467.371141294,6592722.805357004,6511341.027067835,76295.77311429975,3424426.719122917,3424426.719122917,3424426.719122917,3424426.719122917,0
65-74,Male,CED,MJ,-16061606.421185602,-16035496.218401387,-15934903.652649358,-16009362.05595654,70421.7587470929,0,0,0,0,0,-16061606.421185602,-16035496.218401387,-15934903.652649358,-16009362.05595654,70421.7587470929,-398084919.9241556,-394434014.86626244,-366832755.4045995,-386030381.74213266,17986639.23328754,-11798685.055700362,-11781770.392021693,-11710270.553083528,-11762617.698948184,49401.696578595256,-4262921.365485247,-4253725.826379692,-4224633.099565835,-4246744.357008358,21039.18869066565,35999057.37450558,36099649.94025765,36125760.143041804,36073515.77781277,70421.75874709692,20064153.72185625,20064153.72185625,20064153.72185625,20064153.72185625,0,26880290.738979932,26951790.577918116,26968705.241596814,26932637.884844612,49401.69657861837,15170020.185896423,15170020.185896423,15170020.185896423,15170020.18589642,0,9118766.635525653,9147859.362339498,9157054.901445054,9140877.89296817,21039.1886906578,4894133.535959805,4894133.535959805,4894133.535959805,4894133.535959805,0,0,0,0,0,0,-4262921.365485247,-4253725.826379692,-4224633.099565835,-4246744.357008358,21039.18869066565,0,0,0,0,0,0,0,0,0,0,9118766.635525653,9147859.362339498,9157054.901445054,9140877.89296817,21039.1886906578,4894133.535959805,4894133.535959805,4894133.535959805,4894133.535959805,0
65-74,Male,FL,mrh-eq,-530148.8951518608,-529745.3015473314,-515492.6276926281,-524885.9751437616,8787.086298763914,0,0,0,0,0,-530148.8951518608,-529745.3015473314,-515492.6276926281,-524885.9751437616,8787.086298763914,-398084919.9241556,-394434014.86626244,-366832755.4045995,-386030381.74213266,17986639.23328754,-383654.87284898525,-383232.731250539,-372815.9586693555,-379725.8431864206,6462.755218192174,-146511.59408658682,-146493.04609266965,-142675.692813066,-145160.13195734107,2325.6039503737566,1231279.6713824724,1245532.3452371762,1245935.938841705,1240673.0188336058,8787.08629876404,715787.0436898435,715787.0436898435,715787.0436898435,715787.0436898436,0,913323.4342364693,923740.2068176526,924162.3484160989,920233.3187535343,6462.755218192042,540507.4755671141,540507.4755671141,540507.4755671141,540507.4755671141,0,317955.2609357963,321772.61421539995,321791.1622093171,320439.70008007134,2325.6039503737484,175279.56812273024,175279.56812273024,175279.56812273024,175279.56812273024,0,0,0,0,0,0,-146511.59408658682,-146493.04609266965,-142675.692813066,-145160.13195734107,2325.6039503737566,0,0,0,0,0,0,0,0,0,0,317955.2609357963,321772.61421539995,321791.1622093171,320439.70008007134,2325.6039503737484,175279.56812273024,175279.56812273024,175279.56812273024,175279.56812273024,0
65-74,Male,Food_price,USD,-7717708.726768206,-7574169.042257593,-7179174.657754395,-7485939.322961949,293557.52417763055,0,0,0,0,0,-7717708.726768206,-7574169.042257593,-7179174.657754395,-7485939.322961949,293557.52417763055,-398084919.9241556,-394434014.86626244,-366832755.4045995,-386030381.74213266,17986639.23328754,-5273748.733599669,-5180247.984847225,-4887531.492503681,-5110347.723938067,212094.6374191738,-2443959.9931685277,-2393921.05741037,-2291643.1652507223,-2375591.5990238823,81723.2209065519,16905895.66271731,17300890.04722051,17444429.731731102,17212660.32792486,293557.5241776234,9726721.004962904,9726721.004962904,9726721.004962904,9726721.004962904,0,11908918.730088146,12201635.222431703,12295135.971184136,12131734.961522536,212094.6374191767,7021387.237584469,7021387.237584469,7021387.237584469,7021387.237584469,0,4996976.932629151,5099254.824788798,5149293.7605469525,5080925.366402309,81723.22090654972,2705333.767378429,2705333.767378429,2705333.767378429,2705333.767378429,0,0,0,0,0,0,-2443959.9931685277,-2393921.05741037,-2291643.1652507223,-2375591.5990238823,81723.2209065519,0,0,0,0,0,0,0,0,0,0,4996976.932629151,5099254.824788798,5149293.7605469525,5080925.366402309,81723.22090654972,2705333.767378429,2705333.767378429,2705333.767378429,2705333.767378429,0
