age_gp,sex_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,Male,added_sugar,FL,mrh-eq,-378363.1709622213,-363156.83571920125,-328914.38262041996,-356477.4961206885,26660.75959811705,0,0,0,0,0,-378363.1709622213,-363156.83571920125,-328914.38262041996,-356477.4961206885,26660.75959811705,-360788994.48695004,-346690411.79039586,-314014276.9325175,-340171972.43554527,25257214.3066783,-250444.9958575979,-240380.563796509,-217709.0203071564,-235957.01592694278,17650.216764294724,-127918.17510462322,-122776.27192269258,-111205.36231326353,-120520.48019374577,9010.543008274451,716663.1451606486,750905.5982594296,766111.9335024494,744226.2586609168,26660.759598116838,387748.7625402291,387748.7625402291,387748.7625402291,387748.7625402291,0,474382.6019307071,497054.14542006014,507118.577481149,492630.59755049384,17650.216764294928,256673.58162355117,256673.58162355117,256673.58162355117,256673.58162355117,0,242280.5432299411,253851.45283937018,258993.3560213009,251595.6611104234,9010.543008274488,131075.1809166777,131075.1809166777,131075.1809166777,131075.1809166777,0,0,0,0,0,0,-127918.17510462322,-122776.27192269258,-111205.36231326353,-120520.48019374577,9010.543008274451,0,0,0,0,0,0,0,0,0,0,242280.5432299411,253851.45283937018,258993.3560213009,251595.6611104234,9010.543008274488,131075.1809166777,131075.1809166777,131075.1809166777,131075.1809166777,0
20-34,Male,added_sugar,Food_price,USD,-17780254.518886507,-17331955.584704895,-15810565.770974554,-16955432.46907376,1086751.634938248,0,0,0,0,0,-17780254.518886507,-17331955.584704895,-15810565.770974554,-16955432.46907376,1086751.634938248,-360788994.48695004,-346690411.79039586,-314014276.9325175,-340171972.43554527,25257214.3066783,-11768581.777270922,-11471808.193926863,-10464514.659240827,-11222502.94784196,719508.6392923569,-6011672.741615583,-5860147.390778007,-5346051.111733731,-5732929.521231797,367242.99629387894,34125180.79053698,35646570.6042673,36094869.53844892,35270047.48863617,1086751.6349382433,18314615.019562423,18314615.019562423,18314615.019562423,18314615.019562423,0,22587490.76598869,23594784.300674733,23891557.884018794,23345479.054589827,719508.6392923614,12122976.106747871,12122976.106747871,12122976.106747871,12122976.106747871,0,11537690.024548307,12051786.303592578,12203311.654430144,11924568.434046365,367242.99629387073,6191638.912814575,6191638.912814575,6191638.912814575,6191638.912814575,0,0,0,0,0,0,-6011672.741615583,-5860147.390778007,-5346051.111733731,-5732929.521231797,367242.99629387894,0,0,0,0,0,0,0,0,0,0,11537690.024548307,12051786.303592578,12203311.654430144,11924568.434046365,367242.99629387073,6191638.912814575,6191638.912814575,6191638.912814575,6191638.912814575,0
20-34,Male,oil,CED,MJ,619222.3894066678,630708.0137716414,785552.7914212816,681009.4710645069,97782.07756930552,0,0,0,0,0,619222.3894066678,630708.0137716414,785552.7914212816,681009.4710645069,97782.07756930552,66738504.26741597,67808090.55844909,84637067.7029684,73337701.38423373,10567612.49808749,517854.6068298686,527364.4784206296,656797.452551932,569442.760013802,81704.42735380815,101367.78257679987,103343.53535101142,128755.33886935083,111566.7110507054,16077.72899600277,9485239.703477204,9640084.481126837,9651570.105491815,9589783.023833975,97782.07756930264,10270792.494898481,10270792.494898481,10270792.494898481,10270792.494898481,0,7928986.372447373,8058419.346578676,8067929.218169451,8016341.064985509,81704.4273538128,8585783.824999318,8585783.824999318,8585783.824999318,8585783.824999318,0,1556253.3310298156,1581665.1345481547,1583640.8873223655,1573441.9588484606,16077.728996002246,1685008.6698991656,1685008.6698991656,1685008.6698991656,1685008.6698991656,0,0,0,0,0,0,101367.78257679987,103343.53535101142,128755.33886935083,111566.7110507054,16077.72899600277,0,0,0,0,0,0,0,0,0,0,1556253.3310298156,1581665.1345481547,1583640.8873223655,1573441.9588484606,16077.728996002246,1685008.6698991656,1685008.6698991656,1685008.6698991656,1685008.6698991656,0
20-34,Male,oil,FL,mrh-eq,32164.79941169553,32610.649352463784,40626.612096508194,35266.82928343787,5012.573568127513,0,0,0,0,0,32164.79941169553,32610.649352463784,40626.612096508194,35266.82928343787,5012.573568127513,66738504.26741597,67808090.55844909,84637067.7029684,73337701.38423373,10567612.49808749,26899.526447348,27267.521738064155,33968.31644919451,29489.556622420016,4188.624228104885,5265.272964347533,5343.127614399669,6658.295647313692,5777.272661017875,823.9535456286357,487828.36734539474,495844.3300894397,496290.18003020715,493188.15015846514,5012.573568127575,528454.9794419026,528454.9794419026,528454.9794419026,528454.9794419026,0,407796.80910980556,414497.6038209359,414865.59911165177,412275.5689365799,4188.624228104776,441765.1255590001,441765.1255590001,441765.1255590001,441765.1255590001,0,80031.55823558928,81346.72626850338,81424.5809185555,80912.58122188515,823.9535456286688,86689.85388290303,86689.85388290303,86689.85388290303,86689.85388290303,0,0,0,0,0,0,5265.272964347533,5343.127614399669,6658.295647313692,5777.272661017875,823.9535456286357,0,0,0,0,0,0,0,0,0,0,80031.55823558928,81346.72626850338,81424.5809185555,80912.58122188515,823.9535456286688,86689.85388290303,86689.85388290303,86689.85388290303,86689.85388290303,0
20-34,Male,oil,Food_price,USD,355176.68349885533,428353.4811792554,432482.6521913834,404126.24375179154,45778.596343641235,0,0,0,0,0,355176.68349885533,428353.4811792554,432482.6521913834,404126.24375179154,45778.596343641235,66738504.26741597,67808090.55844909,84637067.7029684,73337701.38423373,10567612.49808749,297024.87588113936,358209.0717465636,361631.97653255524,337941.95206956967,38266.45067869157,58151.80761771532,70144.40943269183,70850.67565882819,66184.29168222159,7512.163848583828,6066163.17567646,6070292.346688586,6143469.144368983,6094519.58411605,45778.59634363837,6498645.8278678395,6498645.8278678395,6498645.8278678395,6498645.8278678395,0,5071549.688207335,5074972.592993322,5136156.788858754,5095239.71267032,38266.45067869454,5433181.664739894,5433181.664739894,5433181.664739894,5433181.664739894,0,994613.4874691276,995319.7536952631,1007312.35551024,999279.8714457337,7512.163848583766,1065464.1631279541,1065464.1631279541,1065464.1631279541,1065464.1631279541,0,0,0,0,0,0,58151.80761771532,70144.40943269183,70850.67565882819,66184.29168222159,7512.163848583828,0,0,0,0,0,0,0,0,0,0,994613.4874691276,995319.7536952631,1007312.35551024,999279.8714457337,7512.163848583766,1065464.1631279541,1065464.1631279541,1065464.1631279541,1065464.1631279541,0
20-34,Male,sat_fat,CED,MJ,-26339436.760738462,-26272816.85994022,-26125845.604095943,-26244623.40202933,115037.38476421019,0,0,0,0,0,-26339436.760738462,-26272816.85994022,-26125845.604095943,-26244623.40202933,115037.38476421019,-517478240.9962816,-516613801.48305106,-513344211.39303297,-515769888.99996775,2295270.973943062,-20134783.093406223,-20083803.890682712,-19972484.815278254,-20062632.0055315,87365.82826688662,-6204653.667332226,-6189012.969257485,-6153360.788817694,-6181991.396497819,27672.630466758616,56396430.86578929,56543402.12163354,56610022.02243174,56515208.66372264,115037.38476417994,30270585.26169326,30270585.26169326,30270585.26169326,30270585.261693258,0,43108651.31664342,43219970.39204793,43270949.59477144,43198798.5068967,87365.82826691527,23136166.50136515,23136166.50136515,23136166.50136515,23136166.50136515,0,13287779.549145812,13323431.729585614,13339072.42766034,13316410.15682594,27672.630466758965,7134418.760328123,7134418.760328123,7134418.760328123,7134418.760328124,0,0,0,0,0,0,-6204653.667332226,-6189012.969257485,-6153360.788817694,-6181991.396497819,27672.630466758616,0,0,0,0,0,0,0,0,0,0,13287779.549145812,13323431.729585614,13339072.42766034,13316410.15682594,27672.630466758965,7134418.760328123,7134418.760328123,7134418.760328123,7134418.760328124,0
20-34,Male,sat_fat,FL,mrh-eq,-717920.2529556337,-715923.5514527776,-711954.1118074956,-715231.3626308738,3196.781281404124,0,0,0,0,0,-717920.2529556337,-715923.5514527776,-711954.1118074956,-715231.3626308738,3196.781281404124,-517478240.9962816,-516613801.48305106,-513344211.39303297,-515769888.99996775,2295270.973943062,-548800.350208214,-547272.8068330304,-544266.5143693859,-546753.9475037459,2428.168435041862,-169119.90274741937,-168650.7446197475,-167687.5974381092,-168477.4151271277,768.6445651063217,1536999.0116286417,1540968.4512739237,1542965.1527767805,1540276.26245202,3196.7812814045437,825044.899821146,825044.899821146,825044.899821146,825044.899821146,0,1174854.8327586302,1177861.1252222748,1179388.668597459,1177342.2658929906,2428.1684350422943,630588.3183892441,630588.3183892441,630588.3183892441,630588.3183892441,0,362144.17887001205,363107.3260516502,363576.4841793213,362933.9965590302,768.6445651059296,194456.58143190248,194456.58143190248,194456.58143190248,194456.58143190248,0,0,0,0,0,0,-169119.90274741937,-168650.7446197475,-167687.5974381092,-168477.4151271277,768.6445651063217,0,0,0,0,0,0,0,0,0,0,362144.17887001205,363107.3260516502,363576.4841793213,362933.9965590302,768.6445651059296,194456.58143190248,194456.58143190248,194456.58143190248,194456.58143190248,0
20-34,Male,sat_fat,Food_price,USD,-3053976.6924305614,-2976583.171307793,-2945629.5626239944,-2992877.87742673,58744.92734966076,0,0,0,0,0,-3053976.6924305614,-2976583.171307793,-2945629.5626239944,-2992877.87742673,58744.92734966076,-517478240.9962816,-516613801.48305106,-513344211.39303297,-515769888.99996775,2295270.973943062,-2334461.751180239,-2275283.208394517,-2251762.316680045,-2287794.6649107453,44854.39404125725,-719514.9412503197,-701299.9629132814,-693867.2459439554,-705083.2125159875,13890.715738545803,6398535.428577876,6429489.0372616835,6506882.558384443,6445783.743380614,58744.92734965979,3452905.8659538804,3452905.8659538804,3452905.8659538804,3452905.86595388,0,4890651.140940459,4914172.03265493,4973350.575440654,4926683.4891711585,44854.394041257256,2638888.8242604146,2638888.8242604146,2638888.8242604146,2638888.8242604146,0,1507884.2876374202,1515317.0046067466,1533531.9829437844,1519100.2542094523,13890.715738545563,814017.0416934645,814017.0416934645,814017.0416934645,814017.0416934645,0,0,0,0,0,0,-719514.9412503197,-701299.9629132814,-693867.2459439554,-705083.2125159875,13890.715738545803,0,0,0,0,0,0,0,0,0,0,1507884.2876374202,1515317.0046067466,1533531.9829437844,1519100.2542094523,13890.715738545563,814017.0416934645,814017.0416934645,814017.0416934645,814017.0416934645,0
35-44,Female,added_sugar,CED,MJ,-7796969.752140521,-7304456.498001358,-7078168.4489939045,-7397868.850679152,386869.1719929701,0,0,0,0,0,-7796969.752140521,-7304456.498001358,-7078168.4489939045,-7397868.850679152,386869.1719929701,-310658364.5315331,-290877205.7920671,-281794532.5516427,-294631060.35313433,15535441.807003839,-5168295.813379356,-4841509.502152766,-4691634.897972908,-4903583.785327058,256569.2102369263,-2628673.9387611668,-2462946.9958485975,-2386533.551020992,-2494285.0653520934,130300.03130960936,12761157.40686463,12987445.455872092,13479958.710011266,13080857.808549887,386869.17199298146,5682988.95787074,5682988.95787074,5682988.95787074,5682988.95787074,0,8459184.972798802,8609059.576978663,8935845.88820525,8671133.860152952,256569.21023692586,3767550.074825895,3767550.074825895,3767550.074825895,3767550.0748258955,0,4301972.434065836,4378385.8788934415,4544112.821806012,4409723.948396937,130300.03130961073,1915438.8830448433,1915438.8830448433,1915438.8830448433,1915438.8830448433,0,0,0,0,0,0,-2628673.9387611668,-2462946.9958485975,-2386533.551020992,-2494285.0653520934,130300.03130960936,0,0,0,0,0,0,0,0,0,0,4301972.434065836,4378385.8788934415,4544112.821806012,4409723.948396937,130300.03130961073,1915438.8830448433,1915438.8830448433,1915438.8830448433,1915438.8830448433,0
35-44,Female,added_sugar,FL,mrh-eq,-367424.49860193086,-343341.77077643556,-332465.7258395794,-347975.69459701073,18831.91886778582,0,0,0,0,0,-367424.49860193086,-343341.77077643556,-332465.7258395794,-347975.69459701073,18831.91886778582,-310658364.5315331,-290877205.7920671,-281794532.5516427,-294631060.35313433,15535441.807003839,-243572.75173215457,-227593.33996538838,-220390.6609190971,-230672.89530590587,12489.179215376544,-123851.74686977654,-115748.43081104715,-112075.06492048224,-117302.79929110485,6342.743446794058,601440.3446864693,612316.3896233258,636399.1174488214,616950.3134439009,18831.918867786153,268974.6188468905,268974.6188468905,268974.6188468905,268974.6188468905,0,398723.9302023069,405926.6092485988,421906.02101536473,409006.16458911606,12489.179215376684,178333.26928321,178333.26928321,178333.26928321,178333.26928321001,0,202716.41448416264,206389.7803747274,214493.0964334569,207944.14885478522,6342.7434467940475,90641.34956368031,90641.34956368031,90641.34956368031,90641.34956368031,0,0,0,0,0,0,-123851.74686977654,-115748.43081104715,-112075.06492048224,-117302.79929110485,6342.743446794058,0,0,0,0,0,0,0,0,0,0,202716.41448416264,206389.7803747274,214493.0964334569,207944.14885478522,6342.7434467940475,90641.34956368031,90641.34956368031,90641.34956368031,90641.34956368031,0
35-44,Female,added_sugar,Food_price,USD,-12934013.187817454,-12317246.786452068,-11804848.949858114,-12353867.335494677,595142.5743945756,0,0,0,0,0,-12934013.187817454,-12317246.786452068,-11804848.949858114,-12353867.335494677,595142.5743945756,-310658364.5315331,-290877205.7920671,-281794532.5516427,-294631060.35313433,15535441.807003839,-8573300.620311378,-8163962.524403379,-7823880.773355202,-8188262.996284018,394992.52097817976,-4360712.567506075,-4153284.262048697,-3980968.176502917,-4165604.339210661,200150.05347032406,21360158.93790198,21872556.774495948,22489323.17586134,21909177.323538553,595142.5743945875,9555309.988043875,9555309.988043875,9555309.988043875,9555309.988043875,0,14158434.568827674,14498516.319875851,14907854.415783845,14522816.791756488,394992.52097817784,6334553.795472468,6334553.795472468,6334553.795472468,6334553.795472468,0,7201724.369074333,7374040.454620114,7581468.760077483,7386360.531782076,200150.05347031905,3220756.192571414,3220756.192571414,3220756.192571414,3220756.192571414,0,0,0,0,0,0,-4360712.567506075,-4153284.262048697,-3980968.176502917,-4165604.339210661,200150.05347032406,0,0,0,0,0,0,0,0,0,0,7201724.369074333,7374040.454620114,7581468.760077483,7386360.531782076,200150.05347031905,3220756.192571414,3220756.192571414,3220756.192571414,3220756.192571414,0
35-44,Female,oil,CED,MJ,-595640.1364482471,-580360.0428058977,-467025.1979379196,-545954.8669372561,73959.47423039436,0,0,0,0,0,-595640.1364482471,-580360.0428058977,-467025.1979379196,-545954.8669372561,73959.47423039436,-64390681.14632996,-62498112.99389501,-50280626.487496905,-58875334.62408338,8061884.756124452,-496079.57660032297,-483547.2709759517,-388841.086424861,-454714.3310016642,61718.1121310688,-99560.55984792416,-96812.7718299446,-78184.11151305799,-91240.53593559125,12242.018279750873,6794489.963065745,6907824.8079337105,6923104.901576065,6873419.632065075,73959.47423038875,6327464.765127817,6327464.765127817,6327464.765127817,6327464.765127818,0,5664614.420876289,5759320.6054273695,5771852.911051752,5730487.6654530885,61718.11213106702,5275773.334451423,5275773.334451423,5275773.334451423,5275773.334451423,0,1129875.542189454,1148504.2025063413,1151251.9905243206,1142931.9666119877,12242.018279751217,1051691.4306763967,1051691.4306763967,1051691.4306763967,1051691.4306763967,0,0,0,0,0,0,-99560.55984792416,-96812.7718299446,-78184.11151305799,-91240.53593559125,12242.018279750873,0,0,0,0,0,0,0,0,0,0,1129875.542189454,1148504.2025063413,1151251.9905243206,1142931.9666119877,12242.018279751217,1051691.4306763967,1051691.4306763967,1051691.4306763967,1051691.4306763967,0
35-44,Female,oil,FL,mrh-eq,-28569.080577870787,-28518.988011039637,-22768.75412033473,-26518.938423715514,3509.9511898244814,0,0,0,0,0,-28569.080577870787,-28518.988011039637,-22768.75412033473,-26518.938423715514,3509.9511898244814,-64390681.14632996,-62498112.99389501,-50280626.487496905,-58875334.62408338,8061884.756124452,-23803.32659025323,-23751.657667731342,-18956.551862863027,-22087.293849364174,2929.990580930369,-4767.247377219217,-4765.671021528588,-3812.1192913827426,-4431.644574351319,579.9883858032634,339162.08011755534,344912.3140082606,344962.4065750911,342912.2644209361,3509.951189824536,316393.3259972209,316393.3259972209,316393.3259972209,316393.3259972209,0,282770.612905505,287565.7187103734,287617.3876328952,285901.3548920062,2929.990580930382,263814.0610426419,263814.0610426419,263814.0610426419,263814.0610426419,0,56391.38424596172,57344.93597610745,57346.51233179819,57010.909528930264,579.9883858032294,52579.26495457892,52579.26495457892,52579.26495457892,52579.26495457892,0,0,0,0,0,0,-4767.247377219217,-4765.671021528588,-3812.1192913827426,-4431.644574351319,579.9883858032634,0,0,0,0,0,0,0,0,0,0,56391.38424596172,57344.93597610745,57346.51233179819,57010.909528930264,579.9883858032294,52579.26495457892,52579.26495457892,52579.26495457892,52579.26495457892,0
35-44,Female,oil,Food_price,USD,-240907.0244768248,-238682.6310399098,-198943.98687964436,-225519.7360492605,24854.16110320735,0,0,0,0,0,-240907.0244768248,-238682.6310399098,-198943.98687964436,-225519.7360492605,24854.16110320735,-64390681.14632996,-62498112.99389501,-50280626.487496905,-58875334.62408338,8061884.756124452,-200555.031404335,-198637.46926853908,-165437.0618490944,-187661.03232690794,20784.32484783529,-40351.99307248981,-40045.161771371546,-33506.925030549966,-37858.70372235284,4069.970691125743,3496022.312082511,3535760.956242771,3537985.3496796875,3522598.0612521246,24854.16110320463,3297078.3252028637,3297078.3252028637,3297078.3252028637,3297078.3252028637,0,2914109.1306384606,2947309.5380579038,2949227.1001937017,2936333.1011162736,20784.324847834974,2748672.068789372,2748672.068789372,2748672.068789372,2748672.068789372,0,581913.1814440456,588451.4181848675,588758.2494859854,586264.9601358485,4069.9706911258004,548406.2564134961,548406.2564134961,548406.2564134961,548406.2564134961,0,0,0,0,0,0,-40351.99307248981,-40045.161771371546,-33506.925030549966,-37858.70372235284,4069.970691125743,0,0,0,0,0,0,0,0,0,0,581913.1814440456,588451.4181848675,588758.2494859854,586264.9601358485,4069.9706911258004,548406.2564134961,548406.2564134961,548406.2564134961,548406.2564134961,0
35-44,Female,sat_fat,CED,MJ,-18104901.5219595,-17671179.394962586,-17556168.217092525,-17783007.79816499,304612.34142873425,0,0,0,0,0,-18104901.5219595,-17671179.394962586,-17556168.217092525,-17783007.79816499,304612.34142873425,-350975312.4500219,-342460787.1243539,-340212615.6480498,-344659507.7732535,5976053.459513885,-14070864.384008525,-13735076.339748383,-13645584.500784602,-13821496.060905002,236012.33945240983,-4034037.1379509727,-3936103.0552142086,-3910583.716307921,-3961511.73725999,68600.39725283654,36150563.36028539,36265574.538155444,36699296.66515236,36377402.94135785,304612.34142873494,18594395.143192828,18594395.143192828,18594395.143192828,18594395.143192828,0,28090261.180145096,28179753.019108832,28515541.063368943,28266172.740265455,236012.33945237304,14444676.679360462,14444676.679360462,14444676.679360462,14444676.679360462,0,8060302.180140305,8085821.5190465925,8183755.6017833585,8111230.2010923745,68600.3972528376,4149718.463832378,4149718.463832378,4149718.463832378,4149718.463832378,0,0,0,0,0,0,-4034037.1379509727,-3936103.0552142086,-3910583.716307921,-3961511.73725999,68600.39725283654,0,0,0,0,0,0,0,0,0,0,8060302.180140305,8085821.5190465925,8183755.6017833585,8111230.2010923745,68600.3972528376,4149718.463832378,4149718.463832378,4149718.463832378,4149718.463832378,0
35-44,Female,sat_fat,FL,mrh-eq,-481609.33529398276,-470080.1797332772,-467040.73414099414,-473059.0253362325,8090.026656513216,0,0,0,0,0,-481609.33529398276,-470080.1797332772,-467040.73414099414,-473059.0253362325,8090.026656513216,-350975312.4500219,-342460787.1243539,-340212615.6480498,-344659507.7732535,5976053.459513885,-374295.5573575008,-365370.0050072188,-363004.96923595987,-367671.9406489813,6267.892344242202,-107313.77793648142,-104710.17472605788,-104035.76490503464,-105387.08468725097,1822.1448766992878,961946.3062770624,964985.7518693437,976514.9074300498,967964.5974722998,8090.026656512889,494905.57213606744,494905.57213606744,494905.57213606744,494905.5721360675,0,747458.0780094519,749823.1137807115,758748.6661309933,752125.0494224736,6267.892344242404,384453.1087734918,384453.1087734918,384453.1087734918,384453.1087734918,0,214488.22826761022,215162.6380886335,217766.24129905706,215839.54804982655,1822.14487669931,110452.46336257567,110452.46336257567,110452.46336257567,110452.46336257567,0,0,0,0,0,0,-107313.77793648142,-104710.17472605788,-104035.76490503464,-105387.08468725097,1822.1448766992878,0,0,0,0,0,0,0,0,0,0,214488.22826761022,215162.6380886335,217766.24129905706,215839.54804982655,1822.14487669931,110452.46336257567,110452.46336257567,110452.46336257567,110452.46336257567,0
35-44,Female,sat_fat,Food_price,USD,-2118267.11158051,-2060510.9328389775,-2050124.6839795387,-2077131.9608677824,38645.20240578207,0,0,0,0,0,-2118267.11158051,-2060510.9328389775,-2050124.6839795387,-2077131.9608677824,38645.20240578207,-350975312.4500219,-342460787.1243539,-340212615.6480498,-344659507.7732535,5976053.459513885,-1646460.872187266,-1601661.2555194667,-1593690.2422341802,-1614583.5724957867,29943.87514550716,-471806.23939324415,-458849.6773195147,-456434.4417453598,-462548.38837199705,8701.450474778183,4214182.316991197,4224568.565850637,4282324.744592167,4241189.59387944,38645.20240578145,2164057.6330116577,2164057.6330116577,2164057.6330116577,2164057.6330116577,0,3275024.98374357,3282995.9970288584,3327795.6136966585,3295918.314005179,29943.87514550887,1681334.7415093912,1681334.7415093912,1681334.7415093912,1681334.7415093912,0,939157.3332476269,941572.5688217822,954529.1308955121,945271.2798742646,8701.45047477857,482722.8915022679,482722.8915022679,482722.8915022679,482722.8915022679,0,0,0,0,0,0,-471806.23939324415,-458849.6773195147,-456434.4417453598,-462548.38837199705,8701.450474778183,0,0,0,0,0,0,0,0,0,0,939157.3332476269,941572.5688217822,954529.1308955121,945271.2798742646,8701.45047477857,482722.8915022679,482722.8915022679,482722.8915022679,482722.8915022679,0
35-44,Male,added_sugar,CED,MJ,-6898915.060271789,-6679221.69888876,-6190690.10823866,-6584892.495637156,381596.70153039455,0,0,0,0,0,-6898915.060271789,-6679221.69888876,-6190690.10823866,-6584892.495637156,381596.70153039455,-269565396.5411341,-260792109.00954628,-241743864.28355715,-257186860.87115988,14972081.488008324,-4567628.844760132,-4421703.573952971,-4098945.1875095377,-4359656.866712174,252460.29692645327,-2331286.215511653,-2257518.124935797,-2091744.920729128,-2225235.628924985,129137.00221808237,11651178.41580679,12139710.006456897,12359403.367839914,12045380.803205287,381596.70153039205,5460488.307568139,5460488.307568139,5460488.307568139,5460488.307568139,0,7715846.647284613,8038605.033728037,8184530.304535215,7976558.32648725,252460.2969264553,3616901.459775079,3616901.459775079,3616901.459775079,3616901.459775079,0,3935331.7685221843,4101104.9727288606,4174873.0633047204,4068822.476718048,129137.00221808827,1843586.8477930576,1843586.8477930576,1843586.8477930576,1843586.8477930576,0,0,0,0,0,0,-2331286.215511653,-2257518.124935797,-2091744.920729128,-2225235.628924985,129137.00221808237,0,0,0,0,0,0,0,0,0,0,3935331.7685221843,4101104.9727288606,4174873.0633047204,4068822.476718048,129137.00221808827,1843586.8477930576,1843586.8477930576,1843586.8477930576,1843586.8477930576,0
35-44,Male,added_sugar,FL,mrh-eq,-293705.31479023746,-283117.84179310483,-263262.2624650486,-279865.8746594474,16268.284264393016,0,0,0,0,0,-293705.31479023746,-283117.84179310483,-263262.2624650486,-279865.8746594474,16268.284264393016,-269565396.5411341,-260792109.00954628,-241743864.28355715,-257186860.87115988,14972081.488008324,-194468.72627054292,-187434.3259543629,-174323.23381250346,-185302.15338394907,10762.477062819034,-99236.58851969469,-95683.51583874231,-88939.02865254524,-94563.72127549857,5505.84633619819,499077.2997233283,518932.87905138446,529520.3520485169,515680.91191772703,16268.284264392818,235815.0372582791,235815.0372582791,235815.0372582791,235815.03725827913,0,330545.1526312667,343656.24477312656,350690.6450893062,341524.0722027125,10762.477062819093,156221.91881876334,156221.91881876334,156221.91881876334,156221.91881876334,0,168532.14709206106,175276.6342782583,178829.70695921069,174156.8397150145,5505.8463361982795,79593.11843951585,79593.11843951585,79593.11843951585,79593.11843951585,0,0,0,0,0,0,-99236.58851969469,-95683.51583874231,-88939.02865254524,-94563.72127549857,5505.84633619819,0,0,0,0,0,0,0,0,0,0,168532.14709206106,175276.6342782583,178829.70695921069,174156.8397150145,5505.8463361982795,79593.11843951585,79593.11843951585,79593.11843951585,79593.11843951585,0
