age_gp,race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
45-54,OTH,oil,CED,MJ,-55594.90296698742,-33581.2003343834,-29715.146934675144,-39948.796556452085,14694.87284897923,0,0,0,0,0,-55594.90296698742,-33581.2003343834,-29715.146934675144,-39948.796556452085,14694.87284897923,-5969894.211364833,-3568025.54052823,-3214717.380941299,-4286818.70237022,1578058.1785417085,-46408.473954711466,-28031.016695001723,-24805.852028034224,-33347.610587191986,12266.703023214344,-9186.42901227595,-5550.183639381713,-4909.294906640925,-6601.1859692601165,2428.1701228250995,1462005.5106758205,1465871.564075529,1487885.2667081342,1472239.160297598,14694.872848980109,1432290.3637411469,1432290.3637411469,1432290.3637411469,1432290.363741147,0,1220383.8751437317,1223609.039810699,1241986.4970704087,1228925.6337028893,12266.70302321422,1195578.023115697,1195578.023115697,1195578.023115697,1195578.023115697,0,241621.6355320894,242262.5242648302,245898.7696377243,243313.52659470856,2428.1701228250295,236712.3406254485,236712.3406254485,236712.3406254485,236712.3406254485,0,0,0,0,0,0,-9186.42901227595,-5550.183639381713,-4909.294906640925,-6601.1859692601165,2428.1701228250995,0,0,0,0,0,0,0,0,0,0,241621.6355320894,242262.5242648302,245898.7696377243,243313.52659470856,2428.1701228250295,236712.3406254485,236712.3406254485,236712.3406254485,236712.3406254485,0
45-54,OTH,oil,FL,mrh-eq,-3077.3259644261034,-1748.5032850728192,-1714.0410163168924,-2202.6648326508393,818.247932372274,0,0,0,0,0,-3077.3259644261034,-1748.5032850728192,-1714.0410163168924,-2202.6648326508393,818.247932372274,-5969894.211364833,-3568025.54052823,-3214717.380941299,-4286818.70237022,1578058.1785417085,-2568.8321341657165,-1459.51783601429,-1430.855479878337,-1838.6939560197195,683.0476769475772,-508.4938302603841,-288.9854490585309,-283.18553643854216,-363.9708766311149,135.20026913295226,77299.11941823563,77333.58168699147,78662.4043663448,77787.74323456954,818.2479323722785,75585.07840191867,75585.07840191867,75585.07840191867,75585.07840191867,0,64524.171818859235,64552.83417499515,65662.14847314656,64932.01029500059,683.0476769475538,63093.31633898085,63093.31633898085,63093.31633898085,63093.31633898084,0,12774.947599376337,12780.74751199634,13000.255893198186,12855.732939568916,135.20026913295118,12491.76206293781,12491.76206293781,12491.76206293781,12491.762062937813,0,0,0,0,0,0,-508.4938302603841,-288.9854490585309,-283.18553643854216,-363.9708766311149,135.20026913295226,0,0,0,0,0,0,0,0,0,0,12774.947599376337,12780.74751199634,13000.255893198186,12855.732939568916,135.20026913295118,12491.76206293781,12491.76206293781,12491.76206293781,12491.762062937813,0
45-54,OTH,oil,Food_price,USD,-35739.22678895055,-28629.294179768578,6273.474599058783,-18877.42183954213,23669.86500459634,0,0,0,0,0,-35739.22678895055,-28629.294179768578,6273.474599058783,-18877.42183954213,23669.86500459634,-5969894.211364833,-3568025.54052823,-3214717.380941299,-4286818.70237022,1578058.1785417085,-29833.825657525103,-23897.4086904481,5235.091472659112,-15758.432130437504,19757.40477780073,-5905.401131425399,-4731.885489320464,1038.3831263996426,-3118.989709104615,3912.460353338387,724948.7678370853,759851.5366159134,766961.4692250952,750099.6642756866,23669.86500459679,731222.242436145,731222.242436145,731222.242436145,731222.242436145,0,605140.4007311662,634272.9008942733,640209.3178613506,626133.9243342628,19757.4047778008,610375.4922038247,610375.4922038247,610375.4922038247,610375.4922038247,0,119808.3671059197,125578.63572163985,126752.15136374475,123965.73994142398,3912.4603533384047,120846.75023231926,120846.75023231926,120846.75023231926,120846.75023231927,0,0,0,0,0,0,-5905.401131425399,-4731.885489320464,1038.3831263996426,-3118.989709104615,3912.460353338387,0,0,0,0,0,0,0,0,0,0,119808.3671059197,125578.63572163985,126752.15136374475,123965.73994142398,3912.4603533384047,120846.75023231926,120846.75023231926,120846.75023231926,120846.75023231927,0
45-54,OTH,sat_fat,CED,MJ,-3082562.820737422,-2918410.938541437,-2883848.553640739,-2963880.937592415,111754.04898978095,0,0,0,0,0,-3082562.820737422,-2918410.938541437,-2883848.553640739,-2963880.937592415,111754.04898978095,-59416311.96691482,-56243350.29354265,-55596964.14532316,-57129868.0216664,2151806.499777116,-2405424.899474779,-2279978.382052577,-2247144.995309017,-2312474.2173784166,87930.33009872783,-677137.92126264,-638432.5564888634,-636703.5583317218,-651406.7202139985,24065.286710824512,7076190.5710928785,7110752.955993567,7274904.838189557,7156222.955044549,111754.04898978073,4192342.0174521287,4192342.0174521287,4192342.0174521287,4192342.0174521287,0,5507010.366906564,5539843.753650125,5665290.271072322,5572339.588975962,87930.33009872494,3259865.3715975396,3259865.3715975396,3259865.3715975396,3259865.3715975396,0,1569180.2041863145,1570909.202343455,1609614.5671172312,1583883.3660685904,24065.28671082392,932476.6458545921,932476.6458545921,932476.6458545921,932476.645854592,0,0,0,0,0,0,-677137.92126264,-638432.5564888634,-636703.5583317218,-651406.7202139985,24065.286710824512,0,0,0,0,0,0,0,0,0,0,1569180.2041863145,1570909.202343455,1609614.5671172312,1583883.3660685904,24065.28671082392,932476.6458545921,932476.6458545921,932476.6458545921,932476.645854592,0
45-54,OTH,sat_fat,FL,mrh-eq,-81891.65112486987,-77381.77185695006,-76793.68941756262,-78757.840919593,2935.8819261640397,0,0,0,0,0,-81891.65112486987,-77381.77185695006,-76793.68941756262,-78757.840919593,2935.8819261640397,-59416311.96691482,-56243350.29354265,-55596964.14532316,-57129868.0216664,2151806.499777116,-63834.97131477276,-60389.25478097672,-59776.29991689968,-61383.206244036024,2303.05468243446,-18057.988885080857,-17018.69857564654,-16993.8261509569,-17374.63467555695,639.3072932745375,188818.4881640114,189406.5706033987,193916.44987131856,190782.63966604168,2935.8819261640374,112024.79874644865,112024.79874644865,112024.79874644865,112024.79874644865,0,146795.61036907483,147408.5652331518,150854.28176694777,148402.5166962111,2303.0546824343965,87019.31045217512,87019.31045217512,87019.31045217512,87019.31045217512,0,41999.31444523052,42024.18686992002,43063.477179354406,42380.1229698305,639.3072932745318,25005.4882942736,25005.4882942736,25005.4882942736,25005.4882942736,0,0,0,0,0,0,-18057.988885080857,-17018.69857564654,-16993.8261509569,-17374.63467555695,639.3072932745375,0,0,0,0,0,0,0,0,0,0,41999.31444523052,42024.18686992002,43063.477179354406,42380.1229698305,639.3072932745318,25005.4882942736,25005.4882942736,25005.4882942736,25005.4882942736,0
45-54,OTH,sat_fat,Food_price,USD,-468604.52044043835,-437241.20566376264,-435285.2310658801,-447559.57063877786,19681.95124868179,0,0,0,0,0,-468604.52044043835,-437241.20566376264,-435285.2310658801,-447559.57063877786,19681.95124868179,-59416311.96691482,-56243350.29354265,-55596964.14532316,-57129868.0216664,2151806.499777116,-367218.94742173865,-342733.8410679146,-340252.22094962647,-350454.3625540676,15689.05617005569,-101413.23857240558,-95060.67566995937,-94535.03014955437,-97105.20808471068,4029.922928421741,1070716.5933408132,1072672.5679386954,1104035.882715371,1082990.9329137106,19681.951248681566,635431.3622749327,635431.3622749327,635431.3622749327,635431.3622749327,0,835824.9000106927,838306.5201289807,862791.626482805,846027.0416151338,15689.056170055806,495572.67906106636,495572.67906106636,495572.67906106636,495572.67906106636,0,234393.71336341972,234919.35888382533,241271.92178627165,236963.89129857646,4029.9229284220146,139858.6832138658,139858.6832138658,139858.6832138658,139858.6832138658,0,0,0,0,0,0,-101413.23857240558,-95060.67566995937,-94535.03014955437,-97105.20808471068,4029.922928421741,0,0,0,0,0,0,0,0,0,0,234393.71336341972,234919.35888382533,241271.92178627165,236963.89129857646,4029.9229284220146,139858.6832138658,139858.6832138658,139858.6832138658,139858.6832138658,0
55-64,HIS,added_sugar,CED,MJ,-1695507.1114082485,-1667308.6109211058,-1375646.8436686734,-1574865.3594245128,186414.05515757008,0,0,0,0,0,-1695507.1114082485,-1667308.6109211058,-1375646.8436686734,-1574865.3594245128,186414.05515757008,-67558616.4004548,-66436442.18448893,-54833769.751322955,-62759074.38898012,7415924.62873177,-1124656.6698048646,-1105963.388736131,-912648.7358280983,-1044692.7319504119,123557.12609216834,-570850.4416033843,-561345.2221849756,-462998.10784057586,-530172.6274741016,62856.92909609751,2928361.3965909025,3220023.16384333,3248221.6643304746,3127579.9123467393,186414.05515756778,1552714.552922226,1552714.552922226,1552714.552922226,1552714.5529222258,0,1942390.9254201173,2135705.5783281494,2154398.859396883,2074434.9215424303,123557.12609216801,1029742.189592019,1029742.189592019,1029742.189592019,1029742.1895920191,0,985970.4711707841,1084317.5855151839,1093822.804933593,1053144.99080431,62856.929096097665,522972.36333020707,522972.36333020707,522972.36333020707,522972.36333020707,0,0,0,0,0,0,-570850.4416033843,-561345.2221849756,-462998.10784057586,-530172.6274741016,62856.92909609751,0,0,0,0,0,0,0,0,0,0,985970.4711707841,1084317.5855151839,1093822.804933593,1053144.99080431,62856.929096097665,522972.36333020707,522972.36333020707,522972.36333020707,522972.36333020707,0
55-64,HIS,added_sugar,FL,mrh-eq,-80953.7965618279,-79608.91878396971,-65703.00958031228,-75201.53933632086,8888.03350204026,0,0,0,0,0,-80953.7965618279,-79608.91878396971,-65703.00958031228,-75201.53933632086,8888.03350204026,-67558616.4004548,-66436442.18448893,-54833769.751322955,-62759074.38898012,7415924.62873177,-53698.171225548154,-52806.62435771979,-43589.692656168525,-49885.436696764395,5891.102024651864,-27255.625336279685,-26802.294426249908,-22113.316924143688,-25316.102639556415,2996.931478857962,139812.76815190696,153718.67735556437,155063.55513342257,149311.29790791552,8888.033502040267,74109.7585715946,74109.7585715946,74109.7585715946,74109.7585715946,0,92738.64255632971,101955.5742578811,102847.12112570932,99034.3865969256,5891.102024651893,49148.94990016115,49148.94990016115,49148.94990016115,49148.94990016115,0,47074.12559557718,51763.10309768338,52216.43400771323,50276.911310989926,2996.9314788579786,24960.8086714335,24960.8086714335,24960.8086714335,24960.808671433497,0,0,0,0,0,0,-27255.625336279685,-26802.294426249908,-22113.316924143688,-25316.102639556415,2996.931478857962,0,0,0,0,0,0,0,0,0,0,47074.12559557718,51763.10309768338,52216.43400771323,50276.911310989926,2996.9314788579786,24960.8086714335,24960.8086714335,24960.8086714335,24960.808671433497,0
55-64,HIS,added_sugar,Food_price,USD,-2158527.2114022253,-2061810.648772961,-1700978.7704132816,-1969138.608165798,253836.42291649384,0,0,0,0,0,-2158527.2114022253,-2061810.648772961,-1700978.7704132816,-1969138.608165798,253836.42291649384,-67558616.4004548,-66436442.18448893,-54833769.751322955,-62759074.38898012,7415924.62873177,-1431976.467403012,-1367801.3747833371,-1128548.5167394571,-1306370.5798976512,168327.2182896646,-726550.7439992148,-694009.273989624,-572430.2536738248,-662768.0282681474,85509.2085341206,3636920.0640177443,3997751.942377418,4094468.5050066817,3905079.9017702565,253836.42291649032,1935941.2936044598,1935941.2936044598,1935941.2936044598,1935941.2936044598,0,2412594.093830697,2651846.9518745802,2716022.0444942527,2590416.1569888922,168327.2182896657,1284045.577091241,1284045.577091241,1284045.577091241,1284045.577091241,0,1224325.9701870426,1345904.990502842,1378446.4605124327,1314663.7447813654,85509.20853412061,651895.716513219,651895.716513219,651895.716513219,651895.716513219,0,0,0,0,0,0,-726550.7439992148,-694009.273989624,-572430.2536738248,-662768.0282681474,85509.2085341206,0,0,0,0,0,0,0,0,0,0,1224325.9701870426,1345904.990502842,1378446.4605124327,1314663.7447813654,85509.20853412061,651895.716513219,651895.716513219,651895.716513219,651895.716513219,0
55-64,HIS,oil,CED,MJ,56409.36947998074,110919.76024486573,168518.51561894012,112003.39694984448,59012.276247578295,0,0,0,0,0,56409.36947998074,110919.76024486573,168518.51561894012,112003.39694984448,59012.276247578295,6189355.083321845,12025951.380993258,18233038.69541525,12155948.228975916,6339780.519095028,47228.67676537768,92770.32862221022,140918.980417841,93685.06544284117,49317.04902448256,9180.692714603067,18149.43162265552,27599.535201099145,18318.3315070033,9695.231084287949,1546380.2562722508,1603979.011646325,1658489.40241121,1602895.3749413462,59012.27624757819,1714898.77189119,1714898.77189119,1714898.77189119,1714898.77189119,0,1293072.4239075691,1341221.075703201,1386762.7275600326,1340306.3388825692,49317.04902448277,1433991.4043254121,1433991.4043254121,1433991.4043254121,1433991.404325412,0,253307.83236468057,262757.9359431242,271726.67485117656,262589.0360587764,9695.231084287929,280907.3675657796,280907.3675657796,280907.3675657796,280907.3675657796,0,0,0,0,0,0,9180.692714603067,18149.43162265552,27599.535201099145,18318.3315070033,9695.231084287949,0,0,0,0,0,0,0,0,0,0,253307.83236468057,262757.9359431242,271726.67485117656,262589.0360587764,9695.231084287929,280907.3675657796,280907.3675657796,280907.3675657796,280907.3675657796,0
55-64,HIS,oil,FL,mrh-eq,2677.5778269095727,5619.349589288241,8630.103405018563,5643.553818534435,3132.978322128343,0,0,0,0,0,2677.5778269095727,5619.349589288241,8630.103405018563,5643.553818534435,3132.978322128343,6189355.083321845,12025951.380993258,18233038.69541525,12155948.228975916,6339780.519095028,2241.9274816542033,4699.702478759839,7216.410257199708,4720.380647649044,2618.210072172077,435.6503452553724,919.647110528395,1413.693147818865,923.173170885394,514.7684271519626,79358.98284023431,82369.73665596469,85311.50841834325,82345.53242671843,3132.9783221283164,87989.0862452529,87989.0862452529,87989.0862452529,87989.08624525291,0,66356.89227980032,68873.6000582402,71331.37505534585,68852.921889351,2618.2100721720963,73573.30253700001,73573.30253700001,73573.30253700001,73573.30253700001,0,13002.090560433966,13496.13659772443,13980.133362997462,13492.610537367436,514.7684271519629,14415.78370825282,14415.78370825282,14415.78370825282,14415.78370825282,0,0,0,0,0,0,435.6503452553724,919.647110528395,1413.693147818865,923.173170885394,514.7684271519626,0,0,0,0,0,0,0,0,0,0,13002.090560433966,13496.13659772443,13980.133362997462,13492.610537367436,514.7684271519629,14415.78370825282,14415.78370825282,14415.78370825282,14415.78370825282,0
55-64,HIS,oil,Food_price,USD,67050.24181727583,103128.84933822436,141207.5853060721,103830.6487932767,39034.91262773669,0,0,0,0,0,67050.24181727583,103128.84933822436,141207.5853060721,103830.6487932767,39034.91262773669,6189355.083321845,12025951.380993258,18233038.69541525,12155948.228975916,6339780.519095028,56118.73068347009,86250.59929990253,118068.89292436287,86842.32737289477,32609.37534682774,10931.51113380574,16878.250038321843,23138.69238170921,16988.321420381933,6425.539357847572,1330556.820476374,1368635.5564442216,1404714.1639651707,1367933.7569891694,39034.91262773695,1471764.4057824458,1471764.4057824458,1471764.4057824458,1471764.4057824456,0,1112628.469869229,1144446.7634936897,1174578.6321101212,1143855.035420697,32609.375346827368,1230697.3627935918,1230697.3627935918,1230697.3627935918,1230697.3627935918,0,217928.3506071452,224188.7929505323,230135.53185504884,224078.72156847245,6425.539357847653,241067.0429888543,241067.0429888543,241067.0429888543,241067.04298885431,0,0,0,0,0,0,10931.51113380574,16878.250038321843,23138.69238170921,16988.321420381933,6425.539357847572,0,0,0,0,0,0,0,0,0,0,217928.3506071452,224188.7929505323,230135.53185504884,224078.72156847245,6425.539357847653,241067.0429888543,241067.0429888543,241067.0429888543,241067.04298885431,0
55-64,HIS,sat_fat,CED,MJ,-4294397.014162801,-4188517.911941444,-3789408.2772894143,-4085630.005825419,280321.8402046251,0,0,0,0,0,-4294397.014162801,-4188517.911941444,-3789408.2772894143,-4085630.005825419,280321.8402046251,-83110781.2649965,-81157625.3811231,-73476265.62868811,-79147729.28689097,5361226.639511209,-3297343.7645222526,-3213796.748651035,-2906348.364552175,-3135234.865062389,216742.44667129137,-997053.2496405514,-974721.163290415,-883059.9127372333,-950395.1407630307,63587.70096600078,8935485.734100694,9334595.36875273,9440474.470974071,9231707.462636696,280321.84020462254,5146077.4568112865,5146077.4568112865,5146077.4568112865,5146077.4568112865,0,6847036.880357821,7154485.26445668,7238032.280327907,7075923.380868037,216742.44667129425,3940688.5158056533,3940688.5158056533,3940688.5158056533,3940688.515805653,0,2088448.8537428663,2180110.104296045,2202442.190646183,2155784.081768662,63587.70096599986,1205388.941005631,1205388.941005631,1205388.941005631,1205388.941005631,0,0,0,0,0,0,-997053.2496405514,-974721.163290415,-883059.9127372333,-950395.1407630307,63587.70096600078,0,0,0,0,0,0,0,0,0,0,2088448.8537428663,2180110.104296045,2202442.190646183,2155784.081768662,63587.70096599986,1205388.941005631,1205388.941005631,1205388.941005631,1205388.941005631,0
55-64,HIS,sat_fat,FL,mrh-eq,-116641.52662125744,-113843.0472102607,-103037.14000039261,-111033.42342118303,7562.341126855636,0,0,0,0,0,-116641.52662125744,-113843.0472102607,-103037.14000039261,-111033.42342118303,7562.341126855636,-83110781.2649965,-81157625.3811231,-73476265.62868811,-79147729.28689097,5361226.639511209,-89534.47782699384,-87324.8750266245,-79002.8412526327,-85180.16240430083,5845.880866342418,-27107.048794263606,-26518.172183636278,-24034.298747760007,-25853.26101688226,1716.693108095871,243175.5929399211,253981.5001497891,256779.97956078604,251171.87636071155,7562.341126855666,140138.4529395284,140138.4529395284,140138.4529395284,140138.4529395284,0,186284.16499320482,194606.19876719642,196815.8015675661,192461.48614487294,5845.880866342439,107281.3237405722,107281.3237405722,107281.3237405722,107281.3237405722,0,56891.42794671633,59375.30138259261,59964.17799322003,58710.39021583862,1716.6931080959146,32857.12919895639,32857.12919895639,32857.12919895639,32857.12919895639,0,0,0,0,0,0,-27107.048794263606,-26518.172183636278,-24034.298747760007,-25853.26101688226,1716.693108095871,0,0,0,0,0,0,0,0,0,0,56891.42794671633,59375.30138259261,59964.17799322003,58710.39021583862,1716.6931080959146,32857.12919895639,32857.12919895639,32857.12919895639,32857.12919895639,0
55-64,HIS,sat_fat,Food_price,USD,-458166.04110635625,-445371.85322310706,-402991.10374258284,-434990.60353985266,30399.290714435218,0,0,0,0,0,-458166.04110635625,-445371.85322310706,-402991.10374258284,-434990.60353985266,30399.290714435218,-83110781.2649965,-81157625.3811231,-73476265.62868811,-79147729.28689097,5361226.639511209,-351394.8110791806,-341411.1951010437,-308774.1186481249,-333462.6124783132,23464.37849805817,-106771.23002717522,-103960.65812206425,-94216.98509445877,-101527.99106153985,6935.230549609501,957638.4924495947,1000019.241930119,1012813.4298133681,989637.9922468645,30399.290714435272,554647.3887070119,554647.3887070119,554647.3887070119,554647.3887070119,0,733040.3457168039,765677.4221697238,775661.0381478604,757728.8395469928,23464.37849805868,424266.2270686799,424266.2270686799,424266.2270686799,424266.2270686799,0,224598.1467327913,234341.819760396,237152.3916655067,231909.1526998718,6935.230549608912,130381.1616383323,130381.1616383323,130381.1616383323,130381.1616383323,0,0,0,0,0,0,-106771.23002717522,-103960.65812206425,-94216.98509445877,-101527.99106153985,6935.230549609501,0,0,0,0,0,0,0,0,0,0,224598.1467327913,234341.819760396,237152.3916655067,231909.1526998718,6935.230549608912,130381.1616383323,130381.1616383323,130381.1616383323,130381.1616383323,0
55-64,NHB,added_sugar,CED,MJ,-2139050.371214708,-1947084.757578068,-1930339.9669002497,-2008565.748089935,122071.39404961016,0,0,0,0,0,-2139050.371214708,-1947084.757578068,-1930339.9669002497,-2008565.748089935,122071.39404961016,-84609158.50401378,-77012179.75431597,-76331846.14080721,-79439072.78455774,4836969.814993511,-1418374.051056874,-1291041.964298681,-1279741.3292899143,-1331754.754386199,81036.90461948214,-720676.3201578334,-656042.7932793867,-650598.6376103365,-676810.9937037363,41034.66367682202,3307839.3490114296,3324584.13968925,3516549.753325889,3386065.130201116,122071.3940496103,1377499.3821111778,1377499.3821111778,1377499.3821111778,1377499.3821111778,0,2192843.9585941383,2204144.593602905,2331476.6803610995,2244857.383690424,81036.90461948315,913102.629304225,913102.629304225,913102.629304225,913102.629304225,0,1114995.3904172904,1120439.54608634,1185073.0729647873,1141207.74651069,41034.6636768222,464396.7528069531,464396.7528069531,464396.7528069531,464396.7528069531,0,0,0,0,0,0,-720676.3201578334,-656042.7932793867,-650598.6376103365,-676810.9937037363,41034.66367682202,0,0,0,0,0,0,0,0,0,0,1114995.3904172904,1120439.54608634,1185073.0729647873,1141207.74651069,41034.6636768222,464396.7528069531,464396.7528069531,464396.7528069531,464396.7528069531,0
55-64,NHB,added_sugar,FL,mrh-eq,-93637.9513481804,-85179.52955406363,-84190.30952353195,-87800.30210268998,5465.942426005131,0,0,0,0,0,-93637.9513481804,-85179.52955406363,-84190.30952353195,-87800.30210268998,5465.942426005131,-84609158.50401378,-77012179.75431597,-76331846.14080721,-79439072.78455774,4836969.814993511,-62095.890129565385,-56484.90038179361,-55820.530364589955,-58220.556427606985,3628.7742449253765,-31542.061218615105,-28694.629172269983,-28369.7791589419,-29579.745675082977,1837.1748683570627,144104.57525164876,145093.79528218048,153552.2170762974,147714.56783080686,5465.942426005242,59914.265728116865,59914.265728116865,59914.265728116865,59914.26572811687,0,95539.97656497684,96204.34658218059,101815.33632995229,97940.00262799389,3628.77424492536,39719.446200386825,39719.446200386825,39719.446200386825,39719.446200386825,0,48564.59868667189,48889.44870000004,51736.88074634518,49774.56520281301,1837.174868357095,20194.819527730062,20194.819527730062,20194.819527730062,20194.819527730062,0,0,0,0,0,0,-31542.061218615105,-28694.629172269983,-28369.7791589419,-29579.745675082977,1837.1748683570627,0,0,0,0,0,0,0,0,0,0,48564.59868667189,48889.44870000004,51736.88074634518,49774.56520281301,1837.174868357095,20194.819527730062,20194.819527730062,20194.819527730062,20194.819527730062,0
55-64,NHB,added_sugar,Food_price,USD,-3471487.673757705,-3144251.4798458247,-3066976.515145444,-3231957.1743059997,226043.991917577,0,0,0,0,0,-3471487.673757705,-3144251.4798458247,-3066976.515145444,-3231957.1743059997,226043.991917577,-84609158.50401378,-77012179.75431597,-76331846.14080721,-79439072.78455774,4836969.814993511,-2302475.1233412563,-2085486.5087096868,-2033926.3858413217,-2143531.5935388817,150014.42193687888,-1169012.550416455,-1058764.971136141,-1033050.1293041192,-1088425.5807671207,76029.78687107292,5246006.587591607,5323281.552291983,5650517.746203868,5410987.2467521615,226043.99191757836,2179030.072446162,2179030.072446162,2179030.072446162,2179030.072446162,0,3478772.280005133,3530332.402873487,3747321.017505059,3588377.4877026863,150014.4219368756,1444845.894163805,1444845.894163805,1444845.894163805,1444845.894163805,0,1767234.3075864762,1792949.1494184993,1903196.7286988108,1822609.7590494778,76029.78687107204,734184.1782823575,734184.1782823575,734184.1782823575,734184.1782823574,0,0,0,0,0,0,-1169012.550416455,-1058764.971136141,-1033050.1293041192,-1088425.5807671207,76029.78687107292,0,0,0,0,0,0,0,0,0,0,1767234.3075864762,1792949.1494184993,1903196.7286988108,1822609.7590494778,76029.78687107204,734184.1782823575,734184.1782823575,734184.1782823575,734184.1782823574,0
55-64,NHB,oil,CED,MJ,-115901.98789938568,-93133.8525207347,-89035.00813214193,-99684.48093829898,15236.050433973569,0,0,0,0,0,-115901.98789938568,-93133.8525207347,-89035.00813214193,-99684.48093829898,15236.050433973569,-12537167.725342816,-10081025.872854093,-9629571.009034274,-10784424.81624669,1647100.0823042844,-96845.76154214918,-77827.886794828,-74394.75797242459,-83296.21869830792,12729.978538574846,-19056.226357236454,-15305.965725906653,-14640.250159717392,-16388.26223999105,2506.0767437238956,1595077.1723071903,1599176.016695784,1621944.1520744353,1605726.645113348,15236.050433974038,1506042.164175049,1506042.164175049,1506042.164175049,1506042.1641750492,0,1333233.769895228,1336666.898717632,1355684.7734649535,1342135.2306211118,12729.978538575157,1258839.0119228042,1258839.0119228042,1258839.0119228042,1258839.0119228042,0,261843.40241196207,262509.1179781513,266259.37860948115,263591.4144922357,2506.076743723903,247203.1522522448,247203.1522522448,247203.1522522448,247203.1522522448,0,0,0,0,0,0,-19056.226357236454,-15305.965725906653,-14640.250159717392,-16388.26223999105,2506.0767437238956,0,0,0,0,0,0,0,0,0,0,261843.40241196207,262509.1179781513,266259.37860948115,263591.4144922357,2506.076743723903,247203.1522522448,247203.1522522448,247203.1522522448,247203.1522522448,0
