age_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,OTH,FL,mrh-eq,-229407.1726427913,-212077.4542276485,-207192.43523984918,-216444.01543022515,12288.296714676042,0,0,0,0,0,-229407.1726427913,-212077.4542276485,-207192.43523984918,-216444.01543022515,12288.296714676042,-185250634.73768035,-172877029.73645842,-168951422.77408662,-175841239.57465145,8954391.47881894,-166858.74359518194,-154328.29939915313,-151753.31278766194,-157821.4424112716,8506.329485005002,-62548.429047609374,-57749.15482849546,-55439.12245218735,-58622.57301895364,3817.4291184435333,598172.6614395254,603057.6804273245,620387.3988424673,607424.2416299012,12288.296714675991,390980.22619967605,390980.22619967605,390980.22619967605,390980.22619967605,0,450474.30999319965,453049.2966046905,465579.74080071924,456542.43961680913,8506.329485004864,298720.99720553757,298720.99720553757,298720.99720553757,298720.99720553757,0,147698.3514463259,150008.38382263397,154807.65804174793,150881.80201309218,3817.429118443565,92259.22899413854,92259.22899413854,92259.22899413854,92259.22899413854,0,0,0,0,0,0,-62548.429047609374,-57749.15482849546,-55439.12245218735,-58622.57301895364,3817.4291184435333,0,0,0,0,0,0,0,0,0,0,147698.3514463259,150008.38382263397,154807.65804174793,150881.80201309218,3817.429118443565,92259.22899413854,92259.22899413854,92259.22899413854,92259.22899413854,0
20-34,OTH,Food_price,USD,-4691791.918112553,-4257604.689638691,-3822177.368472895,-4257169.569395907,457692.0233545343,0,0,0,0,0,-4691791.918112553,-4257604.689638691,-3822177.368472895,-4257169.569395907,457692.0233545343,-185250634.73768035,-172877029.73645842,-168951422.77408662,-175841239.57465145,8954391.47881894,-3182425.980159766,-2892946.883119924,-2617952.644030307,-2898029.2894182485,297123.8324520716,-1509365.937952787,-1364657.8065187645,-1204224.724442587,-1359140.2799776576,160671.70712931847,10543417.303489318,10978844.624655113,11413031.853128983,10978409.504412333,457692.023354538,6721239.935016431,6721239.935016431,6721239.935016431,6721239.935016431,0,7481651.58345468,7756645.822544293,8046124.919584141,7761728.228842621,297123.8324520729,4863698.939424373,4863698.939424373,4863698.939424373,4863698.939424373,0,3061765.720034641,3222198.802110816,3366906.933544845,3216681.2755697123,160671.7071293207,1857540.9955920514,1857540.9955920514,1857540.9955920514,1857540.9955920514,0,0,0,0,0,0,-1509365.937952787,-1364657.8065187645,-1204224.724442587,-1359140.2799776576,160671.70712931847,0,0,0,0,0,0,0,0,0,0,3061765.720034641,3222198.802110816,3366906.933544845,3216681.2755697123,160671.7071293207,1857540.9955920514,1857540.9955920514,1857540.9955920514,1857540.9955920514,0
35-44,HIS,CED,MJ,-9318265.188534688,-8917340.555263218,-8460453.613631206,-8897704.657592854,451799.9167045926,0,0,0,0,0,-9318265.188534688,-8917340.555263218,-8460453.613631206,-8897704.657592854,451799.9167045926,-210227934.28662276,-199766412.55942237,-185852739.45862442,-198555131.37570393,12871865.566391975,-6832303.694600564,-6524943.085689806,-6188526.283416426,-6514747.930123975,338945.2337060351,-2485961.4939341326,-2392397.4695734223,-2271927.3302147863,-2382956.727468887,112945.86775764484,21857834.96493347,22314721.906565487,22715646.539836943,22295086.008895114,451799.91670458816,13397381.351302257,13397381.351302257,13397381.351302257,13397381.351302257,0,16365099.107721722,16701515.909995113,17008876.518905856,16691320.754429271,338945.23370603344,10176572.824305298,10176572.824305298,10176572.824305298,10176572.824305298,0,5492735.857211755,5613205.996570382,5706770.020931106,5603765.254465855,112945.86775764669,3220808.5269969655,3220808.5269969655,3220808.5269969655,3220808.526996965,0,0,0,0,0,0,-2485961.4939341326,-2392397.4695734223,-2271927.3302147863,-2382956.727468887,112945.86775764484,0,0,0,0,0,0,0,0,0,0,5492735.857211755,5613205.996570382,5706770.020931106,5603765.254465855,112945.86775764669,3220808.5269969655,3220808.5269969655,3220808.5269969655,3220808.526996965,0
35-44,HIS,FL,mrh-eq,-296208.5177954995,-286281.83446860046,-269505.87352344446,-283878.5791639489,14207.297350018649,0,0,0,0,0,-296208.5177954995,-286281.83446860046,-269505.87352344446,-283878.5791639489,14207.297350018649,-210227934.28662276,-199766412.55942237,-185852739.45862442,-198555131.37570393,12871865.566391975,-213106.77607201328,-205315.9123514819,-193139.9794068101,-203777.29157108176,10592.980738840468,-83101.7417234862,-80965.92211711835,-76365.89411663415,-80101.287592867,3623.398515382711,747056.4866888126,763832.4476339687,773759.1309608684,761429.1923293173,14207.297350018964,477550.6131653686,477550.6131653686,477550.6131653686,477550.6131653686,0,556317.5101165455,568493.4430612175,576284.3067817481,566954.822280817,10592.980738840164,363177.5307097353,363177.5307097353,363177.5307097353,363177.5307097353,0,190738.9765722672,195339.00457275147,197474.8241791195,194474.37004850013,3623.3985153828357,114373.08245563303,114373.08245563303,114373.08245563303,114373.08245563303,0,0,0,0,0,0,-83101.7417234862,-80965.92211711835,-76365.89411663415,-80101.287592867,3623.398515382711,0,0,0,0,0,0,0,0,0,0,190738.9765722672,195339.00457275147,197474.8241791195,194474.37004850013,3623.3985153828357,114373.08245563303,114373.08245563303,114373.08245563303,114373.08245563303,0
35-44,HIS,Food_price,USD,-4859469.994592896,-4685519.927223963,-4638441.328211587,-4730036.231910475,122552.63763278432,0,0,0,0,0,-4859469.994592896,-4685519.927223963,-4638441.328211587,-4730036.231910475,122552.63763278432,-210227934.28662276,-199766412.55942237,-185852739.45862442,-198555131.37570393,12871865.566391975,-3250476.7654071855,-3144360.265149777,-3092637.2783489088,-3163445.708467861,84701.72822130357,-1609237.6706482696,-1546048.4913252322,-1541404.1035367353,-1566590.5234426148,39888.66210409942,11612408.560210891,11659487.159223264,11833437.226592213,11704003.463909782,122552.63763279132,6973967.231999302,6973967.231999302,6973967.231999302,6973967.231999303,0,8131963.425577069,8183686.412377933,8289802.91263535,8202771.8556960225,84701.72822130639,5039326.14722816,5039326.14722816,5039326.14722816,5039326.14722816,0,3476045.188307885,3480689.576096382,3543878.7554194126,3501231.6082137623,39888.66210409561,1934641.0847711482,1934641.0847711482,1934641.0847711482,1934641.0847711482,0,0,0,0,0,0,-1609237.6706482696,-1546048.4913252322,-1541404.1035367353,-1566590.5234426148,39888.66210409942,0,0,0,0,0,0,0,0,0,0,3476045.188307885,3480689.576096382,3543878.7554194126,3501231.6082137623,39888.66210409561,1934641.0847711482,1934641.0847711482,1934641.0847711482,1934641.0847711482,0
35-44,NHB,CED,MJ,-5942685.593754675,-5909696.503690774,-5852799.703290426,-5901307.833397284,47862.914555715775,0,0,0,0,0,-5942685.593754675,-5909696.503690774,-5852799.703290426,-5901307.833397284,47862.914555715775,-168722939.52879775,-168685106.9665064,-163162789.9236338,-166760726.4470042,3367672.078370702,-4329174.814249948,-4311625.102585154,-4258448.439650949,-4299124.41792922,38766.697886864116,-1613510.7795047238,-1598071.4011056223,-1594351.263639479,-1602183.415468064,10694.281627176662,13285977.255647942,13342874.056048289,13375863.146112176,13334485.385754794,47862.91455570764,7433177.552357513,7433177.552357513,7433177.552357513,7433177.552357513,0,9915759.939060427,9968936.601994634,9986486.313659431,9956435.917338701,38766.69788686665,5657311.499409486,5657311.499409486,5657311.499409486,5657311.499409486,0,3370217.3165875035,3373937.454053647,3389376.8324527503,3378049.4684160887,10694.28162717772,1775866.0529480262,1775866.0529480262,1775866.0529480262,1775866.0529480262,0,0,0,0,0,0,-1613510.7795047238,-1598071.4011056223,-1594351.263639479,-1602183.415468064,10694.281627176662,0,0,0,0,0,0,0,0,0,0,3370217.3165875035,3373937.454053647,3389376.8324527503,3378049.4684160887,10694.28162717772,1775866.0529480262,1775866.0529480262,1775866.0529480262,1775866.0529480262,0
35-44,NHB,FL,mrh-eq,-191571.7744326318,-190035.98968640756,-187815.81052175604,-189795.85129397697,1987.732237443629,0,0,0,0,0,-191571.7744326318,-190035.98968640756,-187815.81052175604,-189795.85129397697,1987.732237443629,-168722939.52879775,-168685106.9665064,-163162789.9236338,-166760726.4470042,3367672.078370702,-137689.42733314715,-136883.3570839609,-134741.12289869605,-136414.52763270526,1603.9779490972355,-53882.34709948449,-53152.632602446494,-53074.68762305987,-53381.32366127154,468.95740963465107,443844.1051856663,446064.28435031767,447600.06909654225,445824.14595788723,1987.7322374437135,256028.29466391023,256028.29466391023,256028.29466391023,256028.2946639102,0,330393.3919018894,332535.62608715426,333341.69633634057,332066.79663589865,1603.9779490972712,195652.26900319348,195652.26900319348,195652.26900319348,195652.26900319348,0,113450.71328377692,113528.65826316351,114258.37276020141,113757.34932198853,468.95740963457865,60376.025660717,60376.025660717,60376.025660717,60376.02566071701,0,0,0,0,0,0,-53882.34709948449,-53152.632602446494,-53074.68762305987,-53381.32366127154,468.95740963465107,0,0,0,0,0,0,0,0,0,0,113450.71328377692,113528.65826316351,114258.37276020141,113757.34932198853,468.95740963457865,60376.025660717,60376.025660717,60376.025660717,60376.02566071701,0
35-44,NHB,Food_price,USD,-4135846.022853711,-4030647.6708055194,-3927785.7595035397,-4031467.4745761207,109507.70326327338,0,0,0,0,0,-4135846.022853711,-4030647.6708055194,-3927785.7595035397,-4031467.4745761207,109507.70326327338,-168722939.52879775,-168685106.9665064,-163162789.9236338,-166760726.4470042,3367672.078370702,-2768326.7061454277,-2700626.108433523,-2638871.3809358655,-2702712.378684136,68158.33302571593,-1367519.3167082833,-1330021.5623719948,-1288914.378567684,-1328755.095891987,41385.55611529244,7194610.826594129,7297472.737896092,7402671.089944286,7298292.541666699,109507.70326326595,3266825.067090578,3266825.067090578,3266825.067090578,3266825.067090578,0,4919589.135875571,4981343.863373224,5049044.461085129,4983430.133623838,68158.33302571364,2280717.754939703,2280717.754939703,2280717.754939703,2280717.754939703,0,2275021.6907185595,2316128.87452287,2353626.6288591595,2314862.408042863,41385.556115293126,986107.3121508765,986107.3121508765,986107.3121508765,986107.3121508765,0,0,0,0,0,0,-1367519.3167082833,-1330021.5623719948,-1288914.378567684,-1328755.095891987,41385.55611529244,0,0,0,0,0,0,0,0,0,0,2275021.6907185595,2316128.87452287,2353626.6288591595,2314862.408042863,41385.556115293126,986107.3121508765,986107.3121508765,986107.3121508765,986107.3121508765,0
35-44,NHW,CED,MJ,-29398451.77828353,-29019311.370023564,-27319255.954549283,-28555832.420123804,1165603.6157967383,0,0,0,0,0,-29398451.77828353,-29019311.370023564,-27319255.954549283,-28555832.420123804,1165603.6157967383,-752173504.9955044,-744172314.742327,-702350359.4139853,-732305379.6282343,28164668.241182026,-21782504.217117567,-21415995.673944682,-20232087.589626297,-21129188.817402404,852973.5704792965,-7615947.561165966,-7603315.696078898,-7087168.364922985,-7426643.602721408,317589.9171370141,59220465.91487512,60920521.33034934,61299661.73860937,60457042.38044962,1165603.6157967271,31901209.9603258,31901209.9603258,31901209.9603258,31901209.960325796,0,44551030.1196955,45734938.20401391,46101446.74718674,45448131.3474716,852973.5704792936,24318942.530069217,24318942.530069217,24318942.530069217,24318942.530069217,0,14669435.79517958,15185583.126335489,15198214.991422553,15008911.032977998,317589.91713701107,7582267.4302565865,7582267.4302565865,7582267.4302565865,7582267.4302565865,0,0,0,0,0,0,-7615947.561165966,-7603315.696078898,-7087168.364922985,-7426643.602721408,317589.9171370141,0,0,0,0,0,0,0,0,0,0,14669435.79517958,15185583.126335489,15198214.991422553,15008911.032977998,317589.91713701107,7582267.4302565865,7582267.4302565865,7582267.4302565865,7582267.4302565865,0
35-44,NHW,FL,mrh-eq,-945253.7414983563,-941551.7228690152,-881797.4320751819,-921884.2589516494,37490.49350924929,0,0,0,0,0,-945253.7414983563,-941551.7228690152,-881797.4320751819,-921884.2589516494,37490.49350924929,-752173504.9955044,-744172314.742327,-702350359.4139853,-732305379.6282343,28164668.241182026,-687290.8318545191,-686574.3077839029,-643059.37767359,-671557.3232085708,26666.034462296393,-258641.72192126422,-254223.17922130576,-238700.342608401,-250326.93574307897,11024.530567718355,1985058.4838103137,2044812.7746041482,2048514.7932334915,2025145.3106867827,37490.49350925072,1103261.0517351339,1103261.0517351339,1103261.0517351339,1103261.0517351339,0,1483059.1947814412,1526574.1248917528,1527290.6489623685,1511557.140316421,26666.034462295484,839999.8171078495,839999.8171078495,839999.8171078495,839999.8171078494,0,501961.5772356847,517484.4138485896,521902.956548548,513588.1703703627,11024.530567718431,263261.2346272837,263261.2346272837,263261.2346272837,263261.2346272837,0,0,0,0,0,0,-258641.72192126422,-254223.17922130576,-238700.342608401,-250326.93574307897,11024.530567718355,0,0,0,0,0,0,0,0,0,0,501961.5772356847,517484.4138485896,521902.956548548,513588.1703703627,11024.530567718431,263261.2346272837,263261.2346272837,263261.2346272837,263261.2346272837,0
35-44,NHW,Food_price,USD,-17500409.66775122,-16900946.050081022,-15962757.91736589,-16782095.343047712,815809.4515653183,0,0,0,0,0,-17500409.66775122,-16900946.050081022,-15962757.91736589,-16782095.343047712,815809.4515653183,-752173504.9955044,-744172314.742327,-702350359.4139853,-732305379.6282343,28164668.241182026,-11858982.801431607,-11483550.62252702,-10833303.662254695,-11387124.38345062,546251.9191348193,-5641426.866319599,-5417395.427554006,-5129454.2551112,-5394970.959597089,270158.17635808093,32572262.03507027,33510450.167785373,34109913.78545557,33391599.46075207,815809.451565305,16609504.117704356,16609504.117704356,16609504.117704356,16609504.117704356,0,22693167.519786224,23343414.48005854,23718846.65896311,23246988.240982134,546251.9191348067,11859863.85753153,11859863.85753153,11859863.85753153,11859863.85753153,0,9879094.515284052,10167035.687726852,10391067.12649244,10144611.219769936,270158.1763580753,4749640.2601728495,4749640.2601728495,4749640.2601728495,4749640.2601728495,0,0,0,0,0,0,-5641426.866319599,-5417395.427554006,-5129454.2551112,-5394970.959597089,270158.17635808093,0,0,0,0,0,0,0,0,0,0,9879094.515284052,10167035.687726852,10391067.12649244,10144611.219769936,270158.1763580753,4749640.2601728495,4749640.2601728495,4749640.2601728495,4749640.2601728495,0
35-44,OTH,CED,MJ,-4767628.051530429,-4762715.072557174,-4656978.237446751,-4727338.280930097,65803.92405275734,0,0,0,0,0,-4767628.051530429,-4762715.072557174,-4656978.237446751,-4727338.280930097,65803.92405275734,-118138563.6019958,-116368250.1487771,-115453241.22381932,-116668357.00079846,1437025.7147729627,-3556790.3645088756,-3540780.5564996293,-3452700.2248698566,-3515492.6534748836,58999.37546435988,-1221350.4724240717,-1210253.6433880725,-1203693.9689434138,-1211845.6274552096,9394.612104303189,11905174.866148533,12010911.701258976,12015824.680232223,11975534.909631887,65803.92405276657,7248196.628701797,7248196.628701797,7248196.628701797,7248196.628701796,0,9000289.115703553,9088369.447333328,9104379.255342571,9063081.54430858,58999.37546435988,5547588.890833701,5547588.890833701,5547588.890833701,5547588.890833701,0,2904301.7068115077,2910861.381256168,2921958.210292165,2912453.3653233037,9394.61210430282,1700607.7378680944,1700607.7378680944,1700607.7378680944,1700607.7378680941,0,0,0,0,0,0,-1221350.4724240717,-1210253.6433880725,-1203693.9689434138,-1211845.6274552096,9394.612104303189,0,0,0,0,0,0,0,0,0,0,2904301.7068115077,2910861.381256168,2921958.210292165,2912453.3653233037,9394.61210430282,1700607.7378680944,1700607.7378680944,1700607.7378680944,1700607.7378680941,0
35-44,OTH,FL,mrh-eq,-159065.99509419242,-156501.2699184593,-156458.84425821344,-157386.28729231446,1571.729152598753,0,0,0,0,0,-159065.99509419242,-156501.2699184593,-156458.84425821344,-157386.28729231446,1571.729152598753,-118138563.6019958,-116368250.1487771,-115453241.22381932,-116668357.00079846,1437025.7147729627,-115857.92067181351,-114492.13703126756,-113560.7407434882,-114644.55364627339,1216.226064298032,-43257.095279630514,-42989.55003222246,-42015.72808419735,-42741.73364604104,687.6972104979207,428853.26118912204,428895.68684936815,431460.4120251012,429780.7042232232,1571.7291525988223,272394.4169309087,272394.4169309087,272394.4169309087,272394.4169309087,0,321841.46150906885,322772.85779684794,324138.64143739396,322925.27441185387,1216.2260642979136,208280.72076558036,208280.72076558036,208280.72076558036,208280.72076558034,0,106129.42424952559,107103.24619755083,107370.79144495896,106855.4298113694,687.6972104980365,64113.69616532826,64113.69616532826,64113.69616532826,64113.69616532826,0,0,0,0,0,0,-43257.095279630514,-42989.55003222246,-42015.72808419735,-42741.73364604104,687.6972104979207,0,0,0,0,0,0,0,0,0,0,106129.42424952559,107103.24619755083,107370.79144495896,106855.4298113694,687.6972104980365,64113.69616532826,64113.69616532826,64113.69616532826,64113.69616532826,0
35-44,OTH,Food_price,USD,-2401880.7588849096,-2331539.3461061055,-2193897.742359244,-2307925.2440120503,111358.65426350941,0,0,0,0,0,-2401880.7588849096,-2331539.3461061055,-2193897.742359244,-2307925.2440120503,111358.65426350941,-118138563.6019958,-116368250.1487771,-115453241.22381932,-116668357.00079846,1437025.7147729627,-1647074.3141801164,-1589169.2037832,-1511389.4443592522,-1582195.6427210837,71668.00018226953,-754806.444704795,-742370.1423229043,-682508.2979999896,-725729.601290966,40689.17842532391,5859982.635625476,5997624.239372333,6067965.652151146,5974010.137278282,111358.6542635102,3666084.8932662345,3666084.8932662345,3666084.8932662345,3666084.8932662345,0,4183298.5268642725,4261078.2862882195,4318983.396685136,4254104.725226103,71668.00018226895,2671909.082505019,2671909.082505019,2671909.082505019,2671909.082505019,0,1676684.1087612077,1736545.9530841194,1748982.2554660107,1719905.4120521825,40689.17842532226,994175.8107612159,994175.8107612159,994175.8107612159,994175.8107612157,0,0,0,0,0,0,-754806.444704795,-742370.1423229043,-682508.2979999896,-725729.601290966,40689.17842532391,0,0,0,0,0,0,0,0,0,0,1676684.1087612077,1736545.9530841194,1748982.2554660107,1719905.4120521825,40689.17842532226,994175.8107612159,994175.8107612159,994175.8107612159,994175.8107612157,0
45-54,HIS,CED,MJ,-6386098.569755252,-5779842.793038409,-5670721.68012961,-5954276.008409653,405688.44813732326,0,0,0,0,0,-6386098.569755252,-5779842.793038409,-5670721.68012961,-5954276.008409653,405688.44813732326,-152795255.27361572,-137538631.19697708,-136704641.4463727,-142599204.64470842,9535548.210679816,-4652350.839326516,-4232664.538999386,-4136956.485867396,-4346341.116962593,288572.10850791604,-1733747.7304287485,-1547178.2540390068,-1533765.1942622159,-1607934.8914470598,117672.95435020875,14716053.655817334,14825174.768726133,15431430.545442978,14999607.984097376,405688.44813732395,9045331.975687716,9045331.975687716,9045331.975687716,9045331.975687716,0,10999652.95731188,11095361.010443894,11515047.310771009,11209037.588407086,288572.10850791563,6862696.471444497,6862696.471444497,6862696.471444497,6862696.471444498,0,3716400.698505438,3729813.7582822293,3916383.2346719713,3790570.3956902823,117672.95435020917,2182635.504243222,2182635.504243222,2182635.504243222,2182635.504243222,0,0,0,0,0,0,-1733747.7304287485,-1547178.2540390068,-1533765.1942622159,-1607934.8914470598,117672.95435020875,0,0,0,0,0,0,0,0,0,0,3716400.698505438,3729813.7582822293,3916383.2346719713,3790570.3956902823,117672.95435020917,2182635.504243222,2182635.504243222,2182635.504243222,2182635.504243222,0
45-54,HIS,FL,mrh-eq,-210283.7768617747,-187356.64379085376,-187102.2676001183,-195311.99708214693,14011.606518169738,0,0,0,0,0,-210283.7768617747,-187356.64379085376,-187102.2676001183,-195311.99708214693,14011.606518169738,-152795255.27361572,-137538631.19697708,-136704641.4463727,-142599204.64470842,9535548.210679816,-150306.273092376,-134720.20566060144,-133931.03326070556,-139912.09865424308,9720.914147222707,-60005.65093830202,-53199.3815083162,-52664.58529915546,-55399.89842790394,4308.135173329708,506203.6197450366,506457.99593577196,529385.1290066927,514413.34922706505,14011.606518169603,319101.3521449183,319101.3521449183,319101.3521449183,319101.3521449183,0,375986.13963778014,376775.3120376759,392361.37946945033,381967.2050313175,9720.914147222602,242055.10637707444,242055.10637707444,242055.10637707444,242055.1063770744,0,129710.83106699916,130245.62727615985,137051.89670614566,132446.1441957476,4308.135173329677,77046.24576784372,77046.24576784372,77046.24576784372,77046.24576784372,0,0,0,0,0,0,-60005.65093830202,-53199.3815083162,-52664.58529915546,-55399.89842790394,4308.135173329708,0,0,0,0,0,0,0,0,0,0,129710.83106699916,130245.62727615985,137051.89670614566,132446.1441957476,4308.135173329677,77046.24576784372,77046.24576784372,77046.24576784372,77046.24576784372,0
45-54,HIS,Food_price,USD,-3426437.9689179477,-3106244.7114954153,-2898087.129050608,-3145555.474645494,280155.5797870293,0,0,0,0,0,-3426437.9689179477,-3106244.7114954153,-2898087.129050608,-3145555.474645494,280155.5797870293,-152795255.27361572,-137538631.19697708,-136704641.4463727,-142599204.64470842,9535548.210679816,-2313681.475059376,-2102296.8804254076,-1963575.6424076646,-2127792.7950275918,185584.4118482231,-1112756.4938585716,-1003947.8310700065,-934511.4866429442,-1017762.6796179023,94572.97096439352,7171428.057082848,7379585.639527646,7699778.896950184,7418896.40267773,280155.5797870278,4273340.928032236,4273340.928032236,4273340.928032236,4273340.928032236,0,5061227.963616915,5199949.201634658,5411333.7962686205,5225445.116236839,185584.41184821966,3097652.32120925,3097652.32120925,3097652.32120925,3097652.32120925,0,2110200.0934659294,2179636.4378929925,2288445.1006815583,2193451.286440888,94572.97096439409,1175688.6068229855,1175688.6068229855,1175688.6068229855,1175688.6068229855,0,0,0,0,0,0,-1112756.4938585716,-1003947.8310700065,-934511.4866429442,-1017762.6796179023,94572.97096439352,0,0,0,0,0,0,0,0,0,0,2110200.0934659294,2179636.4378929925,2288445.1006815583,2193451.286440888,94572.97096439409,1175688.6068229855,1175688.6068229855,1175688.6068229855,1175688.6068229855,0
45-54,NHB,CED,MJ,-5248157.403221712,-5076043.7922148,-4930052.515668518,-5085209.5236044945,167611.68870769878,0,0,0,0,0,-5248157.403221712,-5076043.7922148,-4930052.515668518,-5085209.5236044945,167611.68870769878,-159246317.9498203,-153063538.35881957,-142760216.88984936,-151617734.191111,8766771.02610097,-3832569.0043863207,-3698450.263854052,-3603940.084870974,-3712348.0047485046,120931.43691519242,-1415588.3988353924,-1377593.5283607477,-1326112.4307975422,-1372861.5188559897,47270.58599270549,11452757.385960435,11598748.662506718,11770862.273513634,11607914.393896414,167611.68870769974,6522704.870291922,6522704.870291922,6522704.870291922,6522704.870291922,0,8553951.187367199,8648461.36635027,8782580.106882539,8662359.107244724,120931.43691518888,4950011.102496218,4950011.102496218,4950011.102496218,4950011.102496218,0,2898806.1985932454,2950287.29615645,2988282.166631093,2945555.2866516914,47270.585992704015,1572693.7677957017,1572693.7677957017,1572693.7677957017,1572693.7677957017,0,0,0,0,0,0,-1415588.3988353924,-1377593.5283607477,-1326112.4307975422,-1372861.5188559897,47270.58599270549,0,0,0,0,0,0,0,0,0,0,2898806.1985932454,2950287.29615645,2988282.166631093,2945555.2866516914,47270.585992704015,1572693.7677957017,1572693.7677957017,1572693.7677957017,1572693.7677957017,0
45-54,NHB,FL,mrh-eq,-174475.64077187466,-169240.25996373204,-161253.8634820846,-168274.99130636195,7008.8604478411935,0,0,0,0,0,-174475.64077187466,-169240.25996373204,-161253.8634820846,-168274.99130636195,7008.8604478411935,-159246317.9498203,-153063538.35881957,-142760216.88984936,-151617734.191111,8766771.02610097,-125751.80646350603,-121624.07220983505,-116263.99984909843,-121191.67287402255,5007.603454826096,-48723.83430836868,-47616.18775389693,-44989.863632986235,-47083.31843233941,2018.7027769411761,386900.38348323945,394886.7799648866,400122.1607730293,393921.5113075166,7008.860447841048,225646.5200011548,225646.5200011548,225646.5200011548,225646.52000115477,0,287758.6702631498,293118.7426238866,297246.47687755746,292686.34328807396,5007.603454826154,171494.67041405156,171494.67041405156,171494.67041405156,171494.67041405156,0,99141.71322008959,101768.03734100024,102875.68389547197,101235.16801944272,2018.7027769411459,54151.84958710326,54151.84958710326,54151.84958710326,54151.84958710326,0,0,0,0,0,0,-48723.83430836868,-47616.18775389693,-44989.863632986235,-47083.31843233941,2018.7027769411761,0,0,0,0,0,0,0,0,0,0,99141.71322008959,101768.03734100024,102875.68389547197,101235.16801944272,2018.7027769411459,54151.84958710326,54151.84958710326,54151.84958710326,54151.84958710326,0
