age_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
55-64,oil,CED,MJ,-709054.250575622,-590081.0528552858,-379544.1915922596,-557953.4516122367,175644.05724984038,0,0,0,0,0,-709054.250575622,-590081.0528552858,-379544.1915922596,-557953.4516122367,175644.05724984038,-76832501.80580784,-63842275.26668486,-41141750.75702031,-60435153.171757996,19014935.612773485,-591129.8216716337,-491593.7961122607,-316392.28622121626,-465044.5033643059,146415.2778242623,-117924.42890398783,-98487.2567430243,-63151.905371042434,-92908.94824793015,29229.628817448254,14655053.34201301,14865590.203276036,14984563.400996363,14833462.602032984,175644.05724983584,14275509.150420735,14275509.150420735,14275509.150420735,14275509.150420735,0,12237524.32520481,12412725.835095854,12512261.860655231,12386176.542347902,146415.27782426443,11921132.03898361,11921132.03898361,11921132.03898361,11921132.038983608,0,2417529.016808181,2452864.3681801623,2472301.540341127,2447286.0596850687,29229.62881744861,2354377.1114371386,2354377.1114371386,2354377.1114371386,2354377.1114371386,0,0,0,0,0,0,-117924.42890398783,-98487.2567430243,-63151.905371042434,-92908.94824793015,29229.628817448254,0,0,0,0,0,0,0,0,0,0,2417529.016808181,2452864.3681801623,2472301.540341127,2447286.0596850687,29229.62881744861,2354377.1114371386,2354377.1114371386,2354377.1114371386,2354377.1114371386,0
55-64,oil,FL,mrh-eq,-36894.90485072592,-30667.118993579083,-19701.802962548452,-29004.82770449705,9162.795874224566,0,0,0,0,0,-36894.90485072592,-30667.118993579083,-19701.802962548452,-29004.82770449705,9162.795874224566,-76832501.80580784,-63842275.26668486,-41141750.75702031,-60435153.171757996,19014935.612773485,-30759.042209443494,-25548.920121783565,-16423.942718802267,-24175.286677811153,7637.996843790106,-6135.862641282498,-5118.19887179549,-3277.8602437461664,-4829.541026685906,1524.842817259595,756917.5283183851,767882.8443494146,774110.6302065616,766220.5530603331,9162.795874224015,737215.7253558349,737215.7253558349,737215.7253558349,737215.725355835,0,632052.086219832,641177.0636228144,646387.1857104733,639803.4301788412,7637.996843790243,615628.1435010303,615628.1435010303,615628.1435010303,615628.1435010303,0,124865.44209855172,126705.78072660112,127723.44449608798,126417.12288149145,1524.8428172595725,121587.58185480551,121587.58185480551,121587.58185480551,121587.58185480551,0,0,0,0,0,0,-6135.862641282498,-5118.19887179549,-3277.8602437461664,-4829.541026685906,1524.842817259595,0,0,0,0,0,0,0,0,0,0,124865.44209855172,126705.78072660112,127723.44449608798,126417.12288149145,1524.8428172595725,121587.58185480551,121587.58185480551,121587.58185480551,121587.58185480551,0
55-64,oil,Food_price,USD,-653154.636257227,-626429.7700394724,-315531.60626544687,-526719.8410723598,197566.54247632026,0,0,0,0,0,-653154.636257227,-626429.7700394724,-315531.60626544687,-526719.8410723598,197566.54247632026,-76832501.80580784,-63842275.26668486,-41141750.75702031,-60435153.171757996,19014935.612773485,-544400.7852003472,-522304.40031505574,-263183.5715385528,-439137.92877427983,164603.0931689879,-108753.8510568795,-104125.36972441727,-52348.034726893486,-87581.91229807989,32963.59494695531,11914456.645874625,12225354.809648648,12252079.675866405,12125644.880681537,197566.5424763192,11598925.039609175,11598925.039609175,11598925.039609175,11598925.039609173,0,9948699.81014453,10207820.638921017,10229917.023806311,10124654.16738025,164603.09316898006,9685516.238605969,9685516.238605969,9685516.238605969,9685516.238605969,0,1965756.8357301024,2017534.1707276248,2022162.6520600873,2000990.713301288,32963.59494695466,1913408.8010032072,1913408.8010032072,1913408.8010032072,1913408.8010032072,0,0,0,0,0,0,-108753.8510568795,-104125.36972441727,-52348.034726893486,-87581.91229807989,32963.59494695531,0,0,0,0,0,0,0,0,0,0,1965756.8357301024,2017534.1707276248,2022162.6520600873,2000990.713301288,32963.59494695466,1913408.8010032072,1913408.8010032072,1913408.8010032072,1913408.8010032072,0
55-64,sat_fat,CED,MJ,-41745999.567122996,-40773713.74448921,-40350393.56603832,-40966333.26876391,753233.2038607476,0,0,0,0,0,-41745999.567122996,-40773713.74448921,-40350393.56603832,-40966333.26876391,753233.2038607476,-804548170.3851182,-785772149.6419368,-777700640.0632119,-789528118.4715706,14499836.699265154,-31919551.01469962,-31179738.562180165,-30881753.453990597,-31334765.700541526,562467.418425501,-9826448.552423315,-9593975.182309028,-9468640.112047726,-9631567.568222355,191113.57959442472,83495590.56199582,83918910.74044672,84891196.56308056,84111530.26472144,753233.2038607836,43145196.99595767,43145196.99595767,43145196.99595767,43145196.99595767,0,63838105.42931762,64136090.537507154,64875902.99002671,64291117.67586857,562467.4184255459,32956351.975327034,32956351.975327034,32956351.975327034,32956351.975327034,0,19657485.13267832,19782820.20293962,20015293.57305391,19820412.588852946,191113.57959442775,10188845.020630585,10188845.020630585,10188845.020630585,10188845.020630585,0,0,0,0,0,0,-9826448.552423315,-9593975.182309028,-9468640.112047726,-9631567.568222355,191113.57959442472,0,0,0,0,0,0,0,0,0,0,19657485.13267832,19782820.20293962,20015293.57305391,19820412.588852946,191113.57959442775,10188845.020630585,10188845.020630585,10188845.020630585,10188845.020630585,0
55-64,sat_fat,FL,mrh-eq,-1141158.0879801728,-1114428.6424275013,-1101460.022080071,-1119257.0021486387,21308.033284469202,0,0,0,0,0,-1141158.0879801728,-1114428.6424275013,-1101460.022080071,-1119257.0021486387,21308.033284469202,-804548170.3851182,-785772149.6419368,-777700640.0632119,-789528118.4715706,14499836.699265154,-872213.2379459278,-851880.8532860946,-842673.5286875248,-855784.3831321519,15910.501739799358,-268944.8500342461,-262547.78914140706,-258786.49339254652,-263472.6190164872,5406.161517396499,2281480.5974499397,2294449.2177973683,2321178.663350039,2299277.577518506,21308.033284468114,1180020.5753698675,1180020.5753698675,1180020.5753698675,1180020.5753698675,0,1743688.8140690837,1752896.1386676522,1773228.5233274843,1756799.6685137097,15910.50173979817,901015.2853815577,901015.2853815577,901015.2853815577,901015.2853815578,0,537791.7833808556,541553.0791297159,547950.1400225554,542477.9090047963,5406.161517396684,279005.2899883092,279005.2899883092,279005.2899883092,279005.2899883092,0,0,0,0,0,0,-268944.8500342461,-262547.78914140706,-258786.49339254652,-263472.6190164872,5406.161517396499,0,0,0,0,0,0,0,0,0,0,537791.7833808556,541553.0791297159,547950.1400225554,542477.9090047963,5406.161517396684,279005.2899883092,279005.2899883092,279005.2899883092,279005.2899883092,0
55-64,sat_fat,Food_price,USD,-4490084.641061461,-4398671.846874769,-4356995.006115856,-4416123.058603815,71659.022452958,0,0,0,0,0,-4490084.641061461,-4398671.846874769,-4356995.006115856,-4416123.058603815,71659.022452958,-804548170.3851182,-785772149.6419368,-777700640.0632119,-789528118.4715706,14499836.699265154,-3432351.5765173137,-3362531.6478247144,-3333325.615635707,-3376782.1378259747,53560.15195679014,-1057733.0645441457,-1036140.1990500594,-1023669.3904801492,-1039340.9207778405,18141.26773636311,9062930.95046114,9104607.791220065,9196020.585406749,9122059.002949102,71659.02245295807,4705935.944345285,4705935.944345285,4705935.944345285,4705935.944345285,0,6926698.689806615,6955904.721995628,7025724.650688228,6970155.211996887,53560.151956792484,3593373.0741709042,3593373.0741709042,3593373.0741709042,3593373.0741709042,0,2136232.2606545268,2148703.0692244386,2170295.9347185255,2151903.7909522196,18141.26773636428,1112562.87017438,1112562.87017438,1112562.87017438,1112562.87017438,0,0,0,0,0,0,-1057733.0645441457,-1036140.1990500594,-1023669.3904801492,-1039340.9207778405,18141.26773636311,0,0,0,0,0,0,0,0,0,0,2136232.2606545268,2148703.0692244386,2170295.9347185255,2151903.7909522196,18141.26773636428,1112562.87017438,1112562.87017438,1112562.87017438,1112562.87017438,0
65-74,added_sugar,CED,MJ,-9238763.099541545,-8718695.34715484,-8462596.573318003,-8811316.041382864,416309.141265526,0,0,0,0,0,-9238763.099541545,-8718695.34715484,-8462596.573318003,-8811316.041382864,416309.141265526,-362651666.2567489,-341476990.1150414,-331941297.7425561,-345560844.06915444,16545765.027706016,-6134036.100137203,-5789300.318413497,-5618469.488291947,-5850319.599677411,276448.5438722701,-3104726.9994043363,-2929395.028741349,-2844127.085026054,-2960996.441705452,139861.5840853262,16472922.257633224,16729021.031470072,17249088.78385678,16821641.725698095,416309.14126553107,8010325.684315232,8010325.684315232,8010325.684315232,8010325.684315232,0,10937722.62599599,11108553.456117528,11453289.237841241,11169572.737381449,276448.5438722694,5319253.13770404,5319253.13770404,5319253.13770404,5319253.13770404,0,5535199.63163724,5620467.575352537,5795799.546015518,5652068.9883166365,139861.58408532353,2691072.546611187,2691072.546611187,2691072.546611187,2691072.546611187,0,0,0,0,0,0,-3104726.9994043363,-2929395.028741349,-2844127.085026054,-2960996.441705452,139861.5840853262,0,0,0,0,0,0,0,0,0,0,5535199.63163724,5620467.575352537,5795799.546015518,5652068.9883166365,139861.58408532353,2691072.546611187,2691072.546611187,2691072.546611187,2691072.546611187,0
65-74,added_sugar,FL,mrh-eq,-454334.6608732724,-427748.6979750703,-415024.91748298414,-432612.6216263391,21113.78809604447,0,0,0,0,0,-454334.6608732724,-427748.6979750703,-415024.91748298414,-432612.6216263391,21113.78809604447,-362651666.2567489,-341476990.1150414,-331941297.7425561,-345560844.06915444,16545765.027706016,-301658.2198588474,-284033.8776032016,-275546.58410475,-287239.8596232697,14020.622672847941,-152676.4410144258,-143714.82037186885,-139478.33337823502,-145372.76200306995,7093.212806333875,809608.0620780935,822331.8425701787,848917.805468382,827195.7662214482,21113.788096044656,394583.1445951075,394583.1445951075,394583.1445951075,394583.1445951075,0,537573.9950165584,546061.2885150106,563685.6307706559,549267.2705350785,14020.622672847996,262027.41091180893,262027.41091180893,262027.41091180893,262027.41091180893,0,272034.06706153456,276270.5540551684,285232.1746977254,277928.49568636954,7093.212806333904,132555.73368329954,132555.73368329954,132555.73368329954,132555.73368329954,0,0,0,0,0,0,-152676.4410144258,-143714.82037186885,-139478.33337823502,-145372.76200306995,7093.212806333875,0,0,0,0,0,0,0,0,0,0,272034.06706153456,276270.5540551684,285232.1746977254,277928.49568636954,7093.212806333904,132555.73368329954,132555.73368329954,132555.73368329954,132555.73368329954,0
65-74,added_sugar,Food_price,USD,-14399896.91436449,-13807343.349980362,-13400957.878430344,-13872665.487816893,528792.0825850869,0,0,0,0,0,-14399896.91436449,-13807343.349980362,-13400957.878430344,-13872665.487816893,528792.0825850869,-362651666.2567489,-341476990.1150414,-331941297.7425561,-345560844.06915444,16545765.027706016,-9559792.549923502,-9166444.069554346,-8895945.911209129,-9209549.445703097,351381.5604139433,-4840104.364440986,-4640899.280426014,-4505011.96722123,-4663116.0421138,177410.81385306074,26101855.66750695,26508241.13905697,27100794.70344108,26573563.276893493,528792.0825850761,12700897.789076596,12700897.789076596,12700897.789076596,12700897.789076596,0,17328986.971594013,17599485.129939232,17992833.61030837,17642590.506087974,351381.5604139372,8433041.060384886,8433041.060384886,8433041.060384886,8433041.060384886,0,8772868.695912937,8908756.00911773,9107961.093132695,8930972.77080551,177410.81385306158,4267856.728691717,4267856.728691717,4267856.728691717,4267856.728691717,0,0,0,0,0,0,-4840104.364440986,-4640899.280426014,-4505011.96722123,-4663116.0421138,177410.81385306074,0,0,0,0,0,0,0,0,0,0,8772868.695912937,8908756.00911773,9107961.093132695,8930972.77080551,177410.81385306158,4267856.728691717,4267856.728691717,4267856.728691717,4267856.728691717,0
65-74,oil,CED,MJ,-501461.327062384,-454194.1069187759,-377845.4437278059,-443990.09181443835,65658.38882314609,0,0,0,0,0,-501461.327062384,-454194.1069187759,-377845.4437278059,-443990.09181443835,65658.38882314609,-54367341.62698164,-49427509.623746544,-40586219.10287013,-48058576.81053907,7349470.572439983,-418363.06954660406,-379162.3889336557,-314605.6746959064,-370265.53503021674,55150.02572082486,-83098.25751578057,-75031.71798512065,-63239.769031899225,-73724.55678422189,10512.962451069827,9035711.932114955,9112060.595305918,9159327.81544953,9101856.580201583,65658.38882314421,8657866.488387156,8657866.488387156,8657866.488387156,8657866.488387156,0,7549723.8425040515,7614280.556741799,7653481.237354748,7605383.702838361,55150.025720824284,7235118.167808151,7235118.167808151,7235118.167808151,7235118.16780815,0,1485988.089610894,1497780.0385641158,1505846.5780947765,1496472.877363217,10512.962451070398,1422748.320578995,1422748.320578995,1422748.320578995,1422748.320578995,0,0,0,0,0,0,-83098.25751578057,-75031.71798512065,-63239.769031899225,-73724.55678422189,10512.962451069827,0,0,0,0,0,0,0,0,0,0,1485988.089610894,1497780.0385641158,1505846.5780947765,1496472.877363217,10512.962451070398,1422748.320578995,1422748.320578995,1422748.320578995,1422748.320578995,0
65-74,oil,FL,mrh-eq,-24292.80309553431,-22049.090815431733,-18205.405872320556,-21487.69689858661,3240.5716266424947,0,0,0,0,0,-24292.80309553431,-22049.090815431733,-18205.405872320556,-21487.69689858661,3240.5716266424947,-54367341.62698164,-49427509.623746544,-40586219.10287013,-48058576.81053907,7349470.572439983,-20266.163974680472,-18405.167409757418,-15157.03013193649,-17918.451370144132,2721.853443980285,-4026.639120853829,-3643.9234056743176,-3048.3757403840264,-3569.245528442465,518.9213156419468,435607.2502177957,439450.9351609069,441694.64744101,438889.54124406195,3240.571626642759,417401.84434547607,417401.84434547607,417401.84434547607,417401.84434547607,0,363960.4821116662,367208.6193894866,369069.61595440964,366721.90334987355,2721.8534439800105,348803.4519797293,348803.4519797293,348803.4519797293,348803.4519797293,0,71646.76810613033,72242.31577142065,72625.03148660006,72167.63789418875,518.9213156419222,68598.3923657463,68598.3923657463,68598.3923657463,68598.3923657463,0,0,0,0,0,0,-4026.639120853829,-3643.9234056743176,-3048.3757403840264,-3569.245528442465,518.9213156419468,0,0,0,0,0,0,0,0,0,0,71646.76810613033,72242.31577142065,72625.03148660006,72167.63789418875,518.9213156419222,68598.3923657463,68598.3923657463,68598.3923657463,68598.3923657463,0
65-74,oil,Food_price,USD,-487206.13841315545,-440256.9266657766,-387490.03489689255,-438215.63543016074,52511.92477878997,0,0,0,0,0,-487206.13841315545,-440256.9266657766,-387490.03489689255,-438215.63543016074,52511.92477878997,-54367341.62698164,-49427509.623746544,-40586219.10287013,-48058576.81053907,7349470.572439983,-405844.55740920006,-367254.7890103521,-323293.28595547593,-365369.9698327983,43478.6887959807,-81361.58100395574,-73002.1376554241,-64196.748941416285,-72845.66559736228,9035.138373940117,7364766.84288303,7417533.734651912,7464482.946399289,7415492.4434162965,52511.924778787805,6977276.807986128,6977276.807986128,6977276.807986128,6977276.807986128,0,6151355.479629713,6195316.982684599,6233906.751083446,6193432.1635070415,43478.68879598509,5828062.193674247,5828062.193674247,5828062.193674247,5828062.193674247,0,1213411.363253302,1222216.7519673095,1230576.1953158414,1222060.2799092478,9035.138373940134,1149214.6143118858,1149214.6143118858,1149214.6143118858,1149214.6143118858,0,0,0,0,0,0,-81361.58100395574,-73002.1376554241,-64196.748941416285,-72845.66559736228,9035.138373940117,0,0,0,0,0,0,0,0,0,0,1213411.363253302,1222216.7519673095,1230576.1953158414,1222060.2799092478,9035.138373940134,1149214.6143118858,1149214.6143118858,1149214.6143118858,1149214.6143118858,0
65-74,sat_fat,CED,MJ,-27477312.17586931,-27040412.91655923,-26317857.441529177,-26940182.665429413,616381.8800264912,0,0,0,0,0,-27477312.17586931,-27040412.91655923,-26317857.441529177,-26940182.665429413,616381.8800264912,-526099722.95101136,-517688296.1376624,-504038988.8066969,-515850443.3244636,11719495.34426336,-21062564.44756503,-20731391.884656537,-20172052.290482108,-20651333.2771948,473791.0113413926,-6414747.728304297,-6309021.031902698,-6145805.151047095,-6288849.388234626,142622.6241490205,52764706.09980615,53487261.57483617,53924160.83414629,53387031.32370638,616381.8800264953,26446848.658276964,26446848.658276964,26446848.658276964,26446848.658276964,0,40439221.97127397,40998561.56544843,41329734.12835689,40918502.957986675,473791.011341392,20267169.680791903,20267169.680791903,20267169.680791903,20267169.680791903,0,12325484.128532143,12488700.009387756,12594426.70578936,12468528.365719682,142622.62414902853,6179678.977485053,6179678.977485053,6179678.977485053,6179678.977485053,0,0,0,0,0,0,-6414747.728304297,-6309021.031902698,-6145805.151047095,-6288849.388234626,142622.6241490205,0,0,0,0,0,0,0,0,0,0,12325484.128532143,12488700.009387756,12594426.70578936,12468528.365719682,142622.62414902853,6179678.977485053,6179678.977485053,6179678.977485053,6179678.977485053,0
65-74,sat_fat,FL,mrh-eq,-746392.1420587868,-734319.347625142,-714912.4072560641,-731745.9630863935,16717.496284638906,0,0,0,0,0,-746392.1420587868,-734319.347625142,-714912.4072560641,-731745.9630863935,16717.496284638906,-526099722.95101136,-517688296.1376624,-504038988.8066969,-515850443.3244636,11719495.34426336,-572079.2568478738,-562925.2756344813,-547903.9136386672,-560866.545535386,12848.171615415213,-174312.88521091233,-171394.07199066045,-167008.49361739727,-170879.41755100735,3870.16680585072,1432877.0092123393,1452283.949581417,1464356.7440150622,1449710.565042669,16717.496284638943,717964.6019562752,717964.6019562752,717964.6019562752,717964.6019562752,0,1098042.7793683626,1113064.1413641775,1122218.1225775694,1111005.4112650817,12848.171615415436,550138.8657296955,550138.8657296955,550138.8657296955,550138.8657296955,0,334834.2298439768,339219.8082172399,342138.62143749226,338705.15377758705,3870.166805850961,167825.73622657935,167825.73622657935,167825.73622657935,167825.73622657935,0,0,0,0,0,0,-174312.88521091233,-171394.07199066045,-167008.49361739727,-170879.41755100735,3870.16680585072,0,0,0,0,0,0,0,0,0,0,334834.2298439768,339219.8082172399,342138.62143749226,338705.15377758705,3870.166805850961,167825.73622657935,167825.73622657935,167825.73622657935,167825.73622657935,0
65-74,sat_fat,Food_price,USD,-3172531.8536030333,-3138442.3865160625,-3031822.604471234,-3112993.1531975158,77267.4630484626,0,0,0,0,0,-3172531.8536030333,-3138442.3865160625,-3031822.604471234,-3112993.1531975158,77267.4630484626,-526099722.95101136,-517688296.1376624,-504038988.8066969,-515850443.3244636,11719495.34426336,-2432087.0993841747,-2406382.095168756,-2323867.638451011,-2386448.95393987,59516.107418527565,-740444.754218859,-732060.2913473096,-707954.966020216,-726544.1992576449,17754.623103413003,6083036.422988273,6189656.205033111,6223745.672120081,6164206.971714561,77267.46304846843,3051213.8185170447,3051213.8185170447,3051213.8185170447,3051213.8185170447,0,4662392.313470312,4744906.770188054,4770611.774403472,4724973.628959169,59516.10741852545,2338524.6750193005,2338524.6750193005,2338524.6750193005,2338524.6750193005,0,1420644.10951796,1444749.4348450538,1453133.8977166032,1439233.3427553892,17754.623103413116,712689.143497744,712689.143497744,712689.143497744,712689.143497744,0,0,0,0,0,0,-740444.754218859,-732060.2913473096,-707954.966020216,-726544.1992576449,17754.623103413003,0,0,0,0,0,0,0,0,0,0,1420644.10951796,1444749.4348450538,1453133.8977166032,1439233.3427553892,17754.623103413116,712689.143497744,712689.143497744,712689.143497744,712689.143497744,0
75+,added_sugar,CED,MJ,-7235971.42397898,-7210202.246055621,-6902680.1906964565,-7111341.587306215,195194.7727444806,0,0,0,0,0,-7235971.42397898,-7210202.246055621,-6902680.1906964565,-7111341.587306215,195194.7727444806,-291768915.74297774,-290636025.9756289,-278471201.5029275,-286765171.693049,7760205.7745445855,-4804825.984926068,-4787740.828765798,-4583488.336720916,-4722068.079332601,129635.71203855732,-2431145.43905292,-2422461.417289819,-2319191.853975548,-2389273.507973619,65559.0634054791,12376580.827653682,12684102.883012848,12709872.060936227,12585242.22426345,195194.77274448774,5473900.636957226,5473900.636957226,5473900.636957226,5473900.636957226,0,8219043.979427054,8423296.471471941,8440381.62763221,8357623.722038742,129635.71203856108,3635555.64270615,3635555.64270615,3635555.64270615,3635555.64270615,0,4157536.848226628,4260806.411540904,4269490.433304002,4227618.502224701,65559.06340548115,1838344.9942510836,1838344.9942510836,1838344.9942510836,1838344.9942510836,0,0,0,0,0,0,-2431145.43905292,-2422461.417289819,-2319191.853975548,-2389273.507973619,65559.0634054791,0,0,0,0,0,0,0,0,0,0,4157536.848226628,4260806.411540904,4269490.433304002,4227618.502224701,65559.06340548115,1838344.9942510836,1838344.9942510836,1838344.9942510836,1838344.9942510836,0
75+,added_sugar,FL,mrh-eq,-381108.98301088216,-379897.11328854033,-363989.00924085476,-374740.5398410513,10056.441865397645,0,0,0,0,0,-381108.98301088216,-379897.11328854033,-363989.00924085476,-374740.5398410513,10056.441865397645,-291768915.74297774,-290636025.9756289,-278471201.5029275,-286765171.693049,7760205.7745445855,-253055.15133899287,-252251.05044992486,-241686.03181014172,-248826.1670286213,6678.517757602303,-128053.83167188955,-127646.06283861543,-122302.97743071298,-125914.37281243007,3377.9241386918147,652335.2149733828,668243.3190210693,669455.1887434113,663086.7455735799,10056.44186539834,288346.20573252847,288346.20573252847,288346.20573252847,288346.20573252847,0,433196.5745364094,443761.59317619295,444565.6940652616,440336.7097548894,6678.5177576027345,191510.54272626824,191510.54272626824,191510.54272626824,191510.5427262682,0,219138.6404369731,224481.7258448757,224889.49467814973,222750.03581869023,3377.9241386918743,96835.66300626035,96835.66300626035,96835.66300626035,96835.66300626035,0,0,0,0,0,0,-128053.83167188955,-127646.06283861543,-122302.97743071298,-125914.37281243007,3377.9241386918147,0,0,0,0,0,0,0,0,0,0,219138.6404369731,224481.7258448757,224889.49467814973,222750.03581869023,3377.9241386918743,96835.66300626035,96835.66300626035,96835.66300626035,96835.66300626035,0
75+,added_sugar,Food_price,USD,-11529335.582793685,-11472697.527922854,-11016037.183863208,-11332338.829961866,296243.575208666,0,0,0,0,0,-11529335.582793685,-11472697.527922854,-11016037.183863208,-11332338.829961866,296243.575208666,-291768915.74297774,-290636025.9756289,-278471201.5029275,-286765171.693049,7760205.7745445855,-7654947.261529398,-7617395.754078212,-7313937.691443132,-7524095.208399653,196828.23779865474,-3874388.3212642944,-3855301.7738446216,-3702099.492420095,-3808243.621562217,99415.35082568898,19559246.80543079,20015907.149490427,20072545.204361275,19875548.451529447,296243.57520866755,8543209.621567573,8543209.621567573,8543209.621567573,8543209.621567573,0,12987131.228230894,13290589.290865991,13328140.79831716,13197288.745187422,196828.23779865913,5673193.536787779,5673193.536787779,5673193.536787779,5673193.536787779,0,6572115.577199895,6725317.858624424,6744404.406044103,6678259.70634202,99415.35082569253,2870016.0847798046,2870016.0847798046,2870016.0847798046,2870016.0847798046,0,0,0,0,0,0,-3874388.3212642944,-3855301.7738446216,-3702099.492420095,-3808243.621562217,99415.35082568898,0,0,0,0,0,0,0,0,0,0,6572115.577199895,6725317.858624424,6744404.406044103,6678259.70634202,99415.35082569253,2870016.0847798046,2870016.0847798046,2870016.0847798046,2870016.0847798046,0
75+,oil,CED,MJ,-14303.3527336543,-2948.2708390302105,57837.35070968826,14395.778162406408,40831.86425502403,0,0,0,0,0,-14303.3527336543,-2948.2708390302105,57837.35070968826,14395.778162406408,40831.86425502403,-1450180.4563224853,-257114.44516416662,6350800.766386626,1642832.6426928416,4423208.705401473,-11844.248990485003,-2380.4906095979404,48378.90925365182,12109.208156143353,34089.95808324962,-2459.1037431693976,-567.78022943213,9458.441456036591,2286.5700062631163,6741.912969509385,6001077.7425925275,6061863.364141231,6073218.446035857,6044519.3151398,40831.86425501613,6058915.093302203,6058915.093302203,6058915.093302203,6058915.093302202,0,5018757.538265676,5069516.938128931,5078980.696509808,5055027.239363184,34089.958083248894,5067136.447519335,5067136.447519335,5067136.447519335,5067136.447519335,0,982320.2043268438,992346.4260123126,994237.7495260508,989492.0757766176,6741.912969509723,991778.6457828806,991778.6457828806,991778.6457828806,991778.6457828806,0,0,0,0,0,0,-2459.1037431693976,-567.78022943213,9458.441456036591,2286.5700062631163,6741.912969509385,0,0,0,0,0,0,0,0,0,0,982320.2043268438,992346.4260123126,994237.7495260508,989492.0757766176,6741.912969509723,991778.6457828806,991778.6457828806,991778.6457828806,991778.6457828806,0
75+,oil,FL,mrh-eq,-696.3802717748626,-61.40154929447658,2911.027958006012,758.7566208178399,2027.1440225853817,0,0,0,0,0,-696.3802717748626,-61.40154929447658,2911.027958006012,758.7566208178399,2027.1440225853817,-1450180.4563224853,-257114.44516416662,6350800.766386626,1642832.6426928416,4423208.705401473,-576.6813144724603,-47.290231195197464,2434.994019892441,637.9354417207236,1692.5330741757414,-119.69895730240687,-14.111318099283096,476.0339381135753,120.82117909711498,334.6112542795299,286809.08097987995,289781.5104871804,290416.4892096608,288961.3523170681,2027.1440225853692,289720.108937886,289720.108937886,289720.108937886,289720.108937886,0,239855.21516543935,242337.49941652713,242866.8904998043,241652.27374361115,1692.5330741758041,242290.2091853318,242290.2091853318,242290.2091853318,242290.2091853318,0,46953.86581444059,47444.011070653396,47549.59870985653,47309.07857345702,334.6112542795024,47429.899752554134,47429.899752554134,47429.899752554134,47429.899752554134,0,0,0,0,0,0,-119.69895730240687,-14.111318099283096,476.0339381135753,120.82117909711498,334.6112542795299,0,0,0,0,0,0,0,0,0,0,46953.86581444059,47444.011070653396,47549.59870985653,47309.07857345702,334.6112542795024,47429.899752554134,47429.899752554134,47429.899752554134,47429.899752554134,0
