age_gp,sex_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
65-74,Male,HIS,CED,MJ,-978031.291544345,-909616.0912231866,-875026.5067556836,-921484.72836482,55178.82400231397,0,0,0,0,0,-978031.291544345,-909616.0912231866,-875026.5067556836,-921484.72836482,55178.82400231397,-23646155.72905457,-20400112.905972768,-19927306.811594497,-21373178.424816113,2130990.903641925,-720343.1413664805,-664550.4770800219,-646121.9614450048,-677660.7046770189,40680.306945176366,-257688.15017786482,-245065.6141431646,-228904.545310679,-243824.02368780132,15187.376731559689,2557457.795049845,2592047.379517343,2660462.5798385087,2603916.016658981,55178.82400231582,1682431.2882941598,1682431.2882941598,1682431.2882941598,1682431.2882941598,0,1918809.3168052556,1937237.8324402724,1993030.4967267332,1950348.0600372702,40680.30694517747,1272687.35536025,1272687.35536025,1272687.35536025,1272687.35536025,0,638648.4782445868,654809.5470770729,667432.0831117722,653567.9566217092,15187.376731559443,409743.9329339083,409743.9329339083,409743.9329339083,409743.93293390825,0,0,0,0,0,0,-257688.15017786482,-245065.6141431646,-228904.545310679,-243824.02368780132,15187.376731559689,0,0,0,0,0,0,0,0,0,0,638648.4782445868,654809.5470770729,667432.0831117722,653567.9566217092,15187.376731559443,409743.9329339083,409743.9329339083,409743.9329339083,409743.93293390825,0
65-74,Male,HIS,FL,mrh-eq,-31484.98884579407,-29532.45292005389,-27441.5032555414,-29483.886695923255,2128.5658912408594,0,0,0,0,0,-31484.98884579407,-29532.45292005389,-27441.5032555414,-29483.886695923255,2128.5658912408594,-23646155.72905457,-20400112.905972768,-19927306.811594497,-21373178.424816113,2130990.903641925,-22819.933291855676,-21146.808776976548,-19948.56642896019,-21313.434098682785,1518.1194341926523,-8665.055553938411,-8385.644143077396,-7492.936826581189,-8170.452597240485,644.4391579823787,87764.25220598973,89855.20187050235,91807.73779624254,89806.63564637168,2128.5658912409363,60322.748950448426,60322.748950448426,60322.748950448426,60322.74895044843,0,65498.052947115095,66696.29529513145,68369.41981001048,66862.92061683765,1518.119434192597,45549.48651815487,45549.48651815487,45549.48651815487,45549.486518154874,0,22266.19925887473,23158.90657537096,23438.31798623196,22943.715029534036,644.4391579823863,14773.262432293559,14773.262432293559,14773.262432293559,14773.262432293559,0,0,0,0,0,0,-8665.055553938411,-8385.644143077396,-7492.936826581189,-8170.452597240485,644.4391579823787,0,0,0,0,0,0,0,0,0,0,22266.19925887473,23158.90657537096,23438.31798623196,22943.715029534036,644.4391579823863,14773.262432293559,14773.262432293559,14773.262432293559,14773.262432293559,0
65-74,Male,HIS,Food_price,USD,-481301.09383808787,-406447.2605343968,-310497.39228058234,-399045.1430080377,90124.95485344992,0,0,0,0,0,-481301.09383808787,-406447.2605343968,-310497.39228058234,-399045.1430080377,90124.95485344992,-23646155.72905457,-20400112.905972768,-19927306.811594497,-21373178.424816113,2130990.903641925,-326327.60383765475,-271476.63750894996,-211732.57746862172,-269759.76252241543,60331.49620331062,-154973.49000043268,-134970.62302544687,-98764.8148119608,-129285.38048562221,29990.427534213657,1226836.1684499609,1322786.036703775,1397639.8700074647,1315383.9191774155,90124.95485344912,916338.7761693785,916338.7761693785,916338.7761693785,916338.7761693787,0,880435.9049961431,940179.9650364714,995030.9313651765,938463.0900499369,60331.49620331085,668703.3275275226,668703.3275275226,668703.3275275226,668703.3275275226,0,346400.263453817,382606.0716673028,402608.93864228885,376920.82912747824,29990.427534213646,247635.44864185617,247635.44864185617,247635.44864185617,247635.44864185617,0,0,0,0,0,0,-154973.49000043268,-134970.62302544687,-98764.8148119608,-129285.38048562221,29990.427534213657,0,0,0,0,0,0,0,0,0,0,346400.263453817,382606.0716673028,402608.93864228885,376920.82912747824,29990.427534213646,247635.44864185617,247635.44864185617,247635.44864185617,247635.44864185617,0
65-74,Male,NHB,CED,MJ,-1227532.892017104,-1168693.3618150395,-1103539.4711625588,-1166477.796744718,65287.8959860396,0,0,0,0,0,-1227532.892017104,-1168693.3618150395,-1103539.4711625588,-1166477.796744718,65287.8959860396,-31449702.428090893,-28796167.844463103,-28399298.89103569,-29587980.346287798,1745788.362533015,-893605.4185464891,-850013.8164754384,-797864.7017137924,-847011.1804436506,50456.9018825655,-333927.4734706151,-318679.5453396012,-305674.7694487655,-319466.61630106723,14885.458599287793,2679281.480776583,2744435.3714290587,2803274.901631125,2742219.8063587393,65287.89598603803,1575742.009614025,1575742.009614025,1575742.009614025,1575742.009614025,0,1985433.8654008408,2037582.980162487,2081174.5822335363,2034580.3441306986,50456.90188256493,1187569.1636870475,1187569.1636870475,1187569.1636870475,1187569.1636870475,0,693847.6153757421,706852.3912665778,722100.3193975912,707639.4622280436,14885.458599287436,388172.8459269764,388172.8459269764,388172.8459269764,388172.8459269765,0,0,0,0,0,0,-333927.4734706151,-318679.5453396012,-305674.7694487655,-319466.61630106723,14885.458599287793,0,0,0,0,0,0,0,0,0,0,693847.6153757421,706852.3912665778,722100.3193975912,707639.4622280436,14885.458599287436,388172.8459269764,388172.8459269764,388172.8459269764,388172.8459269765,0
65-74,Male,NHB,FL,mrh-eq,-39822.02905495552,-37622.01571368624,-36512.02530851331,-38004.47990179022,1773.3151889948683,0,0,0,0,0,-39822.02905495552,-37622.01571368624,-36512.02530851331,-38004.47990179022,1773.3151889948683,-31449702.428090893,-28796167.844463103,-28399298.89103569,-29587980.346287798,1745788.362533015,-28569.64815409883,-26944.030322758095,-25971.72272131431,-27173.26198237106,1381.6654582576705,-11252.380900856717,-10677.985390928094,-10540.302587198963,-10831.217919419143,397.5786085331631,91519.08224166583,92629.07264683879,94829.08598810798,93011.53683494272,1773.3151889948224,55007.05693315251,55007.05693315251,55007.05693315251,55007.05693315251,0,67469.21140351462,68441.51900495845,70067.13683629925,68670.75066457143,1381.6654582577262,41497.48868220037,41497.48868220037,41497.48868220037,41497.48868220037,0,24049.870838151135,24187.55364188026,24761.94915180888,24340.786170371313,397.5786085331604,13509.56825095217,13509.56825095217,13509.56825095217,13509.56825095217,0,0,0,0,0,0,-11252.380900856717,-10677.985390928094,-10540.302587198963,-10831.217919419143,397.5786085331631,0,0,0,0,0,0,0,0,0,0,24049.870838151135,24187.55364188026,24761.94915180888,24340.786170371313,397.5786085331604,13509.56825095217,13509.56825095217,13509.56825095217,13509.56825095217,0
65-74,Male,NHB,Food_price,USD,-676187.9901062723,-646194.6228134283,-641074.5955063156,-654922.11052772,19966.579840579838,0,0,0,0,0,-676187.9901062723,-646194.6228134283,-641074.5955063156,-654922.11052772,19966.579840579838,-31449702.428090893,-28796167.844463103,-28399298.89103569,-29587980.346287798,1745788.362533015,-453481.31263528496,-435444.92736866925,-431892.1682606638,-440526.9014594097,12185.276718865938,-222706.67747098708,-210749.6954447589,-209182.42724565114,-214395.2090683099,7786.759756487888,1244074.8527811083,1249194.8800882217,1279188.247381066,1257922.367802513,19966.57984058019,603000.2572747935,603000.2572747935,603000.2572747935,603000.2572747935,0,846938.2920595447,850491.0511675496,868527.436434166,855573.0252582906,12185.276718866151,415046.1237988812,415046.1237988812,415046.1237988812,415046.1237988812,0,397136.5607215638,398703.8289206701,410660.81094689947,402349.3425442221,7786.759756488072,187954.13347591207,187954.13347591207,187954.13347591207,187954.13347591207,0,0,0,0,0,0,-222706.67747098708,-210749.6954447589,-209182.42724565114,-214395.2090683099,7786.759756487888,0,0,0,0,0,0,0,0,0,0,397136.5607215638,398703.8289206701,410660.81094689947,402349.3425442221,7786.759756488072,187954.13347591207,187954.13347591207,187954.13347591207,187954.13347591207,0
65-74,Male,NHW,CED,MJ,-13432001.752548518,-13269413.214537354,-13093165.420032017,-13264620.492960453,178383.2066645134,0,0,0,0,0,-13432001.752548518,-13269413.214537354,-13093165.420032017,-13264620.492960453,178383.2066645134,-330357554.742659,-328281377.0462576,-297323825.43995035,-318147561.6392731,19475617.670394115,-9877747.529702045,-9765487.821047548,-9627012.686628146,-9756289.426042318,132205.9213711932,-3554254.2228464806,-3503925.393489803,-3466152.7334038764,-3508331.0669181366,46525.91362131881,28511976.59985536,28688224.39436075,28850812.93237184,28683431.672783803,178383.2066645022,15418811.179823369,15418811.179823369,15418811.179823369,15418811.179823369,0,21283250.33275724,21421725.467176653,21533985.175831184,21412527.07217143,132205.9213712151,11656237.646129113,11656237.646129113,11656237.646129113,11656237.64612911,0,7228726.267098129,7266498.927184043,7316827.756540723,7270904.600612382,46525.91362131386,3762573.533694241,3762573.533694241,3762573.533694241,3762573.533694241,0,0,0,0,0,0,-3554254.2228464806,-3503925.393489803,-3466152.7334038764,-3508331.0669181366,46525.91362131881,0,0,0,0,0,0,0,0,0,0,7228726.267098129,7266498.927184043,7316827.756540723,7270904.600612382,46525.91362131386,3762573.533694241,3762573.533694241,3762573.533694241,3762573.533694241,0
65-74,Male,NHW,FL,mrh-eq,-443245.4041591949,-438933.61012134043,-423993.6817460505,-435204.44017838064,10634.721122917274,0,0,0,0,0,-443245.4041591949,-438933.61012134043,-423993.6817460505,-435204.44017838064,10634.721122917274,-330357554.742659,-328281377.0462576,-297323825.43995035,-318147561.6392731,19475617.670394115,-321127.84134001116,-318392.49318638834,-306841.55497865606,-315299.30369371834,7982.023674412208,-122117.56281918424,-120541.11693495215,-117152.12676739387,-119905.13648466226,2670.7952055067367,973589.3773440417,988529.305719332,992841.0997571866,984800.1357763722,10634.721122917552,549595.6955979905,549595.6955979905,549595.6955979905,549595.6955979905,0,721735.8049981175,733286.7432058498,736022.0913594723,730193.5537131797,7982.0236744120875,414894.25001946173,414894.25001946173,414894.25001946173,414894.2500194617,0,251853.5723459237,255242.5625134819,256819.00839771391,254606.582063192,2670.7952055066708,134701.44557852967,134701.44557852967,134701.44557852967,134701.44557852967,0,0,0,0,0,0,-122117.56281918424,-120541.11693495215,-117152.12676739387,-119905.13648466226,2670.7952055067367,0,0,0,0,0,0,0,0,0,0,251853.5723459237,255242.5625134819,256819.00839771391,254606.582063192,2670.7952055066708,134701.44557852967,134701.44557852967,134701.44557852967,134701.44557852967,0
65-74,Male,NHW,Food_price,USD,-6336980.506395254,-6272758.842425523,-5803968.845213933,-6130805.0412880285,306286.8240250755,0,0,0,0,0,-6336980.506395254,-6272758.842425523,-5803968.845213933,-6130805.0412880285,306286.8240250755,-330357554.742659,-328281377.0462576,-297323825.43995035,-318147561.6392731,19475617.670394115,-4344482.157152748,-4300980.075121251,-3958006.806538035,-4195902.465804859,222835.86941382108,-1992498.349242499,-1971778.7673042733,-1845962.0386759078,-1934902.5754831715,83474.90164474383,13475640.437171785,13944430.43438338,14008652.09835309,13802476.633245876,306286.82402507,7671671.591957846,7671671.591957846,7671671.591957846,7671671.591957846,0,9514768.575285358,9857741.843868585,9901243.925900072,9752664.234552184,222835.86941382478,5556761.768747324,5556761.768747324,5556761.768747324,5556761.768747324,0,3960871.861886419,4086688.590514784,4107408.1724530053,4049812.3986936808,83474.90164474203,2114909.8232105114,2114909.8232105114,2114909.8232105114,2114909.8232105114,0,0,0,0,0,0,-1992498.349242499,-1971778.7673042733,-1845962.0386759078,-1934902.5754831715,83474.90164474383,0,0,0,0,0,0,0,0,0,0,3960871.861886419,4086688.590514784,4107408.1724530053,4049812.3986936808,83474.90164474203,2114909.8232105114,2114909.8232105114,2114909.8232105114,2114909.8232105114,0
65-74,Male,OTH,CED,MJ,-685840.1371359681,-649105.2770289963,-634240.6353660495,-656779.0378865489,27958.933417579567,0,0,0,0,0,-685840.1371359681,-649105.2770289963,-634240.6353660495,-656779.0378865489,27958.933417579567,-18576856.80199798,-17871804.488311745,-14458844.178440861,-16921661.331755728,2318316.9942820016,-500414.7292829395,-475647.3147037701,-468005.7584066656,-481656.38778519636,17833.536217056546,-185425.40785302912,-173457.96232522675,-166234.87695938433,-175122.65010135304,10202.648350294145,2021409.8794907453,2036274.5211536917,2073009.3812606619,2043948.2820112437,27958.933417578515,1387169.2441246947,1387169.2441246947,1387169.2441246947,1387169.2441246947,0,1521531.77912668,1529173.3354237834,1553940.7500029528,1535182.40850521,17833.536217056135,1053526.0207200143,1053526.0207200143,1053526.0207200143,1053526.0207200143,0,499878.1003640654,507101.1857299083,519068.6312577107,508765.87350603443,10202.648350294383,333643.2234046812,333643.2234046812,333643.2234046812,333643.2234046812,0,0,0,0,0,0,-185425.40785302912,-173457.96232522675,-166234.87695938433,-175122.65010135304,10202.648350294145,0,0,0,0,0,0,0,0,0,0,499878.1003640654,507101.1857299083,519068.6312577107,508765.87350603443,10202.648350294383,333643.2234046812,333643.2234046812,333643.2234046812,333643.2234046812,0
65-74,Male,OTH,FL,mrh-eq,-24002.350398455674,-22487.902825757174,-20133.462047503384,-22193.1683676676,2052.192481189473,0,0,0,0,0,-24002.350398455674,-22487.902825757174,-20133.462047503384,-22193.1683676676,2052.192481189473,-18576856.80199798,-17871804.488311745,-14458844.178440861,-16921661.331755728,2318316.9942820016,-17141.81434159046,-16154.8745389816,-14555.09602347319,-15939.843411648422,1374.1078280706922,-6860.536056865196,-6333.028286775579,-5578.366024030184,-6253.324956019165,678.3472897464694,70995.00425575532,73349.44503400916,74863.89260670755,73054.71057591954,2052.192481189442,50861.542208251994,50861.542208251994,50861.542208251994,50861.54220825199,0,53121.34637077033,54721.12488627864,55708.06468888752,54506.093758945506,1374.1078280706515,38566.250347297144,38566.250347297144,38566.250347297144,38566.250347297144,0,17873.65788498504,18628.32014773042,19155.827917820032,18548.616816974012,678.3472897464579,12295.291860954847,12295.291860954847,12295.291860954847,12295.291860954845,0,0,0,0,0,0,-6860.536056865196,-6333.028286775579,-5578.366024030184,-6253.324956019165,678.3472897464694,0,0,0,0,0,0,0,0,0,0,17873.65788498504,18628.32014773042,19155.827917820032,18548.616816974012,678.3472897464579,12295.291860954847,12295.291860954847,12295.291860954847,12295.291860954845,0
65-74,Male,OTH,Food_price,USD,-336677.7591196585,-318196.212232634,-251181.49067636408,-301167.0281381619,47353.12111255771,0,0,0,0,0,-336677.7591196585,-318196.212232634,-251181.49067636408,-301167.0281381619,47353.12111255771,-18576856.80199798,-17871804.488311745,-14458844.178440861,-16921661.331755728,2318316.9942820016,-228092.91145487284,-216249.1603996304,-169947.29553688542,-204158.59415138388,32344.66330885182,-108584.84766478598,-101947.05183300411,-81234.1951394792,-97008.43398677849,15017.01687551552,786891.8702372555,853906.5917935243,872388.1386805488,836877.4076990526,47353.12111255701,535710.3795608898,535710.3795608898,535710.3795608898,535710.3795608898,0,550823.3130476258,597125.1779103712,608968.928965614,585034.6116621246,32344.663308852134,380876.0175107408,380876.0175107408,380876.0175107408,380876.0175107408,0,236068.55718962903,256781.41388315338,263419.20971493603,251842.79603692822,15017.016875515508,154834.36205014956,154834.36205014956,154834.36205014956,154834.36205014956,0,0,0,0,0,0,-108584.84766478598,-101947.05183300411,-81234.1951394792,-97008.43398677849,15017.01687551552,0,0,0,0,0,0,0,0,0,0,236068.55718962903,256781.41388315338,263419.20971493603,251842.79603692822,15017.016875515508,154834.36205014956,154834.36205014956,154834.36205014956,154834.36205014956,0
75+,Female,HIS,CED,MJ,-894072.6236614948,-811512.4807577037,-763069.0757438301,-823483.2659822361,69724.25606735154,0,0,0,0,0,-894072.6236614948,-811512.4807577037,-763069.0757438301,-823483.2659822361,69724.25606735154,-23334578.9223943,-21534212.131167382,-19729152.66370314,-21532565.578101654,1897593.3035037448,-672657.1891672767,-609760.2382413521,-577328.839166485,-620449.9055575127,51019.73328805153,-221415.4344942181,-201752.24251635105,-185740.2365773447,-203033.36042472324,18809.1704680136,1838253.2392553608,1886696.644269235,1969256.7871730237,1898667.4294937663,69724.25606735049,1075184.163511532,1075184.163511532,1075184.163511532,1075184.163511532,0,1406968.1409199822,1439399.5399948491,1502296.4909207735,1450089.2073110098,51019.73328805131,829639.3017534973,829639.3017534973,829639.3017534973,829639.3017534973,0,431285.098335379,447297.10427438596,466960.2962522523,448578.2221827577,18809.170468013534,245544.86175803447,245544.86175803447,245544.86175803447,245544.86175803447,0,0,0,0,0,0,-221415.4344942181,-201752.24251635105,-185740.2365773447,-203033.36042472324,18809.1704680136,0,0,0,0,0,0,0,0,0,0,431285.098335379,447297.10427438596,466960.2962522523,448578.2221827577,18809.170468013534,245544.86175803447,245544.86175803447,245544.86175803447,245544.86175803447,0
75+,Female,HIS,FL,mrh-eq,-30654.307686602126,-28087.05209617663,-25503.06737306228,-28081.182225057735,2711.183878123494,0,0,0,0,0,-30654.307686602126,-28087.05209617663,-25503.06737306228,-28081.182225057735,2711.183878123494,-23334578.9223943,-21534212.131167382,-19729152.66370314,-21532565.578101654,1897593.3035037448,-22504.399356105132,-20586.89831935086,-18870.919387427646,-20657.607829817898,1913.338059691155,-8149.908330496923,-7500.15377682576,-6632.147985634651,-7423.574395239814,801.5695012741453,63964.836031694394,66548.82075480875,69116.07634523419,66542.95088368983,2711.183878123465,38461.76865863212,38461.76865863212,38461.76865863212,38461.76865863212,0,48231.57605815371,49947.554990076955,51865.05602683126,50018.264500544,1913.3380596911893,29360.65667072609,29360.65667072609,29360.65667072609,29360.65667072609,0,15733.259973540702,16601.2657647318,17251.020318402978,16524.686383145865,801.5695012741475,9101.111987906042,9101.111987906042,9101.111987906042,9101.111987906042,0,0,0,0,0,0,-8149.908330496923,-7500.15377682576,-6632.147985634651,-7423.574395239814,801.5695012741453,0,0,0,0,0,0,0,0,0,0,15733.259973540702,16601.2657647318,17251.020318402978,16524.686383145865,801.5695012741475,9101.111987906042,9101.111987906042,9101.111987906042,9101.111987906042,0
75+,Female,HIS,Food_price,USD,-396439.9712335731,-393297.13150235254,-340040.74486371037,-375713.4308330819,33361.925579817755,0,0,0,0,0,-396439.9712335731,-393297.13150235254,-340040.74486371037,-375713.4308330819,33361.925579817755,-23334578.9223943,-21534212.131167382,-19729152.66370314,-21532565.578101654,1897593.3035037448,-273003.0474122989,-270102.8522740518,-236079.5192732579,-259182.4530240354,21612.49104713923,-123436.92382127407,-123194.27922830041,-103961.22559045193,-116530.9778090461,11763.066055710446,884721.3510929808,937977.7377316239,941120.5774628456,920394.0370623533,33361.92557981859,544680.6062292727,544680.6062292727,544680.6062292727,544680.6062292727,0,639476.0697842394,673499.4027850339,676399.59792328,662579.003535017,21612.491047139207,403396.5505109823,403396.5505109823,403396.5505109823,403396.5505109823,0,245245.2813087426,264478.334946591,264720.979539565,257815.0335273368,11763.0660557105,141284.0557182906,141284.0557182906,141284.0557182906,141284.0557182906,0,0,0,0,0,0,-123436.92382127407,-123194.27922830041,-103961.22559045193,-116530.9778090461,11763.066055710446,0,0,0,0,0,0,0,0,0,0,245245.2813087426,264478.334946591,264720.979539565,257815.0335273368,11763.0660557105,141284.0557182906,141284.0557182906,141284.0557182906,141284.0557182906,0
75+,Female,NHB,CED,MJ,-1440360.714504674,-1400082.960283911,-1325339.248999174,-1387989.6420158502,61436.869216430365,0,0,0,0,0,-1440360.714504674,-1400082.960283911,-1325339.248999174,-1387989.6420158502,61436.869216430365,-46630540.55541673,-42660125.55416764,-41556357.860075265,-43665966.71457351,2809094.4650947875,-1063438.4461992427,-1034852.1309437621,-971180.491822831,-1022541.4909909725,49713.46372299323,-376922.26830543077,-365230.8293401479,-354158.75717634376,-365448.15102487727,11982.27350304021,3016963.7075733896,3091707.418858126,3131985.173078889,3079614.100590065,61436.869216430096,1691624.4585742159,1691624.4585742159,1691624.4585742159,1691624.4585742159,0,2265749.8319542566,2329421.471075179,2358007.7863306683,2317110.831122395,49713.463722992135,1294569.340131423,1294569.340131423,1294569.340131423,1294569.340131423,0,751213.8756191365,762285.9477829419,773977.3867482241,762503.2694676706,11982.27350304052,397055.1184427935,397055.1184427935,397055.1184427935,397055.11844279355,0,0,0,0,0,0,-376922.26830543077,-365230.8293401479,-354158.75717634376,-365448.15102487727,11982.27350304021,0,0,0,0,0,0,0,0,0,0,751213.8756191365,762285.9477829419,773977.3867482241,762503.2694676706,11982.27350304052,397055.1184427935,397055.1184427935,397055.1184427935,397055.11844279355,0
75+,Female,NHB,FL,mrh-eq,-51190.76673232967,-48595.060895910516,-47925.13107575231,-49270.77177880909,1815.6430652730376,0,0,0,0,0,-51190.76673232967,-48595.060895910516,-47925.13107575231,-49270.77177880909,1815.6430652730376,-46630540.55541673,-42660125.55416764,-41556357.860075265,-43665966.71457351,2809094.4650947875,-37009.088503198815,-35141.793365133635,-34323.87349627229,-35509.99521397708,1448.7976151379596,-14189.467179062682,-13609.046529411784,-13461.05648070859,-13760.77656483203,405.2680178640104,107285.83102908942,107955.76084924754,110551.46668566692,108631.47173214622,1815.643065273143,59360.699953337105,59360.699953337105,59360.699953337105,59360.699953337105,0,79430.94683770997,80248.86670657135,82116.16184463653,80617.0685554148,1448.7976151379783,45107.07334143775,45107.07334143775,45107.07334143775,45107.073341437754,0,27714.683092608033,27862.673141311177,28443.09379096206,28014.403176731434,405.268017863979,14253.62661189942,14253.62661189942,14253.62661189942,14253.626611899419,0,0,0,0,0,0,-14189.467179062682,-13609.046529411784,-13461.05648070859,-13760.77656483203,405.2680178640104,0,0,0,0,0,0,0,0,0,0,27714.683092608033,27862.673141311177,28443.09379096206,28014.403176731434,405.268017863979,14253.62661189942,14253.62661189942,14253.62661189942,14253.626611899419,0
75+,Female,NHB,Food_price,USD,-908046.7347752757,-866163.6436767543,-818185.1058962133,-864024.890454993,47331.84894670399,0,0,0,0,0,-908046.7347752757,-866163.6436767543,-818185.1058962133,-864024.890454993,47331.84894670399,-46630540.55541673,-42660125.55416764,-41556357.860075265,-43665966.71457351,2809094.4650947875,-626534.5647983914,-592024.9014358243,-560901.1773179742,-593212.9502936198,34559.20721630426,-281512.1699768851,-274138.7422409305,-257283.92857823928,-270811.94016137376,13073.129500990404,1728916.2743865226,1776894.8121670645,1818777.903265586,1774756.0589453029,47331.84894670452,910731.1684903107,910731.1684903107,910731.1684903107,910731.1684903107,0,1232670.0163656313,1263793.740483479,1298303.4038460485,1264981.7893412763,34559.20721630425,671768.8390476573,671768.8390476573,671768.8390476573,671768.8390476573,0,496246.2580208927,513101.0716835843,520474.49941953755,509774.269604027,13073.129500990044,238962.32944265337,238962.32944265337,238962.32944265337,238962.32944265337,0,0,0,0,0,0,-281512.1699768851,-274138.7422409305,-257283.92857823928,-270811.94016137376,13073.129500990404,0,0,0,0,0,0,0,0,0,0,496246.2580208927,513101.0716835843,520474.49941953755,509774.269604027,13073.129500990044,238962.32944265337,238962.32944265337,238962.32944265337,238962.32944265337,0
75+,Female,NHW,CED,MJ,-13416982.975532576,-13112542.424684973,-12751402.909142623,-13092648.051107869,350728.7291510807,0,0,0,0,0,-13416982.975532576,-13112542.424684973,-12751402.909142623,-13092648.051107869,350728.7291510807,-341869097.4591876,-330491605.617409,-318352873.72737086,-330224503.8460899,12379121.247681081,-10115192.68634444,-9876541.161158348,-9594645.320285387,-9861367.717057692,274287.24922088406,-3301790.2891881387,-3236001.263526619,-3156757.5888572447,-3231280.3340501785,76442.41163731461,26056682.71568691,26417822.231229316,26722262.782076877,26397927.857652176,350728.72915108775,13305279.806544308,13305279.806544308,13305279.806544308,13305279.80654431,0,19890600.72577868,20172496.566651613,20411148.091837768,20157323.12255099,274287.2492208994,10295955.405493326,10295955.405493326,10295955.405493326,10295955.405493326,0,6166081.9899082435,6245325.664577616,6311114.690239139,6240604.735101178,76442.41163731524,3009324.401050997,3009324.401050997,3009324.401050997,3009324.4010509974,0,0,0,0,0,0,-3301790.2891881387,-3236001.263526619,-3156757.5888572447,-3231280.3340501785,76442.41163731461,0,0,0,0,0,0,0,0,0,0,6166081.9899082435,6245325.664577616,6311114.690239139,6240604.735101178,76442.41163731524,3009324.401050997,3009324.401050997,3009324.401050997,3009324.4010509974,0
