"female","race","pathway","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,3,"medBMI","leg_tot",581.45897282192,26.7499230880338,588.330795818969,553.762893879415,603.314002216934,0.00925090448938924,0.000440280770276227,0.00934244608012804,0.00880056895561841,0.00962342967103209,0.934244608012804,0.880056895561841,0.962342967103209,3.04114492787752,0.139907365304692,3.07708591534105,2.89628898113837,3.15545103527268
0,3,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,"direct","dairy_tot",635.880404302461,52.9577243907088,624.739050481926,591.147717626989,690.083241725387,0.0142305800262252,0.0011923166958662,0.0141162299956217,0.0131503916211191,0.0154079659573443,1.41162299956217,1.31503916211191,1.54079659573443,5.01319604922482,0.417511615226874,4.9253591060226,4.66052953112589,5.44052396904563
0,4,"direct","leg_tot",330.837896759627,18.9537505941519,337.880945860034,310.796368325459,344.892833458449,0.00740154054561986,0.000369170632650468,0.0075097439883228,0.00701632829417531,0.0076947798707669,0.75097439883228,0.701632829417531,0.76947798707669,2.60828172364989,0.149428834343192,2.66380818064676,2.45027699432219,2.71908896453025
0,4,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,"medBMI","leg_tot",304.667724663747,18.9790746198086,298.4304954835,290.034080851682,324.603013279022,0.00681605752607447,0.000376187201203025,0.0066594762865926,0.00654925261629928,0.00721595648940926,0.66594762865926,0.654925261629928,0.721595648940926,2.40195958748889,0.149628485574012,2.35278610695237,2.28658989713826,2.55912673629557
0,4,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"direct","dairy_tot",3455.00374189987,276.898301554669,3568.34765800901,3160.86230076081,3652.80285434617,0.00491598341389131,0.000388110054952199,0.00508010243887534,0.00450314190461684,0.00518932375192936,0.508010243887534,0.450314190461684,0.518932375192936,4.36075941993995,0.349489310887377,4.50381731127352,3.98950654843465,4.61041308381171
1,1,"direct","leg_tot",5328.60131276685,422.12074287505,5112.73256184387,5060.80293207524,5779.888131743,0.00758174066715064,0.000588621052237947,0.00727877652236173,0.00720993580223778,0.00821106505513408,0.727877652236173,0.720993580223778,0.821106505513408,6.72553493588252,0.532782926837643,6.45307453948932,6.38753115976984,7.29513004892943
1,1,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"medBMI","leg_tot",7167.81600010717,399.943357807758,7116.87209715203,6811.83979460333,7567.09452312287,0.0101996696758544,0.000575260864221929,0.0101094227272611,0.00969659406836925,0.0107794551896439,1.01094227272611,0.969659406836925,1.07794551896439,9.04691383219042,0.504791570513192,8.98261459511407,8.59761573951405,9.5508662763817
1,1,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"direct","dairy_tot",881.011772156068,53.3036635725625,902.227867287836,824.459903598158,919.529959851975,0.00785862804956352,0.000441157820111859,0.00805628513692305,0.00738835913898183,0.0081608884358896,0.805628513692305,0.738835913898183,0.81608884358896,5.72912308558037,0.346627887584548,5.86708902910893,5.36137247664703,5.97960264251443
1,2,"direct","leg_tot",907.118487634733,162.940407266291,886.756885803182,761.887914007709,1069.65642281857,0.00808947447700365,0.00142088287169322,0.00794827980547875,0.00680465119858704,0.00949431322621643,0.794827980547875,0.680465119858704,0.949431322621643,5.89889219771319,1.05958362685511,5.7664829305509,4.95447367982842,6.95585859268589
1,2,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"medBMI","leg_tot",1264.7910140009,131.965742705427,1301.84948552629,1127.43760295846,1370.64472424677,0.0112823409115351,0.00115342682263254,0.0116688848333095,0.0100694683169495,0.0121666511726126,1.16688848333095,1.00694683169495,1.21666511726126,8.22479747235834,0.858158774869909,8.46578465487105,7.33160328023002,8.91315255935085
1,2,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"direct","dairy_tot",493.812799894736,40.8287166790054,481.327158941706,461.716867438634,536.521527160914,0.00635363672893492,0.000575117369376236,0.0061927187298914,0.00589194812903607,0.00695210562802076,0.61927187298914,0.589194812903607,0.695210562802076,2.53205104814216,0.20935138757726,2.46803026887401,2.36747746998886,2.75104228867338
1,3,"direct","leg_tot",419.58333621928,28.7705959445957,410.029775489221,397.466068995077,449.821130064035,0.00539590605640112,0.000364925950709506,0.00523000468496594,0.00514773409297929,0.00578509418554286,0.523000468496594,0.514773409297929,0.578509418554286,2.15143557737564,0.14752274066755,2.10244919333458,2.03802812890727,2.30648145227892
1,3,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"medBMI","leg_tot",685.085103453211,60.3101523480565,674.709283662142,632.839681006194,746.149972722638,0.00880955375656652,0.000757756644395615,0.00860604015972441,0.0081959210150459,0.00959617305540294,0.860604015972441,0.819592101504589,0.959617305540294,3.51280982314565,0.309243471410749,3.45960726261479,3.24491867756214,3.82592314518038
1,3,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"direct","dairy_tot",416.071742099987,27.050367495917,402.621798845995,398.594604643607,444.98133132226,0.00753467323692729,0.000575372411699913,0.00720971411261993,0.0071960222618123,0.00814953946770353,0.720971411261993,0.71960222618123,0.814953946770353,3.22502808894913,0.209671040264408,3.12077576801533,3.08956044356959,3.44911020712241
1,4,"direct","leg_tot",273.300863208511,45.7202683457328,252.276188644898,242.395030302877,322.077669493215,0.00494606035372028,0.000822875197613412,0.00450845751176266,0.00443815034647911,0.00582593277662542,0.450845751176266,0.443815034647911,0.582593277662542,2.11839178535148,0.354383955288764,1.9554267022472,1.87883651363325,2.49646737770833
1,4,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"medBMI","leg_tot",434.985180535602,18.365067537134,426.345040655672,422.72421640967,454.590263559475,0.00787381341135903,0.000354835733066586,0.00781645888224903,0.00756441413216617,0.00823196404029539,0.781645888224903,0.756441413216617,0.823196404029539,3.37162869658859,0.142350110977909,3.30465780915321,3.27659231294919,3.52359033454808
1,4,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
