disease,subgroup,Sex,Age_label,Race_label,count,se,X1,X2
AA,45,2,75+,NHW,2128,66,2228.5555931832228,2040.1640301163532
AA,46,2,75+,NHB,112,15,106.47778417638628,114.88706158680044
AA,47,2,75+,HIS,115,16,118.81564590550781,114.9710216112257
AA,48,2,75+,OTH,90,14,110.24822968272305,99.80776211971539
AFF,1,1,20-34,NHW,0,0,0,0
AFF,2,1,20-34,NHB,0,0,0,0
AFF,3,1,20-34,HIS,0,0,0,0
AFF,4,1,20-34,OTH,0,0,0,0
AFF,5,2,20-34,NHW,6,2,4.402928987734783,6.864026308387514
AFF,6,2,20-34,NHB,2,1,0.4800580069277729,3.012233321657225
AFF,7,2,20-34,HIS,3,1,2.471705202323733,2.7360700248829724
AFF,8,2,20-34,OTH,1,1,2.092104450456697,0.3522910473508778
AFF,9,1,35-44,NHW,12,4,15.087721747744915,11.466569175234595
AFF,10,1,35-44,NHB,3,1,4.123352965874036,2.1061540078673624
AFF,11,1,35-44,HIS,4,1,4.031614747943823,1.565830455583951
AFF,12,1,35-44,OTH,2,1,1.395813797858977,0.39793013585207393
AFF,13,2,35-44,NHW,19,5,11.081928994932882,25.4399823051857
AFF,14,2,35-44,NHB,11,4,13.02086081787119,20.65990186141603
AFF,15,2,35-44,HIS,8,2,9.31974710517245,9.512534593679884
AFF,16,2,35-44,OTH,3,1,3.709657300214601,1.4440023738993097
AFF,17,1,45-54,NHW,38,7,32.075338753356924,29.48952759619149
AFF,18,1,45-54,NHB,13,4,5.913849904262087,7.8487529104483045
AFF,19,1,45-54,HIS,9,2,12.123253593117626,8.157655309020132
AFF,20,1,45-54,OTH,5,1,6.416553320824505,5.852251927390457
AFF,21,2,45-54,NHW,100,11,106.64811673502136,104.97723137541512
AFF,22,2,45-54,NHB,28,6,24.605285427017485,31.93856465774644
AFF,23,2,45-54,HIS,12,4,15.514221844346588,17.2016882050923
AFF,24,2,45-54,OTH,9,1,11.114212931264973,6.873589218203397
AFF,25,1,55-64,NHW,246,16,257.3653539191237,256.2941245019245
AFF,26,1,55-64,NHB,54,8,58.23843428375791,54.36317412561897
AFF,27,1,55-64,HIS,16,5,19.573537917117083,10.998552431887891
AFF,28,1,55-64,OTH,10,4,1.0258458325887094,4.979933047070972
AFF,29,2,55-64,NHW,518,24,515.983429452205,482.34162300104214
AFF,30,2,55-64,NHB,100,11,90.38420137838503,108.40569653146514
AFF,31,2,55-64,HIS,41,7,43.96114947344314,19.108081301375808
AFF,32,2,55-64,OTH,19,5,16.339577833368995,22.320765427920172
AFF,33,1,65-74,NHW,1043,33,1023.5068374665802,1061.6107121329828
AFF,34,1,65-74,NHB,130,12,116.3446081861433,133.55288324065864
AFF,35,1,65-74,HIS,60,8,67.79383294508285,54.405713161052816
AFF,36,1,65-74,OTH,55,8,57.014259970366616,41.9595993349536
AFF,37,2,65-74,NHW,1346,37,1378.5204972996487,1341.4906529311859
AFF,38,2,65-74,NHB,179,14,147.644709144055,173.23389947911244
AFF,39,2,65-74,HIS,80,9,81.44113790778256,76.66253896013058
AFF,40,2,65-74,OTH,35,6,27.15224896917075,26.49567035929089
AFF,41,1,75+,NHW,12141,151,12186.661532560445,12101.364709991345
AFF,42,1,75+,NHB,658,37,669.2374871175439,645.885385595409
AFF,43,1,75+,HIS,526,33,478.6215107019169,485.92811021749725
AFF,44,1,75+,OTH,302,25,326.55766529352553,272.10885275143056
AFF,45,2,75+,NHW,7200,119,7211.455260730057,7111.763044620921
AFF,46,2,75+,NHB,330,26,338.7041578339251,325.70893950152316
AFF,47,2,75+,HIS,271,24,256.50316779995404,259.5136968058817
AFF,48,2,75+,OTH,163,19,182.42092241063798,185.79714644363972
ALL,1,1,20-34,NHW,16306,270,16279.312247909114,16510.118652046065
ALL,2,1,20-34,NHB,2811,106,2827.18440125419,2597.4567860347365
ALL,3,1,20-34,HIS,4457,108,4606.368971366886,4457.454639719915
ALL,4,1,20-34,OTH,3011,99,3096.079598078074,3001.4033174296237
ALL,5,2,20-34,NHW,11184,224,11119.082687688056,11187.581348441629
ALL,6,2,20-34,NHB,1301,69,1398.5942994334441,1235.4992578148492
ALL,7,2,20-34,HIS,3404,93,3376.5427545617176,3439.9677915337584
ALL,8,2,20-34,OTH,1709,74,1688.0360078115814,1615.7694529235587
ALL,9,1,35-44,NHW,28642,343,28430.965203361313,27988.557883981808
ALL,10,1,35-44,NHB,6721,170,6626.803437758397,6912.9759595604955
ALL,11,1,35-44,HIS,10186,180,10194.573731075168,9980.038854972125
ALL,12,1,35-44,OTH,7021,150,6979.337214958306,6954.067309879154
ALL,13,2,35-44,NHW,15309,247,15639.631262867593,15440.025672232461
ALL,14,2,35-44,NHB,2826,105,3009.7303375648276,2754.757592780493
ALL,15,2,35-44,HIS,3845,105,3746.9762554641497,3825.3344921765815
ALL,16,2,35-44,OTH,2502,87,2482.5288011293765,2470.157061393318
ALL,17,1,45-54,NHW,73599,572,73688.05922675553,74786.57625945244
ALL,18,1,45-54,NHB,11089,197,11093.219720248428,11198.511430168031
ALL,19,1,45-54,HIS,12825,174,12536.261698664086,12843.75139387684
ALL,20,1,45-54,OTH,10043,159,9986.957027692602,10064.754705138512
ALL,21,2,45-54,NHW,44071,400,44354.65831404944,44441.14676682734
ALL,22,2,45-54,NHB,10664,205,10538.803433206418,10639.56345632022
ALL,23,2,45-54,HIS,7869,140,7564.98483024586,7971.95199735112
ALL,24,2,45-54,OTH,8725,192,8452.99367528267,8459.7307323704
ALL,25,1,55-64,NHW,156717,880,155320.87748722138,155664.8060805434
ALL,26,1,55-64,NHB,27872,367,28240.635618286047,27833.891414728187
ALL,27,1,55-64,HIS,21512,261,21575.190676788206,21624.09158733706
ALL,28,1,55-64,OTH,20643,285,21375.232076566517,20482.311526428613
ALL,29,2,55-64,NHW,174024,911,173414.32185092414,173024.03517502281
ALL,30,2,55-64,NHB,28162,329,28309.79782342467,28122.229113920483
ALL,31,2,55-64,HIS,20584,258,20490.27438514618,20247.515941638136
ALL,32,2,55-64,OTH,19558,277,19114.324844709532,19513.759192384212
ALL,33,1,65-74,NHW,177434,879,178527.0405355063,178031.73770972434
ALL,34,1,65-74,NHB,20773,273,20857.26790247625,20782.7790623888
ALL,35,1,65-74,HIS,19044,244,19156.152029107358,18930.420637874307
ALL,36,1,65-74,OTH,12547,170,12493.911307178088,12327.71956950539
ALL,37,2,65-74,NHW,222301,980,220954.94558386732,224062.2466365478
ALL,38,2,65-74,NHB,27371,320,27065.12240780207,27272.75471686921
ALL,39,2,65-74,HIS,17759,218,17503.999370556823,18006.618331549413
ALL,40,2,65-74,OTH,16838,210,17067.440856785975,16907.892860063155
ALL,41,1,75+,NHW,177441,864,174967.69110469174,176493.1899143996
ALL,42,1,75+,NHB,21018,318,20846.202565641313,21583.650989584927
ALL,43,1,75+,HIS,10474,146,10267.30962051012,10446.445088204278
ALL,44,1,75+,OTH,9329,134,9363.196820183,9229.090350623732
ALL,45,2,75+,NHW,197860,930,198816.27830083246,200048.06325579959
ALL,46,2,75+,NHB,16803,273,16782.310329853786,16515.94478365781
ALL,47,2,75+,HIS,11204,159,11301.860804884403,11168.051155276095
ALL,48,2,75+,OTH,13344,185,13449.409192282421,13505.168295818778
APCA,1,1,20-34,NHW,0,0,0,0
APCA,2,1,20-34,NHB,0,0,0,0
APCA,3,1,20-34,HIS,0,0,0,0
APCA,4,1,20-34,OTH,0,0,0,0
APCA,5,2,20-34,NHW,5,4,8.540253602628425,6.916428031154383
APCA,6,2,20-34,NHB,0,0,0,0
APCA,7,2,20-34,HIS,3,3,2.071717956798547,0
APCA,8,2,20-34,OTH,0,0,0,0
APCA,9,1,35-44,NHW,0,0,0,0
APCA,10,1,35-44,NHB,0,0,0,0
APCA,11,1,35-44,HIS,0,0,0,0
APCA,12,1,35-44,OTH,0,0,0,0
APCA,13,2,35-44,NHW,44,13,47.290167004607724,36.92411330803767
APCA,14,2,35-44,NHB,39,13,26.754202759111877,30.335586036784363
APCA,15,2,35-44,HIS,23,9,23.762615023434122,10.534236496542485
APCA,16,2,35-44,OTH,7,5,10.614489974180032,13.192223562572362
APCA,17,1,45-54,NHW,0,0,0,0
APCA,18,1,45-54,NHB,0,0,0,0
APCA,19,1,45-54,HIS,0,0,0,0
APCA,20,1,45-54,OTH,0,0,0,0
APCA,21,2,45-54,NHW,1722,79,1673.2828042694691,1715.4549957440458
APCA,22,2,45-54,NHB,715,53,697.5370107258791,669.0862031233689
APCA,23,2,45-54,HIS,322,29,315.0436699820674,351.39456426043313
APCA,24,2,45-54,OTH,160,26,99.68550775072052,144.6940768458569
APCA,25,1,55-64,NHW,0,0,0,0
APCA,26,1,55-64,NHB,0,0,0,0
APCA,27,1,55-64,HIS,0,0,0,0
APCA,28,1,55-64,OTH,0,0,0,0
APCA,29,2,55-64,NHW,10969,229,10612.025439129331,11076.007693863576
APCA,30,2,55-64,NHB,2543,99,2506.964493189094,2655.850305652803
APCA,31,2,55-64,HIS,1484,70,1422.69239903199,1523.492761639777
APCA,32,2,55-64,OTH,921,60,899.9707090452638,874.89090644512
APCA,33,1,65-74,NHW,0,0,0,0
APCA,34,1,65-74,NHB,0,0,0,0
APCA,35,1,65-74,HIS,0,0,0,0
APCA,36,1,65-74,OTH,0,0,0,0
APCA,37,2,65-74,NHW,14135,248,13876.802497670753,14346.32880810524
APCA,38,2,65-74,NHB,2005,87,1927.2032859931853,2029.0204355960154
APCA,39,2,65-74,HIS,1294,59,1330.2752096404681,1295.9295894908985
APCA,40,2,65-74,OTH,1032,52,1067.1589971540573,1017.1657790387324
APCA,41,1,75+,NHW,0,0,0,0
APCA,42,1,75+,NHB,0,0,0,0
APCA,43,1,75+,HIS,0,0,0,0
APCA,44,1,75+,OTH,0,0,0,0
APCA,45,2,75+,NHW,9197,201,9272.817713112458,8942.429606184145
APCA,46,2,75+,NHB,1025,68,992.3323320715344,1037.1993191445176
APCA,47,2,75+,HIS,694,40,742.0257379413157,624.4500301902551
APCA,48,2,75+,OTH,648,41,696.845125753191,569.0602899887501
BC,1,1,20-34,NHW,0,0,0,0
BC,2,1,20-34,NHB,0,0,0,0
BC,3,1,20-34,HIS,0,0,0,0
BC,4,1,20-34,OTH,0,0,0,0
BC,5,2,20-34,NHW,0,0,0,0
BC,6,2,20-34,NHB,0,0,0,0
BC,7,2,20-34,HIS,0,0,0,0
BC,8,2,20-34,OTH,0,0,0,0
BC,9,1,35-44,NHW,0,0,0,0
BC,10,1,35-44,NHB,0,0,0,0
BC,11,1,35-44,HIS,0,0,0,0
BC,12,1,35-44,OTH,0,0,0,0
BC,13,2,35-44,NHW,0,0,0,0
BC,14,2,35-44,NHB,0,0,0,0
BC,15,2,35-44,HIS,0,0,0,0
BC,16,2,35-44,OTH,0,0,0,0
BC,17,1,45-54,NHW,13717,580,14289.419315229425,14061.373004070541
BC,18,1,45-54,NHB,2405,207,2408.5376025678315,2067.8345097353454
BC,19,1,45-54,HIS,2280,184,2265.032417998006,1844.1004871618125
BC,20,1,45-54,OTH,1713,178,2135.1677213691983,1200.851456569414
BC,21,2,45-54,NHW,0,0,0,0
BC,22,2,45-54,NHB,0,0,0,0
BC,23,2,45-54,HIS,0,0,0,0
BC,24,2,45-54,OTH,0,0,0,0
BC,25,1,55-64,NHW,52979,511,52979.37407689945,53020.76650957795
BC,26,1,55-64,NHB,9228,212,8844.147227453144,9105.557154939537
BC,27,1,55-64,HIS,7071,150,7155.654569400616,7058.289751720674
BC,28,1,55-64,OTH,7758,175,7617.891761143381,7423.130778286284
BC,29,2,55-64,NHW,0,0,0,0
BC,30,2,55-64,NHB,0,0,0,0
BC,31,2,55-64,HIS,0,0,0,0
BC,32,2,55-64,OTH,0,0,0,0
BC,33,1,65-74,NHW,54872,489,54373.656279493036,54756.469859409684
BC,34,1,65-74,NHB,6141,149,6086.062329569828,6022.856792477473
BC,35,1,65-74,HIS,5750,135,5857.591382962164,5821.23978403522
BC,36,1,65-74,OTH,4430,101,4435.406301346788,4196.2419399734845
BC,37,2,65-74,NHW,0,0,0,0
BC,38,2,65-74,NHB,0,0,0,0
BC,39,2,65-74,HIS,0,0,0,0
BC,40,2,65-74,OTH,0,0,0,0
BC,41,1,75+,NHW,41091,416,41130.3024714429,41357.28165759607
BC,42,1,75+,NHB,5114,157,4991.596284421657,5090.743726423184
BC,43,1,75+,HIS,2025,64,1895.79735581235,2028.4947436750367
BC,44,1,75+,OTH,2017,63,1985.0775861747104,2129.355074025241
BC,45,2,75+,NHW,0,0,0,0
BC,46,2,75+,NHB,0,0,0,0
BC,47,2,75+,HIS,0,0,0,0
BC,48,2,75+,OTH,0,0,0,0
CC,1,1,20-34,NHW,803,61,831.8910276936781,806.119909033909
CC,2,1,20-34,NHB,160,26,162.33779785769343,189.0348277861355
CC,3,1,20-34,HIS,290,28,273.85857718189317,331.8328684020015
CC,4,1,20-34,OTH,130,21,138.05723847533724,168.80454903369673
CC,5,2,20-34,NHW,827,60,834.4619246996131,797.4032135957124
CC,6,2,20-34,NHB,111,20,77.01506899934455,97.5688756693459
CC,7,2,20-34,HIS,253,26,256.56057868102823,221.95138973173567
CC,8,2,20-34,OTH,101,18,104.43865477317694,123.4487002374812
CC,9,1,35-44,NHW,1742,85,1780.110735340352,1854.2857475205926
CC,10,1,35-44,NHB,587,51,554.1212252971238,557.5414775523166
CC,11,1,35-44,HIS,587,43,584.9523421359786,579.9430890471534
CC,12,1,35-44,OTH,324,33,320.8008600355346,393.50853252305615
CC,13,2,35-44,NHW,2069,90,2007.4071838858663,2137.2584177314006
CC,14,2,35-44,NHB,444,42,501.72934025795394,489.86432039991365
CC,15,2,35-44,HIS,585,41,576.5141324993073,657.3357846520976
CC,16,2,35-44,OTH,367,34,336.94544168949966,372.6450664687655
CC,17,1,45-54,NHW,5415,156,5410.919560091245,5276.761886434786
CC,18,1,45-54,NHB,1164,64,1114.2793295271697,1144.5788751167752
CC,19,1,45-54,HIS,1116,52,969.6310599315779,1154.801252312635
CC,20,1,45-54,OTH,796,45,774.4964524645723,821.2233209046815
CC,21,2,45-54,NHW,6081,149,6136.265917938345,6058.82247838327
CC,22,2,45-54,NHB,1476,77,1558.053633541957,1502.694981965619
CC,23,2,45-54,HIS,1382,59,1402.394787967047,1418.6623006936159
CC,24,2,45-54,OTH,1756,86,1803.4570833095722,1787.9968537805685
CC,25,1,55-64,NHW,9947,222,9876.632557860516,9929.680338312797
CC,26,1,55-64,NHB,2489,110,2489.54765646598,2479.3878743130394
CC,27,1,55-64,HIS,1766,75,1682.5595322362628,1858.2241392590404
CC,28,1,55-64,OTH,1770,84,1818.4665448354958,1846.3314192382404
CC,29,2,55-64,NHW,13970,259,13992.1091845129,13852.525298130406
CC,30,2,55-64,NHB,2309,94,2183.6376397015238,2245.7216313471145
CC,31,2,55-64,HIS,2384,88,2298.745055019316,2487.0810949985407
CC,32,2,55-64,OTH,2184,93,2139.5870876477984,2081.4195710700496
CC,33,1,65-74,NHW,11891,227,12121.318316459241,11875.485718860942
CC,34,1,65-74,NHB,1864,82,1883.0901504415806,1972.3879435162821
CC,35,1,65-74,HIS,1490,69,1525.0717080638624,1398.9224581565272
CC,36,1,65-74,OTH,916,46,906.5238383139365,906.8218037828973
CC,37,2,65-74,NHW,14501,251,14624.442103662734,14440.939900248857
CC,38,2,65-74,NHB,2124,90,2110.880743865955,2144.7108255825337
CC,39,2,65-74,HIS,1715,68,1680.0650786227905,1644.9475692529898
CC,40,2,65-74,OTH,1460,62,1393.1596911597442,1386.948866737416
CC,41,1,75+,NHW,18004,276,17994.473156693468,17794.76072921565
CC,42,1,75+,NHB,2255,105,2134.886629973823,2373.1739311388887
CC,43,1,75+,HIS,1092,47,1008.1847790438167,1080.8605166216373
CC,44,1,75+,OTH,1030,45,1011.3474959999552,1074.834763548709
CC,45,2,75+,NHW,15376,259,15004.329387569644,16133.153656216691
CC,46,2,75+,NHB,1687,87,1709.3230838480038,1592.7018200081964
CC,47,2,75+,HIS,1134,51,1119.8192079082428,1076.5574931173371
CC,48,2,75+,OTH,1166,55,1153.0357135272955,1131.104891713677
CM,1,1,20-34,NHW,98,10,109.40746704354196,92.83863137188301
CM,2,1,20-34,NHB,59,8,56.96007050188308,66.05290679445524
CM,3,1,20-34,HIS,28,6,31.331608347494388,27.25382997432114
CM,4,1,20-34,OTH,9,2,9.862415417162785,9.533720662820187
CM,5,2,20-34,NHW,215,16,204.49954417773228,223.96212946359438
CM,6,2,20-34,NHB,143,12,154.23067276279136,141.25881156468083
CM,7,2,20-34,HIS,65,9,65.63389369905086,68.36424858387043
CM,8,2,20-34,OTH,25,5,21.090578287201154,30.53239209423599
CM,9,1,35-44,NHW,144,12,145.07211179673646,136.436787409874
CM,10,1,35-44,NHB,109,11,103.32948818172828,96.83646881919668
CM,11,1,35-44,HIS,32,6,33.06039952091862,32.633716837633386
CM,12,1,35-44,OTH,20,5,23.901668388869506,17.22891741817474
CM,13,2,35-44,NHW,324,18,282.5070761598389,303.241856057571
CM,14,2,35-44,NHB,237,16,271.72731795760507,235.90943795177014
CM,15,2,35-44,HIS,88,10,104.98970805636365,71.67645343977259
CM,16,2,35-44,OTH,47,7,48.214907553,29.749449096530263
CM,17,1,45-54,NHW,310,18,276.00066320550894,287.8055503361051
CM,18,1,45-54,NHB,164,13,164.54250627548205,165.5087827811674
CM,19,1,45-54,HIS,45,7,59.39511911974697,45.08640822992301
CM,20,1,45-54,OTH,16,4,17.68455228751169,9.898105823070011
CM,21,2,45-54,NHW,749,28,832.4113673827935,783.9426373441091
CM,22,2,45-54,NHB,394,20,384.29106085227073,378.9688910430553
CM,23,2,45-54,HIS,116,11,91.3764750704747,116.11208964990136
CM,24,2,45-54,OTH,63,8,56.019747419246144,81.13738294018391
CM,25,1,55-64,NHW,640,26,642.1022664968193,599.5465846789448
CM,26,1,55-64,NHB,288,18,281.29887968520194,306.38258519986715
CM,27,1,55-64,HIS,71,9,65.954550368097,72.1400577702988
CM,28,1,55-64,OTH,36,6,32.84610420772316,32.744325011791666
CM,29,2,55-64,NHW,1465,38,1492.7486172541305,1494.1082118582856
CM,30,2,55-64,NHB,594,25,616.7456190916237,597.28118565074
CM,31,2,55-64,HIS,173,14,158.88341234680706,153.99211832456507
CM,32,2,55-64,OTH,91,10,105.53706382081167,98.52994972211911
CM,33,1,65-74,NHW,982,32,968.6233729917109,962.1187086585219
CM,34,1,65-74,NHB,316,18,333.22618061980336,306.7465366405418
CM,35,1,65-74,HIS,78,9,77.51514991361739,72.22460720614643
CM,36,1,65-74,OTH,44,7,51.74423980590772,47.614681324595175
CM,37,2,65-74,NHW,2002,45,1993.9852271630402,1921.9331157704032
CM,38,2,65-74,NHB,549,24,580.2904435495619,565.2405401546205
CM,39,2,65-74,HIS,152,13,137.29702886615846,133.36153164032072
CM,40,2,65-74,OTH,88,10,95.54547923405602,82.85103777239961
CM,41,1,75+,NHW,3851,88,3786.4393783618034,3958.276458336605
CM,42,1,75+,NHB,529,33,530.1054092045391,503.2842962644923
CM,43,1,75+,HIS,296,25,284.40790017190415,274.27006826061825
CM,44,1,75+,OTH,137,17,126.53848758217514,100.61574219279373
CM,45,2,75+,NHW,4298,93,4179.301527827827,4310.951044373304
CM,46,2,75+,NHB,482,31,456.88438416383786,480.7954819609504
CM,47,2,75+,HIS,289,25,305.101760161508,283.85376510335726
CM,48,2,75+,OTH,144,17,133.1103860085955,139.21091771984797
DIAB,1,1,20-34,NHW,169,13,164.37421076000342,167.99419998766274
DIAB,2,1,20-34,NHB,109,11,129.8618999878269,100.20980339188586
DIAB,3,1,20-34,HIS,39,7,38.0744659692103,50.67311127162254
DIAB,4,1,20-34,OTH,10,4,14.980642784183189,9.559798603492553
DIAB,5,2,20-34,NHW,263,16,271.65432622059575,255.19390105005382
DIAB,6,2,20-34,NHB,148,12,126.67592645713745,161.03708964393957
DIAB,7,2,20-34,HIS,59,8,62.31532958058227,59.4694110774813
DIAB,8,2,20-34,OTH,21,5,15.94574469396824,17.653637394307854
DIAB,9,1,35-44,NHW,389,21,382.060815680774,409.57686845466185
DIAB,10,1,35-44,NHB,241,16,233.9971429938031,227.39819376644436
DIAB,11,1,35-44,HIS,75,9,88.9874649159889,74.57857850889127
DIAB,12,1,35-44,OTH,41,7,51.054930403226315,38.55020641669136
DIAB,13,2,35-44,NHW,636,26,630.4760213670811,639.0079273204768
DIAB,14,2,35-44,NHB,381,20,398.7209441442476,414.93977759605445
DIAB,15,2,35-44,HIS,192,14,216.6489865805178,218.36369247605415
DIAB,16,2,35-44,OTH,81,10,95.50140218937628,84.7333954318599
DIAB,17,1,45-54,NHW,1108,33,1101.553957581562,1159.8988615773594
DIAB,18,1,45-54,NHB,606,25,639.3186102064337,600.873962170699
DIAB,19,1,45-54,HIS,281,17,249.10193070279018,295.6820389959441
DIAB,20,1,45-54,OTH,99,11,100.07039085796059,99.8348024489076
DIAB,21,2,45-54,NHW,2078,46,2086.6812902388883,2117.9098895415195
DIAB,22,2,45-54,NHB,837,29,821.1655303546595,845.2705031309443
DIAB,23,2,45-54,HIS,519,23,500.680020366424,519.3519866079494
DIAB,24,2,45-54,OTH,170,14,195.95794695005927,177.06052720651257
DIAB,25,1,55-64,NHW,2868,54,2895.965903419006,2903.17228074364
DIAB,26,1,55-64,NHB,1189,35,1178.701642856678,1149.6687702626548
DIAB,27,1,55-64,HIS,525,23,538.2795288567376,552.81601361579
DIAB,28,1,55-64,OTH,194,14,195.13411904435137,201.683355976849
DIAB,29,2,55-64,NHW,5368,73,5290.9615943099025,5395.819462187573
DIAB,30,2,55-64,NHB,1726,42,1733.5272782127531,1731.6427796451342
DIAB,31,2,55-64,HIS,923,31,921.2615616579618,928.2074964170217
DIAB,32,2,55-64,OTH,362,20,361.15016716474076,376.5234343089137
DIAB,33,1,65-74,NHW,4785,70,4852.561064908928,4778.5483950223215
DIAB,34,1,65-74,NHB,1617,41,1626.2975366431938,1660.0991645972797
DIAB,35,1,65-74,HIS,796,29,739.3653560423484,820.5925978882731
DIAB,36,1,65-74,OTH,316,18,333.6582344235316,306.75083239740354
DIAB,37,2,65-74,NHW,7948,89,7923.88437488463,7957.2130241868535
DIAB,38,2,65-74,NHB,1915,44,1841.8029727693465,1924.5285422569723
DIAB,39,2,65-74,HIS,1023,32,1020.1947220632997,978.0313733538712
DIAB,40,2,65-74,OTH,459,22,459.62022539311437,478.92876869480295
DIAB,41,1,75+,NHW,11096,150,10979.216706791985,10925.652118373606
DIAB,42,1,75+,NHB,2722,74,2752.5628577115644,2825.671561074314
DIAB,43,1,75+,HIS,1622,57,1706.7384894907973,1622.0984147343743
DIAB,44,1,75+,OTH,855,42,932.6983232299153,781.5570174817674
DIAB,45,2,75+,NHW,11960,155,12264.910680705207,11868.757388561702
DIAB,46,2,75+,NHB,1872,61,1980.112925505743,1922.8184955867248
DIAB,47,2,75+,HIS,1428,54,1461.7146908984423,1469.5674752259902
DIAB,48,2,75+,OTH,695,38,724.1481184100248,706.5201786456809
ECA,1,1,20-34,NHW,9,6,5.8458049315934755,11.793851578257335
ECA,2,1,20-34,NHB,0,0,0,0
ECA,3,1,20-34,HIS,3,3,0.3287615266165518,3.024967056799019
ECA,4,1,20-34,OTH,0,0,0,0
ECA,5,2,20-34,NHW,36,14,44.71613756911546,9.80593785843773
ECA,6,2,20-34,NHB,0,0,0,0
ECA,7,2,20-34,HIS,11,5,10.241270069118945,15.798844048948869
ECA,8,2,20-34,OTH,0,0,0,0
ECA,9,1,35-44,NHW,0,0,0,0
ECA,10,1,35-44,NHB,5,5,2.815450816220239,4.424223361252185
ECA,11,1,35-44,HIS,0,0,0,0
ECA,12,1,35-44,OTH,4,4,7.875679612697562,3.536258398397402
ECA,13,2,35-44,NHW,139,24,142.17028543010701,109.4300434915748
ECA,14,2,35-44,NHB,8,6,2.4201159620153643,1.771629361867797
ECA,15,2,35-44,HIS,23,9,17.856641248180374,17.9038597964087
ECA,16,2,35-44,OTH,13,7,5.23568012269728,14.163587441850906
ECA,17,1,45-54,NHW,111,23,148.50128410595408,104.15139996482552
ECA,18,1,45-54,NHB,4,4,2.878575932058822,0.7898534161361863
ECA,19,1,45-54,HIS,12,6,9.220283062236142,12.88832911670294
ECA,20,1,45-54,OTH,6,4,5.950708828000284,11.250123381816998
ECA,21,2,45-54,NHW,619,48,605.0462989376811,631.0112970643424
ECA,22,2,45-54,NHB,16,8,24.838977203236723,17.99951663141104
ECA,23,2,45-54,HIS,65,13,50.19509238188428,53.83696707116417
ECA,24,2,45-54,OTH,13,8,7.466024472442444,9.596240308979706
ECA,25,1,55-64,NHW,291,39,315.29733229265025,316.6016306272015
