"race","outcome","V1","V2","V3"
4,"CC",1076.13702897491,999.79848982361,1103.14460764027
4,"CM",1.85235860728648,2.98974856043633,2.15373416750346
4,"DIAB",21.5486092498605,27.4911546779862,23.6097203410539
4,"ECA",0.589720176979468,0.847164040962437,0.639705955056699
4,"ENDO",0.332674860504344,0.521982304350653,0.468271205675727
4,"GC",1.29037659719871,0.755673568286309,1.09124183729612
4,"HHD",5.04463428787161,8.68982339444164,8.1213271697999
4,"HSTK",26.0388050427518,37.4085925005847,41.0639504183605
4,"IHD",54.5779826737392,82.8815343274029,90.3279590608595
4,"ISTK",13.85465030038,22.9186160359266,27.267822996115
4,"KC",7.65435589333428,8.22541830424573,9.79429098403787
4,"LC",0,0,0
4,"LVC",6.89170327091542,8.93171818756065,11.473514958272
4,"MLPC",29.0308954428997,31.502831690714,34.7925946724271
4,"MMC",0.804625527210264,1.11510940588485,1.0268383900108
4,"OC",1.44219547946908,1.80427726294576,1.92804924411693
4,"OSTK",22.0798942864599,35.6878886538226,44.3950312294798
4,"OTH",2.57895807263777,3.19871627506712,4.17336309333669
4,"PC",2.41481237859335,2.77908226227679,3.37591457118178
4,"PVD",0.343667628465855,0.584706301035755,0.714010572902331
4,"RHD",0.371017308025191,0.489698820022072,0.61666661230791
4,"SCC",0.726141054667464,1.14088720544298,1.0051847511254
4,"SCNC",0,0,0
4,"TC",3.21678987175454,4.62625018651101,5.07436674934659
4,"UC",28.7302196258839,29.5127500501279,36.5804231015427
