age_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,OTH,FL,mrh-eq,-217385.0663699252,-216527.6577145247,-213383.70777327046,-215725.36252650587,2217.6344135890354,0,0,0,0,0,-217385.0663699252,-216527.6577145247,-213383.70777327046,-215725.36252650587,2217.6344135890354,-183670639.35127142,-178360881.65440613,-174532418.61432308,-178880634.1655578,4830606.757021094,-159246.98844844277,-158335.68247825245,-156146.00162549535,-157887.12988787814,1677.690234094224,-58189.13853549375,-58135.24122070405,-57234.869446996774,-57838.232638627705,564.2805247052434,615761.1479037589,618905.097845013,619762.5065004136,618102.8026569943,2217.6344135889876,402377.4401304884,402377.4401304884,402377.4401304884,402377.4401304884,0,463213.989683457,465403.6705362139,466314.97650640435,464955.11794583965,1677.6902340941442,307067.9880579617,307067.9880579617,307067.9880579617,307067.9880579617,0,152544.32151952348,153444.69329323084,153498.59060802043,153147.6847111544,564.2805247052611,95309.4520725267,95309.4520725267,95309.4520725267,95309.45207252672,0,0,0,0,0,0,-58189.13853549375,-58135.24122070405,-57234.869446996774,-57838.232638627705,564.2805247052434,0,0,0,0,0,0,0,0,0,0,152544.32151952348,153444.69329323084,153498.59060802043,153147.6847111544,564.2805247052611,95309.4520725267,95309.4520725267,95309.4520725267,95309.45207252672,0
20-34,OTH,Food_price,USD,-4218968.405568743,-4047154.62832895,-4034822.1413972736,-4103112.9758054824,108359.64100627573,0,0,0,0,0,-4218968.405568743,-4047154.62832895,-4034822.1413972736,-4103112.9758054824,108359.64100627573,-183670639.35127142,-178360881.65440613,-174532418.61432308,-178880634.1655578,4830606.757021094,-2884431.9594649496,-2761522.1291195545,-2755810.581521808,-2802644.3335924135,76491.5182299593,-1334837.0538720905,-1291644.654575452,-1273600.6200460214,-1300468.642213069,33123.26614729955,10962354.514422942,10974687.00135463,11146500.778594404,11030645.348831153,108359.6410062688,6927532.373025667,6927532.373025667,6927532.373025667,6927532.373025667,0,7760256.214661938,7765967.7622596845,7888877.592605077,7807089.966732543,76491.51822995783,5004445.633140132,5004445.633140132,5004445.633140132,5004445.633140132,0,3196687.359931556,3214731.3944609864,3257923.793757627,3223555.382098604,33123.266147300455,1923086.7398855337,1923086.7398855337,1923086.7398855337,1923086.739885534,0,0,0,0,0,0,-1334837.0538720905,-1291644.654575452,-1273600.6200460214,-1300468.642213069,33123.26614729955,0,0,0,0,0,0,0,0,0,0,3196687.359931556,3214731.3944609864,3257923.793757627,3223555.382098604,33123.266147300455,1923086.7398855337,1923086.7398855337,1923086.7398855337,1923086.739885534,0
35-44,HIS,CED,MJ,-9053296.730937835,-8811588.349210894,-8492623.914887499,-8784480.962334946,296023.27614870475,0,0,0,0,0,-9053296.730937835,-8811588.349210894,-8492623.914887499,-8784480.962334946,296023.27614870475,-219729547.45535022,-209209840.8220349,-193832743.7930442,-207505493.31478038,13709583.63337709,-6634603.895689333,-6458271.426212158,-6186877.289001071,-6424916.455077452,237409.4692951359,-2418692.835248507,-2353316.9229987487,-2305746.6258864235,-2359564.5072574974,59691.09350934176,22337877.5693143,22656842.0036377,22898550.385364633,22629734.616761748,296023.2761487041,13845253.654426802,13845253.654426802,13845253.654426802,13845253.654426804,0,16694838.226874007,16966232.36408508,17142564.833562285,16932877.39295039,237409.46929514196,10507960.93787294,10507960.93787294,10507960.93787294,10507960.93787294,0,5643039.342440286,5690609.639552608,5755985.551802374,5696857.223811361,59691.09350934483,3337292.7165538613,3337292.7165538613,3337292.7165538613,3337292.7165538613,0,0,0,0,0,0,-2418692.835248507,-2353316.9229987487,-2305746.6258864235,-2359564.5072574974,59691.09350934176,0,0,0,0,0,0,0,0,0,0,5643039.342440286,5690609.639552608,5755985.551802374,5696857.223811361,59691.09350934483,3337292.7165538613,3337292.7165538613,3337292.7165538613,3337292.7165538613,0
35-44,HIS,FL,mrh-eq,-290376.4722218253,-288421.46706171293,-274696.9144732738,-284291.80129738775,8994.036396192763,0,0,0,0,0,-290376.4722218253,-288421.46706171293,-274696.9144732738,-284291.80129738775,8994.036396192763,-219729547.45535022,-209209840.8220349,-193832743.7930442,-207505493.31478038,13709583.63337709,-208908.05194347314,-207818.64996093352,-196102.39247891452,-204089.92873304602,7473.466767120532,-81468.42027835187,-80602.81710077953,-78594.52199435935,-80201.8725643417,1551.9213030274243,766449.9218684341,780174.4744568735,782129.4796169857,776044.8086925481,8994.03639619287,491753.0073951602,491753.0073951602,491753.0073951602,491753.0073951602,0,569636.9478277914,581353.2053098103,582442.6072923498,577624.4840819228,7473.466767120434,373534.555348877,373534.555348877,373534.555348877,373534.55534887704,0,196812.97404064258,198821.26914706282,199686.87232463533,198420.32461062502,1551.9213030275462,118218.45204628319,118218.45204628319,118218.45204628319,118218.45204628319,0,0,0,0,0,0,-81468.42027835187,-80602.81710077953,-78594.52199435935,-80201.8725643417,1551.9213030274243,0,0,0,0,0,0,0,0,0,0,196812.97404064258,198821.26914706282,199686.87232463533,198420.32461062502,1551.9213030275462,118218.45204628319,118218.45204628319,118218.45204628319,118218.45204628319,0
35-44,HIS,Food_price,USD,-5010694.441933337,-4831566.179313605,-4752586.186835453,-4866705.923222931,139213.35852966577,0,0,0,0,0,-5010694.441933337,-4831566.179313605,-4752586.186835453,-4866705.923222931,139213.35852966577,-219729547.45535022,-209209840.8220349,-193832743.7930442,-207505493.31478038,13709583.63337709,-3372011.6870431076,-3223662.775043556,-3193177.1177077023,-3265018.3029957307,100707.17466679514,-1638682.7548902347,-1607903.404270049,-1559409.0691277515,-1601687.6202272028,42068.813652797115,11939325.130657578,12018305.12313572,12197433.385755457,12053444.86704505,139213.35852966542,7186738.943822122,7186738.943822122,7186738.943822122,7186738.943822122,0,8377128.490568707,8407614.147904554,8555963.059904113,8448969.675856734,100707.17466679668,5183951.372861008,5183951.372861008,5183951.372861008,5183951.372861008,0,3562196.6400888623,3610690.97523116,3641470.3258513464,3604475.1911883135,42068.81365279779,2002787.570961111,2002787.570961111,2002787.570961111,2002787.570961111,0,0,0,0,0,0,-1638682.7548902347,-1607903.404270049,-1559409.0691277515,-1601687.6202272028,42068.813652797115,0,0,0,0,0,0,0,0,0,0,3562196.6400888623,3610690.97523116,3641470.3258513464,3604475.1911883135,42068.81365279779,2002787.570961111,2002787.570961111,2002787.570961111,2002787.570961111,0
35-44,NHB,CED,MJ,-5969501.189790185,-5901240.740034886,-5866957.182283883,-5913162.456527621,54949.19135296039,0,0,0,0,0,-5969501.189790185,-5901240.740034886,-5866957.182283883,-5913162.456527621,54949.19135296039,-167856965.71888283,-166024501.4189865,-165765047.06828204,-166576434.73449242,1200289.716583062,-4332112.047188956,-4283550.796514878,-4275031.04746496,-4297600.446207565,32413.025095252884,-1637389.142601232,-1617689.943520011,-1591926.134818927,-1615562.0103200593,23998.758662270946,13546647.968812887,13580931.526563877,13649191.976319194,13592853.243056623,54949.19135296485,7679690.786529001,7679690.786529001,7679690.786529001,7679690.786529001,0,10115084.272302862,10123604.021352783,10172165.27202684,10137653.671045462,32413.025095241956,5840053.224837894,5840053.224837894,5840053.224837894,5840053.224837895,0,3431563.6965100323,3457327.505211118,3477026.70429234,3455199.572011166,23998.75866227248,1839637.5616911072,1839637.5616911072,1839637.5616911072,1839637.5616911072,0,0,0,0,0,0,-1637389.142601232,-1617689.943520011,-1591926.134818927,-1615562.0103200593,23998.758662270946,0,0,0,0,0,0,0,0,0,0,3431563.6965100323,3457327.505211118,3477026.70429234,3455199.572011166,23998.75866227248,1839637.5616911072,1839637.5616911072,1839637.5616911072,1839637.5616911072,0
35-44,NHB,FL,mrh-eq,-192341.5969037448,-191385.37260348367,-188850.3086373293,-190831.3937733457,1899.1181305780112,0,0,0,0,0,-192341.5969037448,-191385.37260348367,-188850.3086373293,-190831.3937733457,1899.1181305780112,-167856965.71888283,-166024501.4189865,-165765047.06828204,-166576434.73449242,1200289.716583062,-137538.03505613786,-136972.15534028056,-135768.98179478425,-136748.5434702318,951.0062586298804,-54803.56184760688,-54413.21726320303,-53081.32684254492,-54082.85030311381,950.520526091726,452319.4372513806,454854.501217535,455810.72551779647,454300.5223873972,1899.1181305781265,263469.12861405127,263469.12861405127,263469.12861405127,263469.12861405127,0,336871.81415692845,338074.9877024247,338640.867418282,337851.37583237595,951.0062586298611,201102.83236214408,201102.83236214408,201102.83236214408,201102.8323621441,0,115447.62309445234,116779.51351511036,117169.85809951424,116449.14655502119,950.5205260916881,62366.296251907406,62366.296251907406,62366.296251907406,62366.2962519074,0,0,0,0,0,0,-54803.56184760688,-54413.21726320303,-53081.32684254492,-54082.85030311381,950.520526091726,0,0,0,0,0,0,0,0,0,0,115447.62309445234,116779.51351511036,117169.85809951424,116449.14655502119,950.5205260916881,62366.296251907406,62366.296251907406,62366.296251907406,62366.2962519074,0
35-44,NHB,Food_price,USD,-4354443.530616134,-4214399.516444789,-4017156.8579512932,-4194329.81668263,178368.15020304473,0,0,0,0,0,-4354443.530616134,-4214399.516444789,-4017156.8579512932,-4194329.81668263,178368.15020304473,-167856965.71888283,-166024501.4189865,-165765047.06828204,-166576434.73449242,1200289.716583062,-2913498.9897185517,-2816469.684271417,-2692599.6746817315,-2807051.8933442063,116548.527000122,-1440944.5408975815,-1397929.8321733684,-1324557.1832695636,-1387277.9233384237,61947.20861733474,7404560.950441224,7601803.6089347135,7741847.623106066,7581733.90917256,178368.15020304456,3387404.092489926,3387404.092489926,3387404.092489926,3387404.092489926,0,5055209.39717703,5179079.4067667145,5276108.712213861,5169661.615839508,116548.52700012732,2362609.722495302,2362609.722495302,2362609.722495302,2362609.722495302,0,2349351.5532641863,2422724.202167992,2465738.910892205,2412072.2933330466,61947.208617335134,1024794.3699946224,1024794.3699946224,1024794.3699946224,1024794.3699946223,0,0,0,0,0,0,-1440944.5408975815,-1397929.8321733684,-1324557.1832695636,-1387277.9233384237,61947.20861733474,0,0,0,0,0,0,0,0,0,0,2349351.5532641863,2422724.202167992,2465738.910892205,2412072.2933330466,61947.208617335134,1024794.3699946224,1024794.3699946224,1024794.3699946224,1024794.3699946223,0
35-44,NHW,CED,MJ,-27032770.351544164,-27009552.297303174,-25059278.733825404,-26333392.469500795,1192371.5062782047,0,0,0,0,0,-27032770.351544164,-27009552.297303174,-25059278.733825404,-26333392.469500795,1192371.5062782047,-722512781.2656794,-704917182.6438713,-637920661.0682343,-687583525.4670892,46984734.15384598,-20114178.79254263,-20078038.680326298,-18586272.94039211,-19567292.846039332,917780.3952189394,-6952829.560048576,-6893471.393591272,-6471103.682264016,-6766099.623461465,276496.24744674796,58029807.75118077,59980081.31465854,60003299.36889948,59303921.48685614,1192371.5062781905,32970529.017355323,32970529.017355323,32970529.017355323,32970529.017355323,0,43700945.81533779,45192711.55527194,45228851.6674883,44681965.720984995,917780.3952189311,25114672.874945693,25114672.874945693,25114672.874945693,25114672.87494569,0,14326959.824673649,14749327.536000874,14808685.702458221,14621955.765871093,276496.24744674464,7855856.142409634,7855856.142409634,7855856.142409634,7855856.142409634,0,0,0,0,0,0,-6952829.560048576,-6893471.393591272,-6471103.682264016,-6766099.623461465,276496.24744674796,0,0,0,0,0,0,0,0,0,0,14326959.824673649,14749327.536000874,14808685.702458221,14621955.765871093,276496.24744674464,7855856.142409634,7855856.142409634,7855856.142409634,7855856.142409634,0
35-44,NHW,FL,mrh-eq,-869353.2879017381,-867664.8891309879,-803320.2576056616,-845680.2460592069,39627.6375259213,0,0,0,0,0,-869353.2879017381,-867664.8891309879,-803320.2576056616,-845680.2460592069,39627.6375259213,-722512781.2656794,-704917182.6438713,-637920661.0682343,-687583525.4670892,46984734.15384598,-637584.8307341316,-636442.4604854961,-586865.1384351744,-619447.7405550799,30483.039676455846,-232850.70266631298,-230019.93364692936,-216394.99442055976,-226232.50550412724,9261.1895439874,1940000.1136130956,2004344.745138423,2006033.143909172,1982360.102066641,39627.63752592162,1136679.8560074337,1136679.8560074337,1136679.8560074337,1136679.8560074337,0,1451369.5603422394,1500946.8823925625,1502089.2526411961,1483952.162462145,30483.039676456025,864504.4219070659,864504.4219070659,864504.4219070659,864504.4219070659,0,488570.42852092814,502195.3677472975,505026.13676668116,498407.9396044955,9261.189543987284,272175.43410036823,272175.43410036823,272175.43410036823,272175.43410036823,0,0,0,0,0,0,-232850.70266631298,-230019.93364692936,-216394.99442055976,-226232.50550412724,9261.1895439874,0,0,0,0,0,0,0,0,0,0,488570.42852092814,502195.3677472975,505026.13676668116,498407.9396044955,9261.189543987284,272175.43410036823,272175.43410036823,272175.43410036823,272175.43410036823,0
35-44,NHW,Food_price,USD,-15142523.86316381,-14982921.058649173,-14277443.903269341,-14791386.198696474,484579.26634430035,0,0,0,0,0,-15142523.86316381,-14982921.058649173,-14277443.903269341,-14791386.198696474,484579.26634430035,-722512781.2656794,-704917182.6438713,-637920661.0682343,-687583525.4670892,46984734.15384598,-10325585.558719093,-10217874.935672982,-9695091.344636109,-10072235.297781488,355000.4786821356,-4816938.304444713,-4765046.122976195,-4582352.558633219,-4719150.900914982,129706.11649103816,31430985.539841473,32136462.695221305,32296065.499735948,31944927.835268606,484579.2663443017,17153541.636572123,17153541.636572123,17153541.636572123,17153541.636572123,0,21924948.576479916,22447732.16751677,22555442.790562883,22302092.52962528,355000.47868212464,12229857.231843801,12229857.231843801,12229857.231843801,12229857.231843801,0,9506036.963361554,9688730.52770453,9740622.709173063,9642835.305643322,129706.11649104519,4923684.4047283335,4923684.4047283335,4923684.4047283335,4923684.4047283335,0,0,0,0,0,0,-4816938.304444713,-4765046.122976195,-4582352.558633219,-4719150.900914982,129706.11649103816,0,0,0,0,0,0,0,0,0,0,9506036.963361554,9688730.52770453,9740622.709173063,9642835.305643322,129706.11649104519,4923684.4047283335,4923684.4047283335,4923684.4047283335,4923684.4047283335,0
35-44,OTH,CED,MJ,-4691867.477076501,-4570914.103690098,-4214965.270180039,-4488459.556278289,260961.0073905475,0,0,0,0,0,-4691867.477076501,-4570914.103690098,-4214965.270180039,-4488459.556278289,260961.0073905475,-114707512.85795748,-114501192.5809585,-101336108.57006751,-109954257.93748762,8064335.694528028,-3485614.9723410304,-3389597.408538415,-3110568.986715441,-3325383.072390921,205076.71428046128,-1206252.5047354747,-1181316.6951516757,-1104396.283464601,-1163076.4838873683,55887.42501038796,11703969.554438962,12059918.387949023,12180871.761335436,11977463.840537215,260961.0073905532,7489004.28425892,7489004.28425892,7489004.28425892,7489004.28425892,0,8838096.950733224,9117125.372556204,9213142.93635881,9052911.036408704,205076.71428046044,5727527.96401779,5727527.96401779,5727527.96401779,5727527.96401779,0,2865872.6037057405,2942793.0153928134,2967728.8249766133,2924552.8041285067,55887.42501038706,1761476.3202411386,1761476.3202411386,1761476.3202411386,1761476.3202411386,0,0,0,0,0,0,-1206252.5047354747,-1181316.6951516757,-1104396.283464601,-1163076.4838873683,55887.42501038796,0,0,0,0,0,0,0,0,0,0,2865872.6037057405,2942793.0153928134,2967728.8249766133,2924552.8041285067,55887.42501038706,1761476.3202411386,1761476.3202411386,1761476.3202411386,1761476.3202411386,0
35-44,OTH,FL,mrh-eq,-156510.92704358327,-154882.2662110143,-142804.75091475333,-151216.00148691185,7881.605171305924,0,0,0,0,0,-156510.92704358327,-154882.2662110143,-142804.75091475333,-151216.00148691185,7881.605171305924,-114707512.85795748,-114501192.5809585,-101336108.57006751,-109954257.93748762,8064335.694528028,-113798.63450824031,-112388.15974823304,-102886.85873390627,-109549.27334320865,6247.156480580152,-42712.29253534299,-42494.10646278119,-39917.89218084714,-41666.728143703214,1635.9962010031254,423065.0364450946,435142.5517413556,436771.2125739245,431476.28701725317,7881.605171305885,280260.2855303412,280260.2855303412,280260.2855303412,280260.2855303412,0,316934.0226467724,326435.3236610994,327845.7984211064,323596.4372560748,6247.156480580218,214047.16391286618,214047.16391286618,214047.16391286618,214047.16391286618,0,106131.0137983222,108707.22808025619,108925.41415281806,107879.84976117825,1635.996201003126,66213.12161747504,66213.12161747504,66213.12161747504,66213.12161747504,0,0,0,0,0,0,-42712.29253534299,-42494.10646278119,-39917.89218084714,-41666.728143703214,1635.9962010031254,0,0,0,0,0,0,0,0,0,0,106131.0137983222,108707.22808025619,108925.41415281806,107879.84976117825,1635.996201003126,66213.12161747504,66213.12161747504,66213.12161747504,66213.12161747504,0
35-44,OTH,Food_price,USD,-2424102.116289688,-2369613.9421988106,-2330229.084685102,-2374913.3515241332,49619.557584471964,0,0,0,0,0,-2424102.116289688,-2369613.9421988106,-2330229.084685102,-2374913.3515241332,49619.557584471964,-114707512.85795748,-114501192.5809585,-101336108.57006751,-109954257.93748762,8064335.694528028,-1657361.167686585,-1623194.7688492637,-1588170.7851592363,-1622893.8618834019,36416.92319484109,-766740.9486031028,-746419.1733495467,-742058.2995258655,-752019.4896407309,13866.697755257816,6107591.263715753,6146976.12122946,6201464.2953203395,6152275.5305547835,49619.55758447251,3777362.179030651,3777362.179030651,3777362.179030651,3777362.179030651,0,4336691.413307173,4371715.396997199,4405881.79583452,4371414.490031337,36416.923194840034,2748520.6281479346,2748520.6281479346,2748520.6281479346,2748520.6281479346,0,1770899.85040858,1775260.7242322608,1795582.4994858168,1780861.0405234452,13866.697755257645,1028841.550882715,1028841.550882715,1028841.550882715,1028841.5508827151,0,0,0,0,0,0,-766740.9486031028,-746419.1733495467,-742058.2995258655,-752019.4896407309,13866.697755257816,0,0,0,0,0,0,0,0,0,0,1770899.85040858,1775260.7242322608,1795582.4994858168,1780861.0405234452,13866.697755257645,1028841.550882715,1028841.550882715,1028841.550882715,1028841.5508827151,0
45-54,HIS,CED,MJ,-5803392.130478351,-5645927.194490133,-5509569.350968206,-5653333.191846727,154776.51556967967,0,0,0,0,0,-5803392.130478351,-5645927.194490133,-5509569.350968206,-5653333.191846727,154776.51556967967,-134778732.93964472,-132620104.71712224,-128131174.7018559,-131802454.96528228,3569652.507324972,-4236032.257736679,-4102715.8069873736,-3998439.875286564,-4112905.462793863,125359.60180123705,-1567359.8727416687,-1543211.38750277,-1511129.4756816404,-1540427.7290528647,29692.968594032853,14857248.794074535,14993606.637596473,15151071.573584685,15001012.634953061,154776.51556968177,9347679.443106338,9347679.443106338,9347679.443106338,9347679.443106338,0,11084590.5845368,11188866.516237602,11322182.966986896,11199056.17204409,125359.60180122725,7086150.709250227,7086150.709250227,7086150.709250227,7086150.709250227,0,3772658.2095377464,3804740.1213588733,3828888.606597776,3801956.46290897,29692.968594033384,2261528.7338561052,2261528.7338561052,2261528.7338561052,2261528.7338561052,0,0,0,0,0,0,-1567359.8727416687,-1543211.38750277,-1511129.4756816404,-1540427.7290528647,29692.968594032853,0,0,0,0,0,0,0,0,0,0,3772658.2095377464,3804740.1213588733,3828888.606597776,3801956.46290897,29692.968594033384,2261528.7338561052,2261528.7338561052,2261528.7338561052,2261528.7338561052,0
45-54,HIS,FL,mrh-eq,-188881.75590889642,-186437.63626223744,-182374.1676306753,-185869.4436359556,3460.2132035176146,0,0,0,0,0,-188881.75590889642,-186437.63626223744,-182374.1676306753,-185869.4436359556,3460.2132035176146,-134778732.93964472,-132620104.71712224,-128131174.7018559,-131802454.96528228,3569652.507324972,-135226.3004869158,-132760.80599824406,-129612.05126873712,-132521.06556286328,2962.1531967867822,-53675.705272308456,-53654.33043029565,-52760.99137025328,-53348.378073092295,549.5256214415964,511083.3493569402,515146.81798850244,517590.93763516116,514578.6253622205,3460.2132035175714,328709.1817262649,328709.1817262649,328709.1817262649,328709.1817262649,0,378664.27687137254,381813.0316008794,384278.5260895512,381573.2911654987,2962.15319678678,249052.22560263533,249052.22560263533,249052.22560263533,249052.22560263533,0,132417.94749388282,133311.28655392514,133332.6613959379,133005.3341967218,549.5256214415541,79656.95612362944,79656.95612362944,79656.95612362944,79656.95612362944,0,0,0,0,0,0,-53675.705272308456,-53654.33043029565,-52760.99137025328,-53348.378073092295,549.5256214415964,0,0,0,0,0,0,0,0,0,0,132417.94749388282,133311.28655392514,133332.6613959379,133005.3341967218,549.5256214415541,79656.95612362944,79656.95612362944,79656.95612362944,79656.95612362944,0
45-54,HIS,Food_price,USD,-3144274.669307593,-3127632.8472605324,-3091665.3263654285,-3120851.9002963062,28305.01250987421,0,0,0,0,0,-3144274.669307593,-3127632.8472605324,-3091665.3263654285,-3120851.9002963062,28305.01250987421,-134778732.93964472,-132620104.71712224,-128131174.7018559,-131802454.96528228,3569652.507324972,-2111299.6955807973,-2106326.515375546,-2087704.0216254073,-2101537.2825527787,13093.072779109785,-1032974.9737267946,-1021306.3318849856,-1003961.3047400189,-1019314.6177435267,15367.4606595271,7496658.134448116,7532625.655343221,7549267.477390278,7525844.708378993,28305.012509873377,4404992.808082687,4404992.808082687,4404992.808082687,4404992.808082687,0,5275505.962473233,5294128.456223365,5299101.636428615,5289339.223400599,13093.072779105036,3187801.9408478225,3187801.9408478225,3187801.9408478225,3187801.940847823,0,2221152.1719748843,2238497.19911985,2250165.8409616603,2236505.4849783923,15367.460659527147,1217190.8672348636,1217190.8672348636,1217190.8672348636,1217190.8672348636,0,0,0,0,0,0,-1032974.9737267946,-1021306.3318849856,-1003961.3047400189,-1019314.6177435267,15367.4606595271,0,0,0,0,0,0,0,0,0,0,2221152.1719748843,2238497.19911985,2250165.8409616603,2236505.4849783923,15367.460659527147,1217190.8672348636,1217190.8672348636,1217190.8672348636,1217190.8672348636,0
45-54,NHB,CED,MJ,-5121577.262014469,-4623812.228115768,-4600262.515369254,-4790203.568870921,309914.2594359489,0,0,0,0,0,-5121577.262014469,-4623812.228115768,-4600262.515369254,-4790203.568870921,309914.2594359489,-151180322.3932693,-139940110.8509706,-134294911.40690857,-141903272.99070278,9048221.451852754,-3720074.1764209853,-3365955.8559557656,-3348568.671388277,-3484107.131709356,220684.0868221542,-1401503.085593483,-1257856.3721600035,-1251693.8439809766,-1306096.4371615658,89231.00619481764,11338715.244150331,11362264.956896849,11860029.990795545,11528656.297652,309914.25943594816,6738452.728781084,6738452.728781084,6738452.728781084,6738452.7287810845,0,8457913.482373143,8475300.666940626,8829418.987405846,8593451.942694219,220684.08682215272,5109344.810984868,5109344.810984868,5109344.810984868,5109344.810984868,0,2880801.7617771938,2886964.2899562228,3030611.003389702,2935204.354957784,89231.00619481802,1629107.9177962174,1629107.9177962174,1629107.9177962174,1629107.9177962176,0,0,0,0,0,0,-1401503.085593483,-1257856.3721600035,-1251693.8439809766,-1306096.4371615658,89231.00619481764,0,0,0,0,0,0,0,0,0,0,2880801.7617771938,2886964.2899562228,3030611.003389702,2935204.354957784,89231.00619481802,1629107.9177962174,1629107.9177962174,1629107.9177962174,1629107.9177962176,0
45-54,NHB,FL,mrh-eq,-170753.08681957208,-154614.58412161248,-152140.30866615204,-159409.049820735,10639.816323767252,0,0,0,0,0,-170753.08681957208,-154614.58412161248,-152140.30866615204,-159409.049820735,10639.816323767252,-151180322.3932693,-139940110.8509706,-134294911.40690857,-141903272.99070278,9048221.451852754,-122281.80272805686,-111037.06803581602,-109179.71419908306,-114330.88587985387,7462.538580628204,-48471.284091515,-43577.51608579648,-42960.594467069044,-45078.163940881066,3178.216998543205,384437.9775073486,386912.2529628092,403050.7556607687,391706.71866193163,10639.816323767243,232297.66884119672,232297.66884119672,232297.66884119672,232297.66884119672,0,285519.207523286,287376.56136001897,298621.2960522601,290670.3792040569,7462.538580628358,176339.49332420286,176339.49332420286,176339.49332420286,176339.49332420286,0,98918.76998406282,99535.69160279026,104429.45960850878,101036.33945787484,3178.216998543201,55958.17551699381,55958.17551699381,55958.17551699381,55958.17551699382,0,0,0,0,0,0,-48471.284091515,-43577.51608579648,-42960.594467069044,-45078.163940881066,3178.216998543205,0,0,0,0,0,0,0,0,0,0,98918.76998406282,99535.69160279026,104429.45960850878,101036.33945787484,3178.216998543201,55958.17551699381,55958.17551699381,55958.17551699381,55958.17551699382,0
