age_gp,sex_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,Male,added_sugar,FL,mrh-eq,-346743.877284958,-345031.04823583993,-344775.3698222856,-345542.32916059915,1126.7072965451923,0,0,0,0,0,-346743.877284958,-345031.04823583993,-344775.3698222856,-345542.32916059915,1126.7072965451923,-331767246.66296595,-329971706.63456994,-329559380.1109626,-330457044.7064256,1235714.4442911034,-229503.66622679555,-228377.73438846332,-228199.06647139293,-228710.10769416924,744.5245188571664,-117240.21105816268,-116653.31384737662,-116576.30335089266,-116832.22146643,382.2353450149536,748816.097175129,749071.7755886836,750784.6046378012,749583.0565134425,1126.7072965449393,404040.72735284356,404040.72735284356,404040.72735284356,404040.72735284356,0,495657.2523648402,495835.92028191144,496961.85212024406,496168.29358761717,744.5245188577521,267458.1858934481,267458.1858934481,267458.1858934481,267458.1858934481,0,253158.84481028776,253235.85530677158,253822.75251755788,253414.76292582508,382.2353450150628,136582.5414593952,136582.5414593952,136582.5414593952,136582.5414593952,0,0,0,0,0,0,-117240.21105816268,-116653.31384737662,-116576.30335089266,-116832.22146643,382.2353450149536,0,0,0,0,0,0,0,0,0,0,253158.84481028776,253235.85530677158,253822.75251755788,253414.76292582508,382.2353450150628,136582.5414593952,136582.5414593952,136582.5414593952,136582.5414593952,0
20-34,Male,added_sugar,Food_price,USD,-16592177.29872359,-16364683.8481576,-16253706.748990538,-16405566.778473014,181626.7415495318,0,0,0,0,0,-16592177.29872359,-16364683.8481576,-16253706.748990538,-16405566.778473014,181626.7415495318,-331767246.66296595,-329971706.63456994,-329559380.1109626,-330457044.7064256,1235714.4442911034,-10981668.388300722,-10831036.602275481,-10758036.58451214,-10858275.81920948,120041.63729804859,-5610508.910422881,-5533647.245882127,-5495670.1644784,-5547290.95926354,61585.56233479324,35337843.40824749,35448820.50741455,35676313.95798062,35489703.43772999,181626.74154957538,19084136.659256972,19084136.659256972,19084136.659256972,19084136.659256972,0,23390381.43538469,23463381.453148015,23614013.23917325,23490620.67008202,120041.63729803642,12632344.850872537,12632344.850872537,12632344.850872537,12632344.850872537,0,11947461.972862825,11985439.054266559,12062300.718807306,11999082.767647967,61585.56233479293,6451791.80838443,6451791.80838443,6451791.80838443,6451791.80838443,0,0,0,0,0,0,-5610508.910422881,-5533647.245882127,-5495670.1644784,-5547290.95926354,61585.56233479324,0,0,0,0,0,0,0,0,0,0,11947461.972862825,11985439.054266559,12062300.718807306,11999082.767647967,61585.56233479293,6451791.80838443,6451791.80838443,6451791.80838443,6451791.80838443,0
20-34,Male,oil,CED,MJ,797906.2418824225,875515.8973546531,954976.5765662309,876165.3793684592,82670.51066439558,0,0,0,0,0,797906.2418824225,875515.8973546531,954976.5765662309,876165.3793684592,82670.51066439558,85745855.56322704,93984923.2149937,102572064.09458219,94107054.17212416,8856530.816144116,667147.7620711185,732036.0932628562,798354.8289452239,732537.989575358,69057.71887692416,130758.47981130377,143479.80409179634,156621.74762100703,143627.38979310094,13612.84625599823,9315815.918332255,9395276.597543826,9472886.253016064,9394627.115530025,82670.51066439602,10270792.494898481,10270792.494898481,10270792.494898481,10270792.494898481,0,7787428.996054089,7853747.731736456,7918636.062928191,7853245.835423954,69057.7188769227,8585783.824999318,8585783.824999318,8585783.824999318,8585783.824999318,0,1528386.9222781586,1541528.86580737,1554250.1900878625,1541381.280106065,13612.84625599864,1685008.6698991656,1685008.6698991656,1685008.6698991656,1685008.6698991656,0,0,0,0,0,0,130758.47981130377,143479.80409179634,156621.74762100703,143627.38979310094,13612.84625599823,0,0,0,0,0,0,0,0,0,0,1528386.9222781586,1541528.86580737,1554250.1900878625,1541381.280106065,13612.84625599864,1685008.6698991656,1685008.6698991656,1685008.6698991656,1685008.6698991656,0
20-34,Male,oil,FL,mrh-eq,41225.28164409768,45204.19308900925,49193.52533696016,45207.84951112832,4193.813665387086,0,0,0,0,0,41225.28164409768,45204.19308900925,49193.52533696016,45207.84951112832,4193.813665387086,85745855.56322704,93984923.2149937,102572064.09458219,94107054.17212416,8856530.816144116,34469.680452426386,37796.28155892436,41126.03687623126,37797.388299559076,3503.345617324353,6755.601191671226,7407.911530084854,8067.488460728877,7410.461211569203,690.4705144005981,479261.4541049429,483250.78635289334,487229.69779780484,483247.1299307744,4193.813665386795,528454.9794419026,528454.9794419026,528454.9794419026,528454.9794419026,0,400639.0886827684,403968.8440000762,407295.4451065733,403967.7372594409,3503.3456173243676,441765.1255590001,441765.1255590001,441765.1255590001,441765.1255590001,0,78622.36542217407,79281.9423528181,79934.25269123177,79279.39267133376,690.4705144006226,86689.85388290303,86689.85388290303,86689.85388290303,86689.85388290303,0,0,0,0,0,0,6755.601191671226,7407.911530084854,8067.488460728877,7410.461211569203,690.4705144005981,0,0,0,0,0,0,0,0,0,0,78622.36542217407,79281.9423528181,79934.25269123177,79279.39267133376,690.4705144006226,86689.85388290303,86689.85388290303,86689.85388290303,86689.85388290303,0
20-34,Male,oil,Food_price,USD,566023.5112355126,570011.8448962065,572466.1724981503,569473.5971562942,3422.763769411589,0,0,0,0,0,566023.5112355126,570011.8448962065,572466.1724981503,569473.5971562942,3422.763769411589,85745855.56322704,93984923.2149937,102572064.09458219,94107054.17212416,8856530.816144116,473239.23324886436,476602.50019772863,478700.95234499866,476158.7055305026,2900.1684756609448,92784.2779866475,93409.34469847822,93765.22015315127,93314.89162579132,522.7251674129091,5926179.655369696,5928633.982971639,5932622.316632334,5929172.230711552,3422.7637694113328,6498645.8278678395,6498645.8278678395,6498645.8278678395,6498645.8278678395,0,4954480.71239489,4956579.164542157,4959942.431491025,4957022.959209385,2900.168475660981,5433181.664739894,5433181.664739894,5433181.664739894,5433181.664739894,0,971698.9429748047,972054.8184294769,972679.8851413066,972149.2715021637,522.7251674118742,1065464.1631279541,1065464.1631279541,1065464.1631279541,1065464.1631279541,0,0,0,0,0,0,92784.2779866475,93409.34469847822,93765.22015315127,93314.89162579132,522.7251674129091,0,0,0,0,0,0,0,0,0,0,971698.9429748047,972054.8184294769,972679.8851413066,972149.2715021637,522.7251674118742,1065464.1631279541,1065464.1631279541,1065464.1631279541,1065464.1631279541,0
20-34,Male,sat_fat,CED,MJ,-26123632.642482247,-25464232.865079373,-25027077.16680911,-25542213.243722394,581072.1904599445,0,0,0,0,0,-26123632.642482247,-25464232.865079373,-25027077.16680911,-25542213.243722394,581072.1904599445,-513535563.70756125,-500379662.8602608,-491841002.88113415,-501999747.37540954,11504067.374936113,-19970366.895933323,-19466281.916188303,-19131605.499562114,-19525723.51728263,444444.6565766446,-6153265.746548917,-5997950.948891075,-5895471.66724701,-6016489.726439769,136627.68414210482,56569344.93011895,57006500.62838921,57665900.405792035,57084481.007032216,581072.1904599206,31542267.76330979,31542267.76330979,31542267.76330979,31542267.76330979,0,43239733.98448044,43574410.401106715,44078495.380851716,43633852.002201006,444444.65657667414,24108128.484918382,24108128.484918382,24108128.484918382,24108128.484918382,0,13329610.945638424,13432090.22728249,13587405.024940338,13450629.004831186,136627.6841421073,7434139.278391415,7434139.278391415,7434139.278391415,7434139.278391416,0,0,0,0,0,0,-6153265.746548917,-5997950.948891075,-5895471.66724701,-6016489.726439769,136627.68414210482,0,0,0,0,0,0,0,0,0,0,13329610.945638424,13432090.22728249,13587405.024940338,13450629.004831186,136627.6841421073,7434139.278391415,7434139.278391415,7434139.278391415,7434139.278391416,0
20-34,Male,sat_fat,FL,mrh-eq,-711832.095874244,-693949.095230728,-682062.7174622829,-696053.1734325072,15773.697261611287,0,0,0,0,0,-711832.095874244,-693949.095230728,-682062.7174622829,-696053.1734325072,15773.697261611287,-513535563.70756125,-500379662.8602608,-491841002.88113415,-501999747.37540954,11504067.374936113,-544161.7185713833,-530490.8227834718,-521390.8695024173,-532094.662259562,12064.876249149198,-167670.37730286046,-163458.27244725506,-160671.84795986654,-163958.51117294517,3708.8250847643912,1541768.168213651,1553654.5459820945,1571537.546625611,1555758.6241838746,15773.697261610732,859705.4507513675,859705.4507513675,859705.4507513675,859705.4507513675,0,1178470.5200970615,1187570.4733781165,1201241.3691660282,1189174.3128542064,12064.876249149467,657079.6505946437,657079.6505946437,657079.6505946437,657079.6505946437,0,363297.64811659034,366084.0726039782,370296.1774595845,366584.31132966885,3708.825084764533,202625.8001567236,202625.8001567236,202625.8001567236,202625.8001567236,0,0,0,0,0,0,-167670.37730286046,-163458.27244725506,-160671.84795986654,-163958.51117294517,3708.8250847643912,0,0,0,0,0,0,0,0,0,0,363297.64811659034,366084.0726039782,370296.1774595845,366584.31132966885,3708.825084764533,202625.8001567236,202625.8001567236,202625.8001567236,202625.8001567236,0
20-34,Male,sat_fat,Food_price,USD,-2937988.7392962324,-2893547.0274752416,-2815788.902353634,-2881857.0578960776,65107.613057770286,0,0,0,0,0,-2937988.7392962324,-2893547.0274752416,-2815788.902353634,-2881857.0578960776,65107.613057770286,-513535563.70756125,-500379662.8602608,-491841002.88113415,-501999747.37540954,11504067.374936113,-2245832.2423487594,-2211830.4522177335,-2152360.784524063,-2202894.354827332,49800.481954273375,-692156.4969474729,-681716.575257509,-663428.1178295737,-678962.7030687471,15307.132096657066,6413753.079172845,6491511.2042944515,6535952.9161154395,6479821.234715287,65107.613057768314,3597964.1768191983,3597964.1768191983,3597964.1768191983,3597964.1768191983,0,4902110.654601663,4961580.322295334,4995582.112426361,4952644.224904933,49800.481954274044,2749749.8700775993,2749749.8700775993,2749749.8700775993,2749749.8700775993,0,1511642.424571175,1529930.88199911,1540370.8036890738,1527177.009810348,15307.132096656951,848214.3067416016,848214.3067416016,848214.3067416016,848214.3067416014,0,0,0,0,0,0,-692156.4969474729,-681716.575257509,-663428.1178295737,-678962.7030687471,15307.132096657066,0,0,0,0,0,0,0,0,0,0,1511642.424571175,1529930.88199911,1540370.8036890738,1527177.009810348,15307.132096656951,848214.3067416016,848214.3067416016,848214.3067416016,848214.3067416014,0
35-44,Female,added_sugar,CED,MJ,-7181001.729673786,-6708206.773197071,-6597246.809465114,-6835166.419774178,326320.59738649585,0,0,0,0,0,-7181001.729673786,-6708206.773197071,-6597246.809465114,-6835166.419774178,326320.59738649585,-285846690.9520509,-267014635.5244882,-262595441.12858394,-272071779.7461228,12997593.420890838,-4759647.08054267,-4446493.351904666,-4372739.175904183,-4530493.194935375,216239.43797418266,-2421354.649131116,-2261713.4212924084,-2224507.63356093,-2304673.224838805,110081.25917059349,12519016.815985879,12629976.779717835,13102771.736194555,12756936.426294945,326320.59738649765,5921770.006520768,5921770.006520768,5921770.006520768,5921770.006520768,0,8298589.6740420805,8372343.85004257,8685497.578680579,8456343.693073278,216239.4379741872,3925850.498137906,3925850.498137906,3925850.498137906,3925850.498137906,0,4220427.141943793,4257632.929675267,4417274.157513982,4300592.733221668,110081.25917059615,1995919.5083828613,1995919.5083828613,1995919.5083828613,1995919.5083828613,0,0,0,0,0,0,-2421354.649131116,-2261713.4212924084,-2224507.63356093,-2304673.224838805,110081.25917059349,0,0,0,0,0,0,0,0,0,0,4220427.141943793,4257632.929675267,4417274.157513982,4300592.733221668,110081.25917059615,1995919.5083828613,1995919.5083828613,1995919.5083828613,1995919.5083828613,0
35-44,Female,added_sugar,FL,mrh-eq,-336888.8146768735,-314715.44279550057,-309392.18430452223,-320627.76328335836,15350.98857133618,0,0,0,0,0,-336888.8146768735,-314715.44279550057,-309392.18430452223,-320627.76328335836,15350.98857133618,-285846690.9520509,-267014635.5244882,-262595441.12858394,-272071779.7461228,12997593.420890838,-223315.58870044354,-208629.03080659983,-205089.52971093374,-212540.2788059604,10173.129898990908,-113573.2259764301,-106086.41198890095,-104302.65459358855,-108087.48447739806,5177.864454845492,589668.2577248113,594991.51621579,617164.8880971624,600903.8367036474,15350.98857133599,280276.073420289,280276.073420289,280276.073420289,280276.073420289,0,390915.7935018419,394455.2945975079,409141.85249135154,398366.5425968685,10173.129898990848,185826.26379090798,185826.26379090798,185826.26379090798,185826.26379090795,0,198752.4642229698,200536.2216182822,208023.03560581137,202537.2941067793,5177.864454845492,94449.80962938118,94449.80962938118,94449.80962938118,94449.80962938118,0,0,0,0,0,0,-113573.2259764301,-106086.41198890095,-104302.65459358855,-108087.48447739806,5177.864454845492,0,0,0,0,0,0,0,0,0,0,198752.4642229698,200536.2216182822,208023.03560581137,202537.2941067793,5177.864454845492,94449.80962938118,94449.80962938118,94449.80962938118,94449.80962938118,0
35-44,Female,added_sugar,Food_price,USD,-11653213.305356514,-11475575.834455803,-11015705.785547083,-11376546.859716153,346317.2214455746,0,0,0,0,0,-11653213.305356514,-11475575.834455803,-11015705.785547083,-11376546.859716153,346317.2214455746,-285846690.9520509,-267014635.5244882,-262595441.12858394,-272071779.7461228,12997593.420890838,-7723600.551750225,-7606252.908623435,-7301088.890910378,-7540352.426312464,229581.3567606999,-3929612.7536062817,-3869322.92583237,-3714616.894636702,-3836194.4334036834,116736.19254987557,20972499.3863439,21432369.43525262,21610006.90615333,21333340.460512966,346317.2214455751,9956793.600796815,9956793.600796815,9956793.600796815,9956793.600796815,0,13901800.408755122,14206964.426468182,14324312.069594963,14141063.944157207,229581.3567606983,6600711.517844739,6600711.517844739,6600711.517844739,6600711.517844739,0,7070698.977588774,7225405.008784446,7285694.836558361,7192276.5163557595,116736.19254987976,3356082.082952073,3356082.082952073,3356082.082952073,3356082.082952073,0,0,0,0,0,0,-3929612.7536062817,-3869322.92583237,-3714616.894636702,-3836194.4334036834,116736.19254987557,0,0,0,0,0,0,0,0,0,0,7070698.977588774,7225405.008784446,7285694.836558361,7192276.5163557595,116736.19254987976,3356082.082952073,3356082.082952073,3356082.082952073,3356082.082952073,0
35-44,Female,oil,CED,MJ,-1091808.1621610322,-838905.388082366,-674414.6315392666,-869927.1486211615,221317.46104870082,0,0,0,0,0,-1091808.1621610322,-838905.388082366,-674414.6315392666,-869927.1486211615,221317.46104870082,-117915710.09436116,-90518200.89201216,-72791078.65316114,-93911319.12481846,23930905.218440443,-909508.4669146659,-699038.6298955786,-561774.2470100966,-724724.7541529839,184364.9231636838,-182299.69524636626,-139866.75818678748,-112640.38452916908,-145202.39446817708,36952.83895033843,7001879.396667084,7166370.15321019,7419272.927288852,7197391.913748982,221317.46104870207,6327464.765127817,6327464.765127817,6327464.765127817,6327464.765127818,0,5837547.581461513,5974811.964347001,6185281.8013660805,6000498.088604402,184364.9231636823,5275773.334451423,5275773.334451423,5275773.334451423,5275773.334451423,0,1164331.8152055645,1191558.1888631838,1233991.125922763,1196893.8251445733,36952.838950339225,1051691.4306763967,1051691.4306763967,1051691.4306763967,1051691.4306763967,0,0,0,0,0,0,-182299.69524636626,-139866.75818678748,-112640.38452916908,-145202.39446817708,36952.83895033843,0,0,0,0,0,0,0,0,0,0,1164331.8152055645,1191558.1888631838,1233991.125922763,1196893.8251445733,36952.838950339225,1051691.4306763967,1051691.4306763967,1051691.4306763967,1051691.4306763967,0
35-44,Female,oil,FL,mrh-eq,-52967.3205137002,-41020.05579832013,-32669.86054486237,-42282.18543408235,10738.646014068865,0,0,0,0,0,-52967.3205137002,-41020.05579832013,-32669.86054486237,-42282.18543408235,10738.646014068865,-117915710.09436116,-90518200.89201216,-72791078.65316114,-93911319.12481846,23930905.218440443,-44124.43327491051,-34182.00459000765,-27213.75320337578,-35225.57557185712,8946.124949955563,-8842.887238789697,-6838.051208312397,-5456.107341486552,-7056.609862225188,1792.53682275419,349063.1865420832,357413.381795541,369360.6465109214,358675.51143130334,10738.646014069049,316393.3259972209,316393.3259972209,316393.3259972209,316393.3259972209,0,291027.8142460178,297996.06563264976,307938.4943175525,299039.63661449915,8946.124949955522,263814.0610426419,263814.0610426419,263814.0610426419,263814.0610426419,0,58035.37229606542,59417.316162891315,61422.152193368616,59635.874816804084,1792.536822754214,52579.26495457892,52579.26495457892,52579.26495457892,52579.26495457892,0,0,0,0,0,0,-8842.887238789697,-6838.051208312397,-5456.107341486552,-7056.609862225188,1792.53682275419,0,0,0,0,0,0,0,0,0,0,58035.37229606542,59417.316162891315,61422.152193368616,59635.874816804084,1792.536822754214,52579.26495457892,52579.26495457892,52579.26495457892,52579.26495457892,0
35-44,Female,oil,Food_price,USD,-541433.6840936296,-399357.8491238435,-290712.81089648546,-411087.9532439937,132348.79591570492,0,0,0,0,0,-541433.6840936296,-399357.8491238435,-290712.81089648546,-411087.9532439937,132348.79591570492,-117915710.09436116,-90518200.89201216,-72791078.65316114,-93911319.12481846,23930905.218440443,-450942.17986450467,-332684.25971528824,-241988.7257960351,-342355.27242755605,110293.95920172446,-90491.50422912478,-66673.5894085554,-48724.085100449985,-68732.6808164375,22055.060252216448,3587791.1360993553,3696436.174326706,3838512.0092964945,3708166.278446859,132348.79591570247,3297078.3252028637,3297078.3252028637,3297078.3252028637,3297078.3252028637,0,2990660.7945854026,3081356.3285046546,3199614.2486538743,3091027.341216924,110293.9592017254,2748672.068789372,2748672.068789372,2748672.068789372,2748672.068789372,0,597130.341513946,615079.8458220506,638897.7606426205,617138.9372299331,22055.060252216295,548406.2564134961,548406.2564134961,548406.2564134961,548406.2564134961,0,0,0,0,0,0,-90491.50422912478,-66673.5894085554,-48724.085100449985,-68732.6808164375,22055.060252216448,0,0,0,0,0,0,0,0,0,0,597130.341513946,615079.8458220506,638897.7606426205,617138.9372299331,22055.060252216295,548406.2564134961,548406.2564134961,548406.2564134961,548406.2564134961,0
35-44,Female,sat_fat,CED,MJ,-17530056.762542278,-17496750.583812736,-16472112.314301534,-17148914.762485836,633074.1570754288,0,0,0,0,0,-17530056.762542278,-17496750.583812736,-16472112.314301534,-17148914.762485836,633074.1570754288,-339743069.222063,-339095614.02474093,-319309512.9095992,-332380299.6676112,12226239.27856507,-13625130.920207398,-13600842.52002582,-12802770.490541285,-13329339.49220022,492564.39167520794,-3904925.8423348833,-3895908.06378694,-3669341.8237602552,-3819575.2702856273,140513.1153912698,35847667.34347998,36872305.6129912,36905611.79172072,36524469.79166429,633074.1570754339,19375555.02917842,19375555.02917842,19375555.02917842,19375555.02917842,0,27854275.29746676,28652347.32695128,28676635.72713286,28380844.299125686,492564.3916752005,15051504.806925485,15051504.806925485,15051504.806925485,15051504.806925485,0,7993392.046013204,8219958.286039875,8228976.064587837,8143625.492538574,140513.11539126717,4324050.222252948,4324050.222252948,4324050.222252948,4324050.222252948,0,0,0,0,0,0,-3904925.8423348833,-3895908.06378694,-3669341.8237602552,-3819575.2702856273,140513.1153912698,0,0,0,0,0,0,0,0,0,0,7993392.046013204,8219958.286039875,8228976.064587837,8143625.492538574,140513.11539126717,4324050.222252948,4324050.222252948,4324050.222252948,4324050.222252948,0
35-44,Female,sat_fat,FL,mrh-eq,-466340.4495175445,-465294.7192107488,-438208.11708236206,-456157.57120317296,16788.322541957416,0,0,0,0,0,-466340.4495175445,-465294.7192107488,-438208.11708236206,-456157.57120317296,16788.322541957416,-339743069.222063,-339095614.02474093,-319309512.9095992,-332380299.6676112,12226239.27856507,-362456.4672639878,-361686.2304956659,-340589.0301098039,-354553.962559687,13061.894962012453,-103883.98225355672,-103608.48871508375,-97619.08697255832,-101603.6086434864,3726.51755834411,953904.9210561042,980991.5231844911,982037.2534912868,971854.3751769153,16788.322541957517,515696.8039737421,515696.8039737421,515696.8039737421,515696.8039737421,0,741193.2072188666,762290.4076047282,763060.6443730507,755158.1396687496,13061.89496201243,400604.1771090628,400604.1771090628,400604.1771090628,400604.17710906285,0,212711.7138372376,218701.11557976296,218976.609118236,216696.23550816564,3726.5175583440896,115092.62686467922,115092.62686467922,115092.62686467922,115092.62686467922,0,0,0,0,0,0,-103883.98225355672,-103608.48871508375,-97619.08697255832,-101603.6086434864,3726.51755834411,0,0,0,0,0,0,0,0,0,0,212711.7138372376,218701.11557976296,218976.609118236,216696.23550816564,3726.5175583440896,115092.62686467922,115092.62686467922,115092.62686467922,115092.62686467922,0
35-44,Female,sat_fat,Food_price,USD,-2099427.35744715,-2027792.539243948,-1913766.0594712594,-2012918.2720265843,98561.86833668694,0,0,0,0,0,-2099427.35744715,-2027792.539243948,-1913766.0594712594,-2012918.2720265843,98561.86833668694,-339743069.222063,-339095614.02474093,-319309512.9095992,-332380299.6676112,12226239.27856507,-1631998.572590721,-1576391.9860466477,-1487598.9304493445,-1564747.6109402513,76665.93099323494,-467428.7848564299,-451400.55319730495,-426167.1290219139,-448170.6610863344,21896.061649948864,4168736.841369643,4282763.321142328,4354398.13934553,4267889.053924966,98561.86833668505,2254970.7818983803,2254970.7818983803,2254970.7818983803,2254970.7818983803,0,3239567.38954148,3328360.445138783,3383967.031682857,3316716.0700323866,76665.93099323458,1751968.4590921353,1751968.4590921353,1751968.4590921353,1751968.4590921353,0,929169.4518281583,954402.876003548,970431.1076626737,951172.9838925782,21896.061649948475,503002.3228062432,503002.3228062432,503002.3228062432,503002.32280624314,0,0,0,0,0,0,-467428.7848564299,-451400.55319730495,-426167.1290219139,-448170.6610863344,21896.061649948864,0,0,0,0,0,0,0,0,0,0,929169.4518281583,954402.876003548,970431.1076626737,951172.9838925782,21896.061649948475,503002.3228062432,503002.3228062432,503002.3228062432,503002.32280624314,0
35-44,Male,added_sugar,CED,MJ,-6331934.306721173,-6198042.773419064,-6085954.779304412,-6205693.138046241,129632.32972181728,0,0,0,0,0,-6331934.306721173,-6198042.773419064,-6085954.779304412,-6205693.138046241,129632.32972181728,-247335984.86391738,-242238718.939434,-237708613.56215236,-242437722.64020655,5069967.569639616,-4192758.245131982,-4104294.507065357,-4029905.726748458,-4109233.088731928,85818.49292170198,-2139176.0615891907,-2093748.2663537147,-2056049.0525559527,-2096460.0493143164,43814.04281169052,11775875.368703142,11887963.362817809,12021854.896119894,11895613.727444975,129632.32972181293,5689920.58939873,5689920.58939873,5689920.58939873,5689920.58939873,0,7798777.836093911,7873166.616410806,7961630.354477431,7878105.198077377,85818.4929216997,3768872.1093454575,3768872.1093454575,3768872.1093454575,3768872.109345457,0,3977097.532609232,4014796.746406988,4060224.5416424572,4017508.529367589,43814.04281168388,1921048.4800532719,1921048.4800532719,1921048.4800532719,1921048.4800532719,0,0,0,0,0,0,-2139176.0615891907,-2093748.2663537147,-2056049.0525559527,-2096460.0493143164,43814.04281169052,0,0,0,0,0,0,0,0,0,0,3977097.532609232,4014796.746406988,4060224.5416424572,4017508.529367589,43814.04281168388,1921048.4800532719,1921048.4800532719,1921048.4800532719,1921048.4800532719,0
35-44,Male,added_sugar,FL,mrh-eq,-269898.04735491064,-264788.2079978917,-259341.01251613547,-264669.83742780844,5557.279695138089,0,0,0,0,0,-269898.04735491064,-264788.2079978917,-259341.01251613547,-264669.83742780844,5557.279695138089,-247335984.86391738,-242238718.939434,-237708613.56215236,-242437722.64020655,5069967.569639616,-178732.31798753925,-175358.4090765252,-171742.61060350726,-175273.53554599753,3679.5275814759448,-91165.72936737126,-89429.7989213665,-87598.40191262806,-89396.30188181082,1877.7648589315027,505064.2446171996,510511.4400989548,515621.2794559745,510393.06952887215,5557.279695137947,245723.23210106412,245723.23210106412,245723.23210106412,245723.2321010641,0,334528.4755911266,338144.274064144,341518.18297515804,338059.4005336165,3679.5275814756365,162785.86498761893,162785.86498761893,162785.86498761893,162785.86498761893,0,170535.76902607322,172367.16603481158,174103.09648081634,172333.66899525592,1877.7648589314515,82937.36711344514,82937.36711344514,82937.36711344514,82937.36711344514,0,0,0,0,0,0,-91165.72936737126,-89429.7989213665,-87598.40191262806,-89396.30188181082,1877.7648589315027,0,0,0,0,0,0,0,0,0,0,170535.76902607322,172367.16603481158,174103.09648081634,172333.66899525592,1877.7648589314515,82937.36711344514,82937.36711344514,82937.36711344514,82937.36711344514,0
