age_gp,sex_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
35-44,Female,OTH,CED,MJ,-3065279.179838757,-2921410.1774592837,-2667712.6493979204,-2882873.8526586206,211890.26224647526,0,0,0,0,0,-3065279.179838757,-2921410.1774592837,-2667712.6493979204,-2882873.8526586206,211890.26224647526,-82186881.41830833,-75377779.81897902,-73345397.88489136,-77053821.80678312,4874534.274463869,-2279831.36561262,-2177435.035371149,-1974145.6004268883,-2142033.946001749,163782.27436713764,-785447.8142261291,-743975.1420881399,-693567.0489710356,-740839.9066568714,48434.46307398162,6793324.498526125,7047022.026587496,7190891.028966955,7008485.701786826,211890.26224647328,4125611.849128199,4125611.849128199,4125611.849128199,4125611.8491281993,0,5142527.605867302,5345817.040811558,5448213.371053041,5310415.951442164,163782.27436713988,3168382.0054404177,3168382.0054404177,3168382.0054404177,3168382.0054404177,0,1650796.8926588276,1701204.98577593,1742677.6579139193,1698069.750344662,48434.46307398084,957229.8436877904,957229.8436877904,957229.8436877904,957229.8436877904,0,0,0,0,0,0,-785447.8142261291,-743975.1420881399,-693567.0489710356,-740839.9066568714,48434.46307398162,0,0,0,0,0,0,0,0,0,0,1650796.8926588276,1701204.98577593,1742677.6579139193,1698069.750344662,48434.46307398084,957229.8436877904,957229.8436877904,957229.8436877904,957229.8436877904,0
35-44,Female,OTH,FL,mrh-eq,-105963.22587254964,-99111.47847487751,-94296.79172564198,-99826.23659713597,6171.350370237137,0,0,0,0,0,-105963.22587254964,-99111.47847487751,-94296.79172564198,-99826.23659713597,6171.350370237137,-82186881.41830833,-75377779.81897902,-73345397.88489136,-77053821.80678312,4874534.274463869,-77181.97811560701,-72324.82001190241,-68279.98176597721,-72609.84452340395,4691.758954245938,-28781.247756942612,-26786.658462975167,-26016.809959664904,-27216.392073732073,1501.8098963758655,248313.91065835694,253128.5974075924,259980.34480526458,253843.3555298509,6171.350370237126,154017.11893271492,154017.11893271492,154017.11893271492,154017.11893271492,0,186356.18121120284,190401.01945712802,195258.17756083282,190686.04396862964,4691.758954246028,118076.19944522572,118076.19944522572,118076.19944522572,118076.19944522572,0,61957.72944715412,62727.57795046443,64722.16724443183,63157.31156122131,1501.8098963758623,35940.91948748921,35940.91948748921,35940.91948748921,35940.91948748921,0,0,0,0,0,0,-28781.247756942612,-26786.658462975167,-26016.809959664904,-27216.392073732073,1501.8098963758655,0,0,0,0,0,0,0,0,0,0,61957.72944715412,62727.57795046443,64722.16724443183,63157.31156122131,1501.8098963758623,35940.91948748921,35940.91948748921,35940.91948748921,35940.91948748921,0
35-44,Female,OTH,Food_price,USD,-1687556.3729152535,-1565652.7882805523,-1498595.754128352,-1584897.1919586228,100839.72933179492,0,0,0,0,0,-1687556.3729152535,-1565652.7882805523,-1498595.754128352,-1584897.1919586228,100839.72933179492,-82186881.41830833,-75377779.81897902,-73345397.88489136,-77053821.80678312,4874534.274463869,-1158079.9159031373,-1071420.4843366574,-1027413.1530704258,-1086386.1335648147,69982.59273574299,-529476.4570121163,-494232.30394389434,-471182.6010579261,-498511.0583938079,30903.934106167268,3578643.1251074304,3645700.159259633,3767603.743894335,3664944.562937703,100839.72933179657,2080047.3709790802,2080047.3709790802,2080047.3709790802,2080047.3709790802,0,2557971.188342849,2601978.51960908,2688637.95117556,2616944.1688372376,69982.59273574296,1530558.035272422,1530558.035272422,1530558.035272422,1530558.035272422,0,1020671.9367645833,1043721.6396505509,1078965.792718773,1048000.3941004649,30903.93410616707,549489.3357066581,549489.3357066581,549489.3357066581,549489.3357066581,0,0,0,0,0,0,-529476.4570121163,-494232.30394389434,-471182.6010579261,-498511.0583938079,30903.934106167268,0,0,0,0,0,0,0,0,0,0,1020671.9367645833,1043721.6396505509,1078965.792718773,1048000.3941004649,30903.93410616707,549489.3357066581,549489.3357066581,549489.3357066581,549489.3357066581,0
35-44,Male,HIS,CED,MJ,-4507149.170894187,-4392850.0135418875,-4357353.079549029,-4420499.916475024,82396.24402755176,0,0,0,0,0,-4507149.170894187,-4392850.0135418875,-4357353.079549029,-4420499.916475024,82396.24402755176,-100150662.27873757,-92153289.658662,-89045492.86920993,-93868930.30098605,6030717.879248696,-3256907.2382995263,-3153557.754303013,-3152266.2458006456,-3189367.570265871,63205.422391643275,-1250309.9067263643,-1240651.741872946,-1203863.299377723,-1231132.3462091547,25798.269118712473,11178639.612795932,11214136.546788795,11328435.704141088,11241786.449721927,82396.24402754851,6821286.5332468925,6821286.5332468925,6821286.5332468925,6821286.5332468925,0,8288072.579888476,8289364.08839084,8392713.572387366,8325173.904353703,63205.42239164917,5135806.334087834,5135806.334087834,5135806.334087834,5135806.334087834,0,2889343.498536789,2926131.941032011,2935790.105885431,2916612.5453682207,25798.26911871288,1685480.1991590634,1685480.1991590634,1685480.1991590634,1685480.1991590634,0,0,0,0,0,0,-1250309.9067263643,-1240651.741872946,-1203863.299377723,-1231132.3462091547,25798.269118712473,0,0,0,0,0,0,0,0,0,0,2889343.498536789,2926131.941032011,2935790.105885431,2916612.5453682207,25798.26911871288,1685480.1991590634,1685480.1991590634,1685480.1991590634,1685480.1991590634,0
35-44,Male,HIS,FL,mrh-eq,-137997.4539468745,-137858.51218526773,-137615.3901667494,-137821.9577091584,203.56284570039767,0,0,0,0,0,-137997.4539468745,-137858.51218526773,-137615.3901667494,-137821.9577091584,203.56284570039767,-100150662.27873757,-92153289.658662,-89045492.86920993,-93868930.30098605,6030717.879248696,-98133.01271270216,-97800.17125345176,-97135.98323702643,-97683.90930356582,534.3244945451544,-40861.47070984818,-40058.34093181578,-39482.37745404722,-40138.04840559257,729.1135507932796,377223.93296227616,377467.0549807942,377605.99674240104,377430.50050468504,203.56284570023823,239608.54279552662,239608.54279552662,239608.54279552662,239608.54279552665,0,278451.30036095105,279115.4883773765,279448.329836627,278999.22642749053,534.3244945452846,181315.3171239248,181315.3171239248,181315.3171239248,181315.31712392476,0,97775.60312564901,98351.56660341764,99154.69638144993,98431.27407719435,729.1135507932561,58293.22567160178,58293.22567160178,58293.22567160178,58293.22567160178,0,0,0,0,0,0,-40861.47070984818,-40058.34093181578,-39482.37745404722,-40138.04840559257,729.1135507932796,0,0,0,0,0,0,0,0,0,0,97775.60312564901,98351.56660341764,99154.69638144993,98431.27407719435,729.1135507932561,58293.22567160178,58293.22567160178,58293.22567160178,58293.22567160178,0
35-44,Male,HIS,Food_price,USD,-2508414.0730170556,-2366340.297269938,-2287766.9130146834,-2388621.13638989,117722.22943416762,0,0,0,0,0,-2508414.0730170556,-2366340.297269938,-2287766.9130146834,-2388621.13638989,117722.22943416762,-100150662.27873757,-92153289.658662,-89045492.86920993,-93868930.30098605,6030717.879248696,-1651162.6861885574,-1574480.1460115127,-1511055.467103228,-1579132.027158446,73850.60748397461,-857251.3868284979,-791860.1512584276,-776711.4459114567,-809489.109231445,45054.96601180688,5862528.819478719,5941102.203733977,6083175.979481091,5963383.042853926,117722.22943416705,3574761.9064640366,3574761.9064640366,3574761.9064640366,3574761.9064640366,0,4092444.815434929,4155869.494343215,4232552.034520257,4160521.375490147,73850.60748397419,2581389.348331706,2581389.348331706,2581389.348331706,2581389.348331706,0,1770084.0040437852,1785232.7093907571,1850623.9449608277,1802861.667363774,45054.96601180751,993372.5581323289,993372.5581323289,993372.5581323289,993372.5581323289,0,0,0,0,0,0,-857251.3868284979,-791860.1512584276,-776711.4459114567,-809489.109231445,45054.96601180688,0,0,0,0,0,0,0,0,0,0,1770084.0040437852,1785232.7093907571,1850623.9449608277,1802861.667363774,45054.96601180751,993372.5581323289,993372.5581323289,993372.5581323289,993372.5581323289,0
35-44,Male,NHB,CED,MJ,-2529115.8844842045,-2475739.2763948888,-2411752.747401586,-2472016.497130332,61854.1520623379,0,0,0,0,0,-2529115.8844842045,-2475739.2763948888,-2411752.747401586,-2472016.497130332,61854.1520623379,-61588937.01373812,-59132713.87224336,-58245501.092141464,-59683243.82360927,1823147.6844155851,-1821477.799875186,-1790035.3707866496,-1732862.573897004,-1781007.1715581901,47290.410082278446,-707638.0846090176,-685703.9056082391,-678890.173504583,-691009.3255721417,15812.717081890873,5923182.284121695,5987168.81311501,6040545.421204324,5983446.033850449,61854.15206234393,3511429.536720113,3511429.536720113,3511429.536720113,3511429.5367201134,0,4386769.9871075535,4443942.783997195,4475385.213085729,4434914.584768736,47290.41008227502,2653907.413210548,2653907.413210548,2653907.413210548,2653907.413210548,0,1536412.2970141508,1543226.0291178059,1565160.2081185863,1548531.4490817096,15812.717081891591,857522.1235095678,857522.1235095678,857522.1235095678,857522.1235095678,0,0,0,0,0,0,-707638.0846090176,-685703.9056082391,-678890.173504583,-691009.3255721417,15812.717081890873,0,0,0,0,0,0,0,0,0,0,1536412.2970141508,1543226.0291178059,1565160.2081185863,1548531.4490817096,15812.717081891591,857522.1235095678,857522.1235095678,857522.1235095678,857522.1235095678,0
35-44,Male,NHB,FL,mrh-eq,-77657.14898635379,-75271.48909182806,-74120.9753260641,-75704.87369841115,1898.6110106514336,0,0,0,0,0,-77657.14898635379,-75271.48909182806,-74120.9753260641,-75704.87369841115,1898.6110106514336,-61588937.01373812,-59132713.87224336,-58245501.092141464,-59683243.82360927,1823147.6844155851,-55086.597385809866,-53624.90479650351,-52413.68679218473,-53712.7906157974,1408.8524580641063,-22573.74656046774,-21710.48349380322,-21649.779255248395,-21992.08308261364,544.0221106459055,194631.05677231736,195781.57053808132,198167.23043260706,196214.95514466442,1898.611010651456,120510.0814462533,120510.0814462533,120510.0814462533,120510.0814462533,0,144115.27900263856,145326.4970069573,146788.18959626375,145414.38282625124,1408.8524580641265,91701.59221045373,91701.59221045373,91701.59221045373,91701.59221045375,0,50458.268491048024,50518.972729602865,51382.23579626733,50800.57231841326,544.0221106458769,28808.4892357996,28808.4892357996,28808.4892357996,28808.4892357996,0,0,0,0,0,0,-22573.74656046774,-21710.48349380322,-21649.779255248395,-21992.08308261364,544.0221106459055,0,0,0,0,0,0,0,0,0,0,50458.268491048024,50518.972729602865,51382.23579626733,50800.57231841326,544.0221106458769,28808.4892357996,28808.4892357996,28808.4892357996,28808.4892357996,0
35-44,Male,NHB,Food_price,USD,-1809492.478866398,-1685504.1032426842,-1619552.1579054873,-1705867.7629923392,101512.20597186602,0,0,0,0,0,-1809492.478866398,-1685504.1032426842,-1619552.1579054873,-1705867.7629923392,101512.20597186602,-61588937.01373812,-59132713.87224336,-58245501.092141464,-59683243.82360927,1823147.6844155851,-1204681.1745112706,-1118772.1604399653,-1081582.5822817725,-1135866.6993568472,66458.61371743522,-604811.3043551258,-566731.9428027166,-537969.5756237175,-570001.0636354921,35293.59315485714,3386928.398665757,3452880.344002954,3576868.719626668,3473244.0037526092,101512.20597186586,1767376.2407602689,1767376.2407602689,1767376.2407602689,1767376.2407602689,0,2340559.040745544,2377748.618903735,2463657.632975044,2394843.1578206182,66458.61371743666,1258976.4584637692,1258976.4584637692,1258976.4584637692,1258976.4584637692,0,1046369.3579202155,1075131.7250992155,1113211.0866516237,1078400.8459319903,35293.59315485709,508399.7822964979,508399.7822964979,508399.7822964979,508399.7822964979,0,0,0,0,0,0,-604811.3043551258,-566731.9428027166,-537969.5756237175,-570001.0636354921,35293.59315485714,0,0,0,0,0,0,0,0,0,0,1046369.3579202155,1075131.7250992155,1113211.0866516237,1078400.8459319903,35293.59315485709,508399.7822964979,508399.7822964979,508399.7822964979,508399.7822964979,0
35-44,Male,NHW,CED,MJ,-12559709.64973611,-12251108.448472776,-11703895.409188055,-12167384.996535448,456227.01459635847,0,0,0,0,0,-12559709.64973611,-12251108.448472776,-11703895.409188055,-12167384.996535448,456227.01459635847,-300138882.1022731,-294954181.2647903,-266540616.40364757,-286803702.6599974,19040003.806186896,-9183464.593292452,-8927854.27133878,-8527057.080177939,-8876911.510213459,348283.1784251657,-3376245.056443647,-3323254.1771339895,-3176838.329010125,-3290473.486321987,108722.69130386769,28367474.845833384,28914687.88511809,29223289.08638138,28830964.43318075,456227.0145963278,16663579.43664531,16663579.43664531,16663579.43664531,16663579.436645309,0,21115283.736461684,21516080.92762253,21771691.249576196,21465138.1664972,348283.17842516355,12588226.656283753,12588226.656283753,12588226.656283753,12588226.656283753,0,7252191.109371679,7398606.957495525,7451597.836805207,7365826.2666835375,108722.69130386687,4075352.7803615564,4075352.7803615564,4075352.7803615564,4075352.780361557,0,0,0,0,0,0,-3376245.056443647,-3323254.1771339895,-3176838.329010125,-3290473.486321987,108722.69130386769,0,0,0,0,0,0,0,0,0,0,7252191.109371679,7398606.957495525,7451597.836805207,7365826.2666835375,108722.69130386687,4075352.7803615564,4075352.7803615564,4075352.7803615564,4075352.780361557,0
35-44,Male,NHW,FL,mrh-eq,-399904.90556708653,-393530.0776205948,-371495.20869225304,-388035.326398893,15691.419257986718,0,0,0,0,0,-399904.90556708653,-393530.0776205948,-371495.20869225304,-388035.326398893,15691.419257986718,-300138882.1022731,-294954181.2647903,-266540616.40364757,-286803702.6599974,19040003.806186896,-288596.01407347113,-282821.4796301819,-266667.41845182213,-279179.540424894,11964.569474911572,-111308.89149361441,-110708.59799041344,-104827.79024043134,-108855.78597399901,3769.6588562092543,944929.4920085815,966964.3609369239,973339.1888834147,961469.6097152216,15691.419257986738,573434.2833163282,573434.2833163282,573434.2833163282,573434.2833163282,0,700624.0162381425,716778.0774165018,722552.6118597925,713136.1382112146,11964.569474911974,433956.59778632154,433956.59778632154,433956.59778632154,433956.59778632154,0,244305.4757704388,250186.28352042072,250786.57702362168,248333.47150400633,3769.658856209157,139477.6855300073,139477.6855300073,139477.6855300073,139477.6855300073,0,0,0,0,0,0,-111308.89149361441,-110708.59799041344,-104827.79024043134,-108855.78597399901,3769.6588562092543,0,0,0,0,0,0,0,0,0,0,244305.4757704388,250186.28352042072,250786.57702362168,248333.47150400633,3769.658856209157,139477.6855300073,139477.6855300073,139477.6855300073,139477.6855300073,0
35-44,Male,NHW,Food_price,USD,-7694752.116698037,-7673471.542322988,-7278286.938973771,-7542277.146191701,246889.0382296316,0,0,0,0,0,-7694752.116698037,-7673471.542322988,-7278286.938973771,-7542277.146191701,246889.0382296316,-300138882.1022731,-294954181.2647903,-266540616.40364757,-286803702.6599974,19040003.806186896,-5177370.279908559,-5164226.716620568,-4877514.146712375,-5068237.591490672,178373.97899673402,-2529833.633588624,-2495409.495925582,-2400081.0257725506,-2474039.554701024,70754.11979709036,16235038.127714666,16630222.731063893,16651503.305438928,16499028.334932595,246889.0382296345,8956751.188740889,8956751.188740889,8956751.188740889,8956751.188740889,0,11242772.65666318,11529485.226571377,11542628.789859364,11433496.101441478,178373.97899673498,6365258.509950812,6365258.509950812,6365258.509950812,6365258.509950812,0,4991573.704562636,5086902.174715678,5121326.312378709,5065532.2334911125,70754.11979709133,2591492.678790086,2591492.678790086,2591492.678790086,2591492.678790086,0,0,0,0,0,0,-2529833.633588624,-2495409.495925582,-2400081.0257725506,-2474039.554701024,70754.11979709036,0,0,0,0,0,0,0,0,0,0,4991573.704562636,5086902.174715678,5121326.312378709,5065532.2334911125,70754.11979709133,2591492.678790086,2591492.678790086,2591492.678790086,2591492.678790086,0
35-44,Male,OTH,CED,MJ,-1765075.6519620218,-1541870.9731269246,-1500253.2761961466,-1605585.7036196683,149905.01890246492,0,0,0,0,0,-1765075.6519620218,-1541870.9731269246,-1500253.2761961466,-1605585.7036196683,149905.01890246492,-38775897.95554104,-32173116.63321072,-27643195.878737703,-32900436.13070451,5893075.561067789,-1304193.6745025804,-1132437.123821252,-1105779.7804584934,-1183349.1263891712,113354.78587377178,-460881.9774594415,-409433.8493056723,-394473.49573765334,-422236.577230497,36668.28296781728,4863645.711326873,4905263.408257642,5128468.087092744,4968978.13875039,149905.01890246436,3363392.4351307205,3363392.4351307205,3363392.4351307205,3363392.4351307205,0,3664925.739035862,3691583.082398619,3863339.6330799498,3742495.08496654,113354.7858737724,2559145.958577372,2559145.958577372,2559145.958577372,2559145.958577372,0,1198719.9722910011,1213680.32585902,1265128.4540127895,1226483.0537838447,36668.28296781744,804246.4765533481,804246.4765533481,804246.4765533481,804246.4765533482,0,0,0,0,0,0,-460881.9774594415,-409433.8493056723,-394473.49573765334,-422236.577230497,36668.28296781728,0,0,0,0,0,0,0,0,0,0,1198719.9722910011,1213680.32585902,1265128.4540127895,1226483.0537838447,36668.28296781744,804246.4765533481,804246.4765533481,804246.4765533481,804246.4765533482,0
35-44,Male,OTH,FL,mrh-eq,-57038.83028461774,-48558.422054376664,-48147.34090502336,-51389.764889775885,5283.205587854165,0,0,0,0,0,-57038.83028461774,-48558.422054376664,-48147.34090502336,-51389.764889775885,5283.205587854165,-38775897.95554104,-32173116.63321072,-27643195.878737703,-32900436.13070451,5893075.561067789,-41218.174596142926,-34950.54173243105,-34351.23706773409,-36939.42881980471,4003.6275982445463,-15830.562189282362,-13806.010338096781,-13617.786822753116,-14450.33606997114,1291.3958543200893,174390.50750264968,174801.58865200303,183281.99688224407,177632.9314874022,5283.205587854161,126243.1665976263,126243.1665976263,126243.1665976263,126243.1665976263,0,130322.20153537452,130921.5062000716,137189.13906378343,132910.39328744521,4003.6275982445554,95970.96446764047,95970.96446764047,95970.96446764047,95970.96446764046,0,43889.988952738895,44078.2124680826,46102.76431926818,44722.53819995694,1291.3958543200981,30272.20212998583,30272.20212998583,30272.20212998583,30272.20212998583,0,0,0,0,0,0,-15830.562189282362,-13806.010338096781,-13617.786822753116,-14450.33606997114,1291.3958543200893,0,0,0,0,0,0,0,0,0,0,43889.988952738895,44078.2124680826,46102.76431926818,44722.53819995694,1291.3958543200981,30272.20212998583,30272.20212998583,30272.20212998583,30272.20212998583,0
35-44,Male,OTH,Food_price,USD,-868945.3008328947,-762503.4091669866,-734472.8561368703,-790016.1595655101,74678.04282868726,0,0,0,0,0,-868945.3008328947,-762503.4091669866,-734472.8561368703,-790016.1595655101,74678.04282868726,-38775897.95554104,-32173116.63321072,-27643195.878737703,-32900436.13070451,5893075.561067789,-593938.2482162047,-514906.9332599458,-497437.88422081445,-536507.7283185871,54125.186906571005,-275007.05261669005,-247596.4759070404,-237034.97191605603,-253508.43124692296,20630.70171265472,2431787.6641884404,2459818.2172185564,2566260.108884466,2487330.9676170805,74678.04282868798,1697314.808051571,1697314.808051571,1697314.808051571,1697314.808051571,0,1715400.4770963264,1732869.5261354595,1811900.841091718,1754470.3211941,54125.186906571405,1217962.5928755125,1217962.5928755125,1217962.5928755125,1217962.5928755125,0,716387.1870921132,726948.6910830984,754359.2677927468,732860.6464229802,20630.701712654336,479352.21517605695,479352.21517605695,479352.21517605695,479352.2151760569,0,0,0,0,0,0,-275007.05261669005,-247596.4759070404,-237034.97191605603,-253508.43124692296,20630.70171265472,0,0,0,0,0,0,0,0,0,0,716387.1870921132,726948.6910830984,754359.2677927468,732860.6464229802,20630.701712654336,479352.21517605695,479352.21517605695,479352.21517605695,479352.2151760569,0
45-54,Female,HIS,CED,MJ,-2854716.3246919517,-2806996.797119387,-2764869.2401255863,-2808958.892059304,47318.45898269345,0,0,0,0,0,-2854716.3246919517,-2806996.797119387,-2764869.2401255863,-2808958.892059304,47318.45898269345,-74174973.90807466,-73430308.24824813,-73002529.26791872,-73541496.55684362,624543.8941711268,-2114444.404176805,-2066511.9551801637,-2046903.698633859,-2076450.2683206329,36574.84590622045,-740473.6355484793,-740260.7141244008,-717954.3351009926,-732508.6237386711,13621.575773685461,7219606.155130497,7261733.712124294,7309453.2396968575,7263695.807064213,47318.458982690936,4454736.915004918,4454736.915004918,4454736.915004918,4454736.915004918,0,5455911.920813402,5475520.177359719,5523452.626356346,5485458.490500179,36574.84590621748,3409008.2221795428,3409008.2221795428,3409008.2221795428,3409008.2221795428,0,1763683.0279263568,1785989.4069497678,1786202.3283738452,1778237.3165640365,13621.575773686835,1045728.6928253658,1045728.6928253658,1045728.6928253658,1045728.6928253658,0,0,0,0,0,0,-740473.6355484793,-740260.7141244008,-717954.3351009926,-732508.6237386711,13621.575773685461,0,0,0,0,0,0,0,0,0,0,1763683.0279263568,1785989.4069497678,1786202.3283738452,1778237.3165640365,13621.575773686835,1045728.6928253658,1045728.6928253658,1045728.6928253658,1045728.6928253658,0
45-54,Female,HIS,FL,mrh-eq,-94647.21885481261,-93795.36336904718,-91904.57663775429,-93430.82608991473,1477.6149684372044,0,0,0,0,0,-94647.21885481261,-93795.36336904718,-91904.57663775429,-93430.82608991473,1477.6149684372044,-74174973.90807466,-73430308.24824813,-73002529.26791872,-73541496.55684362,624543.8941711268,-68252.18736430432,-68115.57618724623,-66749.45146565528,-67684.16792600662,874.7166326256822,-26395.031490508227,-25679.787181800795,-25155.12517209907,-25746.658163908065,655.1468682822602,248257.30218205418,250148.08891334702,250999.9443991126,249783.55163421467,1477.6149684372363,156352.7255442999,156352.7255442999,156352.7255442999,156352.7255442999,0,186021.41837289438,187387.5430944856,187524.15427154364,186956.1348332459,874.7166326258317,119271.96690723923,119271.96690723923,119271.96690723923,119271.96690723923,0,62235.8838091597,62760.54581886142,63475.790127568864,62827.4168009687,655.1468682822662,37080.75863706063,37080.75863706063,37080.75863706063,37080.75863706063,0,0,0,0,0,0,-26395.031490508227,-25679.787181800795,-25155.12517209907,-25746.658163908065,655.1468682822602,0,0,0,0,0,0,0,0,0,0,62235.8838091597,62760.54581886142,63475.790127568864,62827.4168009687,655.1468682822662,37080.75863706063,37080.75863706063,37080.75863706063,37080.75863706063,0
45-54,Female,HIS,Food_price,USD,-1777672.2657517828,-1659668.5605877908,-1647237.2040479132,-1696711.4899295855,75775.72777336705,0,0,0,0,0,-1777672.2657517828,-1659668.5605877908,-1647237.2040479132,-1696711.4899295855,75775.72777336705,-74174973.90807466,-73430308.24824813,-73002529.26791872,-73541496.55684362,624543.8941711268,-1204460.7571162023,-1130639.3448428817,-1120602.3434380665,-1153019.8398844625,48204.274190174416,-573211.50863558,-529029.2157449081,-526634.8606098454,-543691.6500451217,27607.565448131565,3959157.740767782,3971589.0973076597,4089592.8024716442,4008632.0266494513,75775.72777336248,2311920.536719865,2311920.536719865,2311920.536719865,2311920.536719865,0,2796935.963607438,2806972.965012247,2880794.377285567,2829353.46005383,48204.27419017168,1676333.6201693679,1676333.6201693679,1676333.6201693679,1676333.6201693679,0,1162221.7771603442,1164616.1322954064,1208798.4251860778,1179278.5665956202,27607.56544813111,635586.916550497,635586.916550497,635586.916550497,635586.916550497,0,0,0,0,0,0,-573211.50863558,-529029.2157449081,-526634.8606098454,-543691.6500451217,27607.565448131565,0,0,0,0,0,0,0,0,0,0,1162221.7771603442,1164616.1322954064,1208798.4251860778,1179278.5665956202,27607.56544813111,635586.916550497,635586.916550497,635586.916550497,635586.916550497,0
45-54,Female,NHB,CED,MJ,-2488655.874317477,-2384811.368534076,-2379753.040680453,-2419473.1853515417,64702.02349372257,0,0,0,0,0,-2488655.874317477,-2384811.368534076,-2379753.040680453,-2419473.1853515417,64702.02349372257,-80441921.56656508,-76451027.02322862,-76111363.99666552,-77732160.88876314,2534939.196542647,-1822060.8173348,-1749464.5854865864,-1741882.9724675852,-1772276.7324442046,46594.41817033113,-666727.8614650653,-638002.8726952558,-635479.5875298784,-647196.4529073372,18272.31466581429,5673796.8174355375,5678855.145289162,5782699.651072563,5713516.962106627,64702.02349372314,3294043.776755088,3294043.776755088,3294043.776755088,3294043.7767550885,0,4263401.971913303,4270983.584932302,4343579.816780521,4293795.731889922,46594.41817033325,2521518.999445721,2521518.999445721,2521518.999445721,2521518.999445721,0,1408004.3648392467,1410527.6500046232,1439252.638774435,1419721.2302167055,18272.31466581533,772524.7773093684,772524.7773093684,772524.7773093684,772524.7773093684,0,0,0,0,0,0,-666727.8614650653,-638002.8726952558,-635479.5875298784,-647196.4529073372,18272.31466581429,0,0,0,0,0,0,0,0,0,0,1408004.3648392467,1410527.6500046232,1439252.638774435,1419721.2302167055,18272.31466581533,772524.7773093684,772524.7773093684,772524.7773093684,772524.7773093684,0
