age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_upper_bound (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_upper_bound (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_upper_bound (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_upper_bound (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,inedible_impact_lower_bound (2.5th percentile),inedible_impact_median,inedible_upper_bound (97.5th percentile),inedible_consumed_impact_mean,inedible_impact_SD,wasted_impact_lower_bound (2.5th percentile),wasted_impact_median,wasted_unconsumed_upper_bound (97.5th percentile),wasted_unconsumed_impact_mean,wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_upper_bound (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_upper_bound (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_unconsumed_wasted_upper_bound (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
75+,Female,NHW,added_sugar,CED,MJ,-3362591.739470837,-3299863.901160587,-3028325.6609837734,-3226597.0934881084,187021.95880598231,0,0,0,0,0,-3362591.739470837,-3299863.901160587,-3028325.6609837734,-3226597.0934881084,187021.95880598231,-139410333.3663416,-136809687.933377,-125551932.1551752,-133772105.3561008,7753779.121598457,-2229681.6317109894,-2188087.789902733,-2008035.0587541535,-2139505.723467532,124011.31584946277,-1132910.107759846,-1111776.111257855,-1020290.6022296159,-1087091.370020575,63010.642956521435,5503458.140707856,5774996.38088468,5837724.219194927,5701729.573212196,187021.9588059874,2475132.479724084,2475132.479724084,2475132.479724084,2475132.479724084,0,3649256.4301480385,3829309.161296618,3870903.003104875,3780727.0948614166,124011.31584946277,1641221.371393885,1641221.371393885,1641221.371393885,1641221.3713938848,0,1854201.7105598194,1945687.2195880539,1966821.2160900482,1921002.4783507765,63010.64295651983,833911.108330202,833911.108330202,833911.108330202,833911.1083302019,0,0,0,0,0,0,-1132910.107759846,-1111776.111257855,-1020290.6022296159,-1087091.370020575,63010.642956521435,0,0,0,0,0,0,0,0,0,0,1854201.7105598194,1945687.2195880539,1966821.2160900482,1921002.4783507765,63010.64295651983,833911.108330202,833911.108330202,833911.108330202,833911.1083302019,0
75+,Female,NHW,added_sugar,FL,mrh-eq,-185642.14575862128,-182179.063884595,-167187.9661042034,-178134.14602271243,10325.118369019166,0,0,0,0,0,-185642.14575862128,-182179.063884595,-167187.9661042034,-178134.14602271243,10325.118369019166,-139410333.3663416,-136809687.933377,-125551932.1551752,-133772105.3561008,7753779.121598457,-123096.38354567277,-120800.0684881559,-110859.70761479482,-118117.94714926319,6846.423400857865,-62545.76221294889,-61378.995396439,-56328.258489408276,-60016.19887344923,3478.6949681616065,303835.2132794268,318826.3110598185,322289.39293384575,314781.39319793624,10325.118369019607,136647.24717522349,136647.24717522349,136647.24717522349,136647.24717522349,0,201468.34543248417,211408.7063058456,213705.02136336267,208726.58496695283,6846.4234008581725,90608.63781768971,90608.63781768971,90608.63781768971,90608.63781768973,0,102366.86784694239,107417.6047539732,108584.37157048298,106054.80823098337,3478.694968161618,46038.6093575341,46038.6093575341,46038.6093575341,46038.6093575341,0,0,0,0,0,0,-62545.76221294889,-61378.995396439,-56328.258489408276,-60016.19887344923,3478.6949681616065,0,0,0,0,0,0,0,0,0,0,102366.86784694239,107417.6047539732,108584.37157048298,106054.80823098337,3478.694968161618,46038.6093575341,46038.6093575341,46038.6093575341,46038.6093575341,0
75+,Female,NHW,added_sugar,Food_price,USD,-5764567.325079018,-5477389.55360696,-5195174.951692158,-5479131.016609506,299683.9914075294,0,0,0,0,0,-5764567.325079018,-5477389.55360696,-5195174.951692158,-5479131.016609506,299683.9914075294,-139410333.3663416,-136809687.933377,-125551932.1551752,-133772105.3561008,7753779.121598457,-3822393.8186182296,-3631970.7605434796,-3444838.7020471054,-3633125.4972376465,198715.73557852072,-1942173.5064607917,-1845418.7930634879,-1750336.249645052,-1846005.5193718625,100968.25582901083,9409824.394933417,9692038.99684823,9979216.768320289,9693780.459850771,299683.9914075349,4214649.44324126,4214649.44324126,4214649.44324126,4214649.44324126,0,6239506.379775597,6426638.43827198,6617061.49634673,6427793.174966144,198715.73557852514,2794667.67772849,2794667.67772849,2794667.67772849,2794667.67772849,0,3170318.015157814,3265400.55857625,3362155.27197355,3265987.2848846237,100968.25582900862,1419981.765512763,1419981.765512763,1419981.765512763,1419981.7655127633,0,0,0,0,0,0,-1942173.5064607917,-1845418.7930634879,-1750336.249645052,-1846005.5193718625,100968.25582901083,0,0,0,0,0,0,0,0,0,0,3170318.015157814,3265400.55857625,3362155.27197355,3265987.2848846237,100968.25582900862,1419981.765512763,1419981.765512763,1419981.765512763,1419981.7655127633,0
75+,Female,NHW,oil,CED,MJ,-126461.27589145643,-90788.04267347709,-72897.06362196621,-97027.43010030813,28704.858287847088,0,0,0,0,0,-126461.27589145643,-90788.04267347709,-72897.06362196621,-97027.43010030813,28704.858287847088,-13761832.367583258,-9879781.89723294,-7932840.805082595,-10558767.643969774,3123734.4800446583,-105633.01017078898,-75835.1848620039,-60890.86329960135,-81046.94056248899,23977.146886243274,-20828.265720667132,-14952.85781147327,-12006.200322364826,-15980.489537819032,4727.711401603644,2789449.017438475,2807339.996489987,2843013.2297079726,2813579.38391682,28704.85828785122,2716551.95381651,2716551.95381651,2716551.95381651,2716551.95381651,0,2330024.7000740943,2344969.021636495,2374766.8469452774,2350180.7773369798,23977.146886240673,2269133.836774492,2269133.836774492,2269133.836774492,2269133.836774492,0,459424.3173643908,462370.974853499,468246.3827626933,463398.606579845,4727.711401603768,447418.117042026,447418.117042026,447418.117042026,447418.117042026,0,0,0,0,0,0,-20828.265720667132,-14952.85781147327,-12006.200322364826,-15980.489537819032,4727.711401603644,0,0,0,0,0,0,0,0,0,0,459424.3173643908,462370.974853499,468246.3827626933,463398.606579845,4727.711401603768,447418.117042026,447418.117042026,447418.117042026,447418.117042026,0
75+,Female,NHW,oil,FL,mrh-eq,-6151.539068309719,-4416.26250806313,-3545.979839871922,-4719.769136854492,1396.3093125799628,0,0,0,0,0,-6151.539068309719,-4416.26250806313,-3545.979839871922,-4719.769136854492,1396.3093125799628,-13761832.367583258,-9879781.89723294,-7932840.805082595,-10558767.643969774,3123734.4800446583,-5138.3760316202,-3688.90080495087,-2961.954336219933,-3942.4196673853935,1166.3361355291538,-1013.1630366895284,-727.361703112253,-584.025503651983,-777.349469469097,229.9731770508172,135689.00431274466,136559.2869809359,138294.56354118243,136862.79360972723,1396.3093125799694,132143.0244728727,132143.0244728727,132143.0244728727,132143.0244728727,0,113340.92489257242,114067.8713613034,115517.34658797269,114321.39022373788,1166.3361355291524,110378.9705563524,110378.9705563524,110378.9705563524,110378.9705563524,0,22348.0794201722,22491.41561963252,22777.216953209776,22541.40338598934,229.97317705082742,21764.05391652027,21764.05391652027,21764.05391652027,21764.05391652027,0,0,0,0,0,0,-1013.1630366895284,-727.361703112253,-584.025503651983,-777.349469469097,229.9731770508172,0,0,0,0,0,0,0,0,0,0,22348.0794201722,22491.41561963252,22777.216953209776,22541.40338598934,229.97317705082742,21764.05391652027,21764.05391652027,21764.05391652027,21764.05391652027,0
75+,Female,NHW,oil,Food_price,USD,-121672.37553502961,-73763.4207654059,-58113.594940783056,-85082.41337768691,34858.647650046776,0,0,0,0,0,-121672.37553502961,-73763.4207654059,-58113.594940783056,-85082.41337768691,34858.647650046776,-13761832.367583258,-9879781.89723294,-7932840.805082595,-10558767.643969774,3123734.4800446583,-101632.84524685211,-61614.530780412184,-48542.24284997594,-71069.27693339593,29117.40258668463,-20039.53028817733,-12148.88998499372,-9571.352090807146,-14013.136444290925,5741.245063362033,2327508.532043808,2343158.357868433,2391067.3126380537,2354477.3504807125,34858.647650045736,2269394.937103029,2269394.937103029,2269394.937103029,2269394.937103029,0,1944166.1544598788,1957238.442390322,1997256.756856759,1966693.1885433022,29117.402586685937,1895623.9116099072,1895623.9116099072,1895623.9116099072,1895623.9116099074,0,383342.37758392945,385919.9154781165,393810.55578129954,387784.1619374133,5741.245063361905,373771.0254931228,373771.0254931228,373771.0254931228,373771.0254931228,0,0,0,0,0,0,-20039.53028817733,-12148.88998499372,-9571.352090807146,-14013.136444290925,5741.245063362033,0,0,0,0,0,0,0,0,0,0,383342.37758392945,385919.9154781165,393810.55578129954,387784.1619374133,5741.245063361905,373771.0254931228,373771.0254931228,373771.0254931228,373771.0254931228,0
75+,Female,NHW,sat_fat,CED,MJ,-9354928.091421744,-8875780.665306449,-8866732.147953708,-9040727.65083717,293983.8158741189,0,0,0,0,0,-9354928.091421744,-8875780.665306449,-8866732.147953708,-9040727.65083717,293983.8158741189,-176769041.6663754,-167715157.9268546,-167544178.7674944,-170831966.55147237,5555065.403992176,-7348470.831353019,-6972091.57431151,-6964983.794841288,-7101660.513810207,230929.78104468333,-2006457.2600687167,-1903689.090994936,-1901748.3531124175,-1939067.137026958,63054.034829432065,17425180.27451971,17434228.79187249,17913376.217987783,17599175.777403194,293983.81587413,8558448.126566019,8558448.126566019,8558448.126566019,8558448.126566019,0,13687804.729979038,13694912.50944926,14071291.766490756,13824481.448947953,230929.78104467582,6722820.93513775,6722820.93513775,6722820.93513775,6722820.93513775,0,3737375.5445406907,3739316.2824232196,3842084.4514969876,3774694.3284552335,63054.034829427575,1835627.191428272,1835627.191428272,1835627.191428272,1835627.191428272,0,0,0,0,0,0,-2006457.2600687167,-1903689.090994936,-1901748.3531124175,-1939067.137026958,63054.034829432065,0,0,0,0,0,0,0,0,0,0,3737375.5445406907,3739316.2824232196,3842084.4514969876,3774694.3284552335,63054.034829427575,1835627.191428272,1835627.191428272,1835627.191428272,1835627.191428272,0
75+,Female,NHW,sat_fat,FL,mrh-eq,-246510.61552021877,-233884.6577595258,-233646.22133752715,-238231.15647485713,7746.733133156519,0,0,0,0,0,-246510.61552021877,-233884.6577595258,-233646.22133752715,-238231.15647485713,7746.733133156519,-176769041.6663754,-167715157.9268546,-167544178.7674944,-170831966.55147237,5555065.403992176,-193638.69503500423,-183720.7692727075,-183533.47300756566,-187135.0252366215,6085.203639296498,-52871.92048521472,-50163.8884868187,-50112.74832996151,-51096.13123823584,1661.529493860016,459168.88649967336,459407.322921671,472033.2806823639,463753.8216370027,7746.733133156191,225522.6651621458,225522.6651621458,225522.6651621458,225522.66516214577,0,360685.74083447433,360873.037099616,370790.9628619135,364287.2930635304,6085.203639296891,177152.2678269092,177152.2678269092,177152.2678269092,177152.2678269092,0,98483.14566519788,98534.285822055,101242.31782045103,99466.52857347217,1661.529493859994,48370.397335236295,48370.397335236295,48370.397335236295,48370.39733523629,0,0,0,0,0,0,-52871.92048521472,-50163.8884868187,-50112.74832996151,-51096.13123823584,1661.529493860016,0,0,0,0,0,0,0,0,0,0,98483.14566519788,98534.285822055,101242.31782045103,99466.52857347217,1661.529493859994,48370.397335236295,48370.397335236295,48370.397335236295,48370.39733523629,0
75+,Female,NHW,sat_fat,Food_price,USD,-1050657.7079544542,-980190.5014230009,-967618.3636284568,-1000504.560628934,47112.79671437344,0,0,0,0,0,-1050657.7079544542,-980190.5014230009,-967618.3636284568,-1000504.560628934,47112.79671437344,-176769041.6663754,-167715157.9268546,-167544178.7674944,-170831966.55147237,5555065.403992176,-825311.2632388123,-769957.9556876676,-760082.3065145141,-785915.0288027524,37007.982215972435,-225346.44471564228,-210232.5457353331,-207536.05711394252,-214589.53182618172,10104.814498401389,1919566.9072636447,1932139.045058191,2002606.2515896463,1952453.104264124,47112.79671437532,951948.543635189,951948.543635189,951948.543635189,951948.543635189,0,1507855.6766023887,1517731.3257755449,1573084.633326689,1533688.3988906285,37007.98221597307,747773.3700878753,747773.3700878753,747773.3700878753,747773.3700878754,0,411711.2306612561,414407.7192826467,429521.61826295493,418764.70537349494,10104.814498400785,204175.1735473136,204175.1735473136,204175.1735473136,204175.17354731364,0,0,0,0,0,0,-225346.44471564228,-210232.5457353331,-207536.05711394252,-214589.53182618172,10104.814498401389,0,0,0,0,0,0,0,0,0,0,411711.2306612561,414407.7192826467,429521.61826295493,418764.70537349494,10104.814498400785,204175.1735473136,204175.1735473136,204175.1735473136,204175.17354731364,0
75+,Female,OTH,added_sugar,CED,MJ,-180014.7324255651,-171343.9955465891,-168675.78093260786,-173450.14370974517,6240.381233032156,0,0,0,0,0,-180014.7324255651,-171343.9955465891,-168675.78093260786,-173450.14370974517,6240.381233032156,-7369873.523078052,-7014890.165388919,-6905652.415941904,-7101116.694596681,255483.64738565846,-119229.72171358106,-113486.8053911107,-111719.55844631567,-114881.77710257574,4133.2112531884995,-60785.01071198388,-57857.1901554788,-56956.22248629193,-58568.366607169395,2107.1699798435857,357944.5647636521,360612.7793776342,369283.51625660923,362718.9275407896,6240.381233031954,189268.7838310451,189268.7838310451,189268.7838310451,189268.78383104512,0,237078.54502023078,238845.79196502588,244588.70828749702,240240.76367649113,4133.211253188992,125358.9865739154,125358.9865739154,125358.9865739154,125358.9865739154,0,120866.01974342104,121766.987412608,124694.80796911288,122478.16386429849,2107.1699798435043,63909.797257129205,63909.797257129205,63909.797257129205,63909.7972571292,0,0,0,0,0,0,-60785.01071198388,-57857.1901554788,-56956.22248629193,-58568.366607169395,2107.1699798435857,0,0,0,0,0,0,0,0,0,0,120866.01974342104,121766.987412608,124694.80796911288,122478.16386429849,2107.1699798435043,63909.797257129205,63909.797257129205,63909.797257129205,63909.7972571292,0
75+,Female,OTH,added_sugar,FL,mrh-eq,-8905.231904267379,-8476.29521865423,-8344.30007810267,-8580.485234465314,308.70830016186244,0,0,0,0,0,-8905.231904267379,-8476.29521865423,-8344.30007810267,-8580.485234465314,308.70830016186244,-7369873.523078052,-7014890.165388919,-6905652.415941904,-7101116.694596681,255483.64738565846,-5898.230147244964,-5614.13116840417,-5526.706413421884,-5683.139668003646,204.46773562930946,-3007.0017570224136,-2862.164050250052,-2817.5936646807836,-2897.3455664616636,104.24056453255423,17707.32492358887,17839.32006414041,18268.25674975352,17943.510079951488,308.7083001618321,9363.02484548615,9363.02484548615,9363.02484548615,9363.02484548615,0,11728.147993689576,11815.57274867186,12099.671727512654,11884.581248271337,204.46773562930912,6201.44158026768,6201.44158026768,6201.44158026768,6201.44158026768,0,5979.176929899244,6023.74731546853,6168.585022240875,6058.928831680129,104.24056453255203,3161.583265218463,3161.583265218463,3161.583265218463,3161.583265218463,0,0,0,0,0,0,-3007.0017570224136,-2862.164050250052,-2817.5936646807836,-2897.3455664616636,104.24056453255423,0,0,0,0,0,0,0,0,0,0,5979.176929899244,6023.74731546853,6168.585022240875,6058.928831680129,104.24056453255203,3161.583265218463,3161.583265218463,3161.583265218463,3161.583265218463,0
75+,Female,OTH,added_sugar,Food_price,USD,-273402.6555466189,-262568.8918384757,-252584.18742915321,-262866.8073819216,10960.125604885143,0,0,0,0,0,-273402.6555466189,-262568.8918384757,-252584.18742915321,-262866.8073819216,10960.125604885143,-7369873.523078052,-7014890.165388919,-6905652.415941904,-7101116.694596681,255483.64738565846,-181083.63741871165,-173908.0767597157,-167294.8762062099,-174105.39609497538,7259.254329957117,-92319.01812790683,-88660.8150787602,-85289.31122294272,-88761.41128694588,3700.871274928088,530442.2364824344,540426.9408917581,551260.7045998998,540724.856435203,10960.12560488492,277858.049053281,277858.049053281,277858.049053281,277858.049053281,0,351329.4683649373,357942.668918443,365118.22957743943,358139.9882537029,7259.254329957324,184034.5921587274,184034.5921587274,184034.5921587274,184034.59215872744,0,179112.7681174968,182484.2719733136,186142.4750224608,182584.86818149968,3700.871274928039,93823.4568945538,93823.4568945538,93823.4568945538,93823.4568945538,0,0,0,0,0,0,-92319.01812790683,-88660.8150787602,-85289.31122294272,-88761.41128694588,3700.871274928088,0,0,0,0,0,0,0,0,0,0,179112.7681174968,182484.2719733136,186142.4750224608,182584.86818149968,3700.871274928039,93823.4568945538,93823.4568945538,93823.4568945538,93823.4568945538,0
75+,Female,OTH,oil,CED,MJ,-7705.649142193738,3167.6751860107697,8246.593056594378,1134.5501131613312,8578.555796157338,0,0,0,0,0,-7705.649142193738,3167.6751860107697,8246.593056594378,1134.5501131613312,8578.555796157338,-838268.6909678194,344599.51168144203,897115.9520672885,123423.45474691037,933228.9343752711,-6446.180778356046,2649.92689380675,6898.708813156389,949.1108401880978,7176.413104049145,-1259.4683638376907,517.7482922040119,1347.8842434379426,185.43927297321457,1402.1426921081702,196412.48878161111,201491.40665219442,212364.73098039936,203524.53172504413,8578.555796157443,204659.0818382051,204659.0818382051,204659.0818382051,204659.0818382051,0,164309.37698425222,168558.1589036024,177654.26657576484,170258.97495722072,7176.413104049183,171208.0857974086,171208.0857974086,171208.0857974086,171208.0857974086,0,32103.11179735837,32933.247748592315,34710.46440463406,33265.556767823124,1402.1426921081982,33450.996040796395,33450.996040796395,33450.996040796395,33450.996040796395,0,0,0,0,0,0,-1259.4683638376907,517.7482922040119,1347.8842434379426,185.43927297321457,1402.1426921081702,0,0,0,0,0,0,0,0,0,0,32103.11179735837,32933.247748592315,34710.46440463406,33265.556767823124,1402.1426921081982,33450.996040796395,33450.996040796395,33450.996040796395,33450.996040796395,0
75+,Female,OTH,oil,FL,mrh-eq,-404.04550904648886,166.096964630455,432.4098888964337,59.49010518801105,449.8163463688809,0,0,0,0,0,-404.04550904648886,166.096964630455,432.4098888964337,59.49010518801105,449.8163463688809,-838268.6909678194,344599.51168144203,897115.9520672885,123423.45474691037,933228.9343752711,-338.0053186868906,138.948846617135,361.7336142275637,49.766601812364144,376.29503137849,-66.04019035959817,27.148118013320996,70.67627466887045,9.723503375647406,73.5213149903911,10298.88365644698,10565.19658071296,11135.339054389902,10671.803440155403,449.8163463688815,10731.29354534341,10731.29354534341,10731.29354534341,10731.29354534341,0,8615.557838104929,8838.34260571536,9315.296771019384,8927.524850520129,376.29503137849036,8977.29145233249,8977.29145233249,8977.29145233249,8977.29145233249,0,1683.325818342051,1726.853974997601,1820.0422833705268,1744.2785896352768,73.5213149903952,1754.002093010925,1754.002093010925,1754.002093010925,1754.002093010925,0,0,0,0,0,0,-66.04019035959817,27.148118013320996,70.67627466887045,9.723503375647406,73.5213149903911,0,0,0,0,0,0,0,0,0,0,1683.325818342051,1726.853974997601,1820.0422833705268,1744.2785896352768,73.5213149903952,1754.002093010925,1754.002093010925,1754.002093010925,1754.002093010925,0
75+,Female,OTH,oil,Food_price,USD,-3528.9537747780128,610.6639978176099,2097.2121736512645,-320.2376150813264,3068.9221721197137,0,0,0,0,0,-3528.9537747780128,610.6639978176099,2097.2121736512645,-320.2376150813264,3068.9221721197137,-838268.6909678194,344599.51168144203,897115.9520672885,123423.45474691037,933228.9343752711,-2952.1554343966422,510.85255143673,1754.4282840363421,-267.89560759265964,2567.314803870862,-576.7983403813748,99.81144638087198,342.78388961491936,-52.3420074886717,501.6073682488514,81837.77023227824,83324.3184081119,87463.93618070749,84255.22002101083,3068.922172119697,83934.98240592949,83934.98240592949,83934.98240592949,83934.98240592949,0,68461.59897498834,69705.174707588,73168.18269342136,70483.92286661737,2567.314803870866,70216.0272590247,70216.0272590247,70216.0272590247,70216.0272590247,0,13376.171257289852,13619.143700523971,14295.753487286183,13771.297154393478,501.6073682488621,13718.95514690482,13718.95514690482,13718.95514690482,13718.955146904822,0,0,0,0,0,0,-576.7983403813748,99.81144638087198,342.78388961491936,-52.3420074886717,501.6073682488514,0,0,0,0,0,0,0,0,0,0,13376.171257289852,13619.143700523971,14295.753487286183,13771.297154393478,501.6073682488621,13718.95514690482,13718.95514690482,13718.95514690482,13718.955146904822,0
75+,Female,OTH,sat_fat,CED,MJ,-392285.30187408347,-389257.702893573,-292517.3966540485,-356376.05122374353,59733.92545456843,0,0,0,0,0,-392285.30187408347,-389257.702893573,-292517.3966540485,-356376.05122374353,59733.92545456843,-7424889.720718727,-7367585.5381723605,-5536555.667959223,-6745225.647762966,1130600.1192676933,-308838.549380099,-306454.9798892765,-230293.22796314541,-280567.8983330279,47027.35177187279,-83446.7524939837,-82802.7230042967,-62224.16869090327,-75808.1528907155,12706.57368269534,935529.7691552253,1032270.07539475,1035297.6743752593,999388.42372492,59733.92545456826,643012.372501177,643012.372501177,643012.372501177,643012.372501177,0,736524.2985844511,812686.0505105819,815069.6200014061,786798.9689543339,47027.35177187323,506231.070621306,506231.070621306,506231.070621306,506231.070621306,0,199005.47057077318,219584.0248841666,220228.0543738536,212589.4547705854,12706.57368269534,136781.30187987,136781.30187987,136781.30187987,136781.30187987,0,0,0,0,0,0,-83446.7524939837,-82802.7230042967,-62224.16869090327,-75808.1528907155,12706.57368269534,0,0,0,0,0,0,0,0,0,0,199005.47057077318,219584.0248841666,220228.0543738536,212589.4547705854,12706.57368269534,136781.30187987,136781.30187987,136781.30187987,136781.30187987,0
75+,Female,OTH,sat_fat,FL,mrh-eq,-10292.649426890255,-10213.212306093901,-7674.972782929118,-9350.474621052346,1567.2785869331753,0,0,0,0,0,-10292.649426890255,-10213.212306093901,-7674.972782929118,-9350.474621052346,1567.2785869331753,-7424889.720718727,-7367585.5381723605,-5536555.667959223,-6745225.647762966,1130600.1192676933,-8103.201682787051,-8040.66239050036,-6042.356033957151,-7361.445876726143,1233.8877927633991,-2189.447744103205,-2172.549915593547,-1632.616748971953,-1989.0287443262011,333.3907941697859,24546.11451495334,27084.35403811815,27163.791158914486,26221.61635307658,1567.2785869331851,16871.14173202421,16871.14173202421,16871.14173202421,16871.14173202421,0,19324.676105630122,21322.98246217335,21385.52175446004,20643.765948399127,1233.8877927634107,13282.320071673019,13282.320071673019,13282.320071673019,13282.320071673019,0,5221.438409323237,5761.37157594482,5778.269404454475,5577.850404677476,333.39079416977853,3588.82166035128,3588.82166035128,3588.82166035128,3588.8216603512797,0,0,0,0,0,0,-2189.447744103205,-2172.549915593547,-1632.616748971953,-1989.0287443262011,333.3907941697859,0,0,0,0,0,0,0,0,0,0,5221.438409323237,5761.37157594482,5778.269404454475,5577.850404677476,333.39079416977853,3588.82166035128,3588.82166035128,3588.82166035128,3588.8216603512797,0
75+,Female,OTH,sat_fat,Food_price,USD,-44221.77747613593,-42075.457376963226,-29208.01960021241,-38313.66170062003,8547.197414929251,0,0,0,0,0,-44221.77747613593,-42075.457376963226,-29208.01960021241,-38313.66170062003,8547.197414929251,-7424889.720718727,-7367585.5381723605,-5536555.667959223,-6745225.647762966,1130600.1192676933,-34814.94091543395,-33125.185059766896,-22994.902843672047,-30163.596863125567,6729.041435611553,-9406.836560701984,-8950.272317196337,-6213.116756540332,-8150.064837494458,1818.1559793177182,98691.56056126521,111558.99833801588,113705.31843718886,107797.20266167284,8547.197414929271,69483.54096105284,69483.54096105284,69483.54096105284,69483.54096105284,0,77697.93630856666,87828.21852466151,89517.97438032858,84866.63032802018,6729.041435611561,54703.03346489463,54703.03346489463,54703.03346489463,54703.03346489463,0,20993.624252698497,23730.77981335455,24187.344056860195,22930.572333652653,1818.1559793177487,14780.50749615822,14780.50749615822,14780.50749615822,14780.50749615822,0,0,0,0,0,0,-9406.836560701984,-8950.272317196337,-6213.116756540332,-8150.064837494458,1818.1559793177182,0,0,0,0,0,0,0,0,0,0,20993.624252698497,23730.77981335455,24187.344056860195,22930.572333652653,1818.1559793177487,14780.50749615822,14780.50749615822,14780.50749615822,14780.50749615822,0
75+,Male,HIS,added_sugar,CED,MJ,-196006.9545246529,-189036.7988281585,-138163.1684138752,-173632.0708570045,33238.86780673027,0,0,0,0,0,-196006.9545246529,-189036.7988281585,-138163.1684138752,-173632.0708570045,33238.86780673027,-7816374.45727585,-7538418.26392833,-5509677.261939631,-6924107.804755987,1325501.1177708902,-129835.63331136372,-125218.5798944181,-91519.72446500025,-115014.4388374103,22017.532299838582,-66171.3212132891,-63818.2189337404,-46643.44394887483,-58617.63201959414,11221.335506891715,292657.6835751664,343531.3139894492,350501.46968594356,328126.5860182954,33238.86780672998,154494.5151612907,154494.5151612907,154494.5151612907,154494.5151612907,0,193857.38522680427,227556.2406562219,232173.29407316798,217352.09959921436,22017.532299838633,102337.660761804,102337.660761804,102337.660761804,102337.66076180401,0,98800.29834836174,115975.0733332273,118328.1756127759,110774.48641908099,11221.33550689168,52156.8543994868,52156.8543994868,52156.8543994868,52156.8543994868,0,0,0,0,0,0,-66171.3212132891,-63818.2189337404,-46643.44394887483,-58617.63201959414,11221.335506891715,0,0,0,0,0,0,0,0,0,0,98800.29834836174,115975.0733332273,118328.1756127759,110774.48641908099,11221.33550689168,52156.8543994868,52156.8543994868,52156.8543994868,52156.8543994868,0
