"age","outcome","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,"IHD","medBMI",27.4549463862852,5.99783821274822,24.2063297168422,23.8033937693843,33.8678231722125,0.0272043799303315,0.00512913855783091,0.0252943195562748,0.0234038283600376,0.0326284828185735,2.52943195562748,2.34038283600376,3.26284828185735,0.0407518760093886,0.00890270029055265,0.0359298952321358,0.0353318100805752,0.0502706255988668
25,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ISTK","direct",15.7058502979438,3.70727926414121,16.4305817712975,11.9267634406375,18.8689154028993,0.115556900663973,0.0352173649999403,0.114678360013766,0.0824815922767839,0.149378968603837,11.4678360013766,8.24815922767839,14.9378968603837,0.0233124791051695,0.00550278200433601,0.0243882112055595,0.0177031117849483,0.0280074741400593
25,"ISTK","medBMI",5.07209879538838,0.0858176940333584,5.06356555432269,4.9945014536429,5.1569493920397,0.0369405884227746,0.00301114865522441,0.036027582243707,0.0345684072727226,0.0400888248250341,3.6027582243707,3.45684072727226,4.00888248250341,0.0075286084448626,0.000127380763285922,0.00751594240002775,0.0074134292999108,0.00765455372792403
25,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"KC","medBMI",13.1625361328837,2.02243407365391,12.0842761795011,11.9165442230936,15.325049003049,0.0124126558549456,0.00120558196161198,0.0117444366612337,0.0116919189347288,0.0137013790898177,1.17444366612337,1.16919189347288,1.37013790898177,0.0195373916564749,0.00300193566023053,0.0179369108065801,0.0176879432145783,0.022747248820782
25,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"LVC","medBMI",3.11334118082681,0.417151012850208,2.87869421366675,2.86697321687452,3.55915906686515,0.0135232366640903,0.000899935508882947,0.0138297252821492,0.0125760715403021,0.0142098864625284,1.38297252821492,1.25760715403021,1.42098864625284,0.00462118891040182,0.000619184831530196,0.00427289815152922,0.00425550046292102,0.00528292450292433
25,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"MLPC","direct",34.1681286177482,6.52444752884251,37.518948417397,27.1926297440226,38.2954306617722,0.0407639568176176,0.00620462470241472,0.0440789983220518,0.0341296114308086,0.0445805169256575,4.40789983220518,3.41296114308086,4.45805169256575,0.0507163744307613,0.00968435607136974,0.0556900571720725,0.0403625146487697,0.0568426038826383
25,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"MMC","medBMI",0.510836350752192,0.091449871504558,0.494163983917447,0.43213440747749,0.603709805836428,0.00418696885160564,0.000291135868251379,0.00414001471843242,0.00393305635227094,0.00448079236413758,0.414001471843242,0.393305635227094,0.448079236413758,0.000758243681631848,0.00013574070669065,0.000733496584461337,0.000641424956550281,0.000896097439308349
25,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OC","medBMI",2.58829268397955,0.355033385612203,2.49290271973443,2.30080917497913,2.95685766258832,0.00302592114608321,0.000468770846408128,0.00285242238625268,0.00267782202302144,0.00352149421500093,0.285242238625268,0.267782202302144,0.352149421500093,0.00384184988196635,0.000526982508218971,0.00370026082399613,0.00341513288355395,0.00438891757965344
25,"OC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OSTK","direct",10.0877604160536,1.81870992447295,9.12301165525805,8.96310938467986,12.0324478941034,0.109463183231067,0.0218790282448994,0.0996122480888606,0.0945099549076437,0.132789706425365,9.96122480888606,9.45099549076437,13.2789706425365,0.0149734461653435,0.00269954420221304,0.0135414520420627,0.0133041061950689,0.0178599811404067
25,"OSTK","medBMI",2.34916393843608,0.202475369242993,2.40935542206156,2.13771483544945,2.50945028034105,0.0254685841450579,0.00273679719853275,0.0266006932429439,0.0225600426523993,0.0274148329045134,2.66006932429439,2.25600426523993,2.74148329045134,0.0034869067379675,0.000300537871254684,0.00357625005130036,0.00317304899058861,0.00372482266901345
25,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OTH","medBMI",16.6737527823931,1.64837975699088,17.5018828554963,14.9118213847018,17.7317736179468,0.029253499637171,0.00437540865503093,0.0301066257567454,0.0247939715221583,0.0329878705505456,3.01066257567454,2.47939715221583,3.29878705505456,0.0247491543577996,0.00244672003828187,0.0259783628794234,0.0221338875550337,0.0263195939171852
25,"OTH","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"PC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"PC","medBMI",1.49828625005385,0.231701228283283,1.47426718570951,1.28926701087867,1.72772169392172,0.00462596860386779,0.00110594673388686,0.00500657552740107,0.00346130940009897,0.00546711192263333,0.500657552740107,0.346130940009897,0.546711192263333,0.00222393351746872,0.00034391834510885,0.00218828158363318,0.00191368246111631,0.00256448871758134
25,"PC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"PVD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"PVD","medBMI",0.321766369370003,0.132351625252082,0.26906863313027,0.226140311349206,0.462185503194573,0.0309880765548943,0.00936499212673274,0.0300042759019518,0.0225463439377892,0.0402660397270005,3.00042759019518,2.25463439377892,4.02660397270005,0.000477603671268057,0.000196451923308369,0.000399383463404536,0.000335664175014778,0.00068603034420533
25,"PVD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"RHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"RHD","medBMI",2.92656794415279,0.39439170795311,3.09581944185646,2.50680076450228,3.20247135075519,0.0263951416180122,0.00241262371792091,0.0259779385458111,0.0243063077418923,0.0288385981055031,2.59779385458111,2.43063077418923,2.88385981055031,0.00434395799995962,0.000585402781542667,0.00459518107473016,0.00372088994448989,0.00475348644187438
25,"RHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"SCC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"SCC","medBMI",1.01526912896034,0.464559715976771,0.805907968537226,0.697916665376418,1.51057857890391,0.0109005162041752,0.00324447483429255,0.0101081957243271,0.00822472044989032,0.0142497843663311,1.01081957243271,0.822472044989032,1.42497843663311,0.00150698242412958,0.000689554431397442,0.00119622384785327,0.00103593039345775,0.00224217924463628
25,"SCC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"SCNC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"SCNC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"SCNC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"TC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"TC","medBMI",20.6133530093413,5.39526635837052,21.435117223385,15.1833857344895,25.3448207022561,0.00271331284274781,0.0006286076293851,0.00287788271554161,0.0020617447401475,0.00322499655347338,0.287788271554161,0.20617447401475,0.322499655347338,0.0305967745904638,0.00800829193328066,0.0318165341517642,0.0225369754560411,0.0376197780977811
25,"TC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"UC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"UC","medBMI",19.6739742490607,0.99721295035925,19.7518941988282,18.6956774799967,20.5860390608224,0.0209606000962652,0.00213469675492975,0.0219596126103795,0.0186820805429146,0.0223899590126185,2.19596126103795,1.86820805429146,2.23899590126185,0.0292024376201344,0.00148018130999874,0.0293180956180378,0.0277503339418989,0.0305562320001519
25,"UC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"AA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"AA","medBMI",9.14678717829658,0.597210726917462,8.92568466568381,8.70335802550859,9.77815346680541,0.0261255662290389,0.00177636433315808,0.0257254433387756,0.0246404914713314,0.0279507454434701,2.57254433387756,2.46404914713314,2.79507454434701,0.0223857285085559,0.00146160580043816,0.0218446050819988,0.0213004857414951,0.0239309261881903
35,"AA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"AFF","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"AFF","medBMI",1.51084491954999,0.190190812641528,1.40420282139428,1.39821865487071,1.71411696766161,0.0264704419530455,0.00289379686380724,0.0263703777441897,0.0237650951606803,0.0292608433229383,2.63703777441897,2.37650951606803,2.92608433229383,0.00369762229385068,0.000465470532288887,0.00343662780361472,0.00342198223194727,0.00419510767245466
35,"AFF","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"APCA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"APCA","medBMI",0.382560080888769,0.146992031465999,0.456662995442132,0.225435439020454,0.476697245386725,0.00342288398900763,0.00138006590435195,0.00401636027426502,0.00195390669810178,0.00438740643744471,0.401636027426502,0.195390669810178,0.438740643744471,0.000936272588620787,0.000359746394573024,0.0011176311022222,0.000551727774545075,0.0011666626661353
35,"APCA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"BC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,"BC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,"BC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
35,"CC","direct",537.023813746964,29.0932215884401,542.989581367523,507.289101740464,561.68762327599,0.0796686675046069,0.00467888181873571,0.0779756932101599,0.0761671108593948,0.0846092523000988,7.79756932101599,7.61671108593948,8.46092523000988,1.3143051284383,0.0712023738196744,1.32890567086874,1.24153277927541,1.3746670165353
35,"CC","medBMI",21.0032487734521,4.61399163734844,20.9904018651658,16.6254293971179,25.3919880218296,0.00310488231625671,0.000603879895163238,0.00315937518465024,0.00250979142605064,0.00365365426832828,0.315937518465024,0.250979142605064,0.365365426832828,0.0514030791003622,0.0112922233917839,0.0513716377433628,0.0406888606422518,0.0621440227119221
35,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"CM","medBMI",25.4489589774285,0.884408567530783,25.3128802793748,24.6740967198464,26.3394881283563,0.025031843770923,0.00212904461573352,0.0252549816963366,0.0229227663768821,0.0269512539283623,2.52549816963366,2.29227663768821,2.69512539283623,0.0622834526910012,0.00216449007694874,0.0619504154473168,0.060387064834627,0.0644629222045071
35,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"DIAB","medBMI",139.992051495145,12.4335101682798,146.790029094578,126.699096692171,147.506725338602,0.0684593681928983,0.00601177233084755,0.0718586619416626,0.0620350905785366,0.0719942461208105,7.18586619416626,6.20350905785366,7.19942461208105,0.342614734227337,0.0304296117981085,0.359252016584712,0.310081728758273,0.361006049692632
35,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"ECA","medBMI",3.7003843211535,1.44675507695973,2.87339530417986,2.85766001589236,5.24604929084223,0.0191219658093872,0.00290014910340929,0.0178156433543912,0.0171402782077783,0.0222140274977427,1.78156433543912,1.71402782077783,2.22140274977427,0.00905627267541671,0.0035407696429236,0.00703231046303941,0.0069938001222234,0.0128391131091307
35,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"ENDO","medBMI",5.63150729629124,1.32989379896829,6.08962656058648,4.2309378990333,6.64267531889824,0.0291234241124338,0.00548998766210879,0.0320456942715691,0.0232531730380417,0.0325097455515608,3.20456942715691,2.32531730380417,3.25097455515608,0.0137824780407982,0.00325476486427451,0.0149036731965559,0.0103547426323696,0.0162571975668329
35,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"GC","medBMI",1.38936941904376,0.662613606298309,1.71298233790107,0.681428106081383,1.82223975097744,0.00989210502377673,0.00246701573979564,0.0109827704343691,0.00726348838011161,0.0115936560684384,1.09827704343691,0.726348838011161,1.15936560684384,0.00340032472676334,0.00162167196060546,0.00419233079426978,0.00166771832376646,0.00445972597237976
35,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"HHD","medBMI",62.5341327874129,27.1154405639669,67.3401250374304,35.0371884035938,85.9459837587173,0.0363342204747167,0.0162213477887429,0.0389377008166891,0.0199670464286627,0.0504884362300943,3.89377008166891,1.99670464286627,5.04884362300943,0.153045226898754,0.0663619781484728,0.164807350103981,0.0857495612412446,0.21034308783182
35,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"HSTK","direct",104.459552147517,10.5917903477568,102.189702385277,95.5368484472517,115.311628145687,0.0987788946499722,0.0103774505832891,0.0974133839110927,0.089564878803831,0.109153594624161,9.74133839110927,8.9564878803831,10.9153594624161,0.255652955394896,0.0259222105557487,0.250097754476558,0.233815645889064,0.282212185681315
35,"HSTK","medBMI",28.4070455482552,1.65084650017361,27.7026515077001,27.2491099363988,30.1637160945835,0.0268550494969972,0.00156843982131945,0.0259527391583032,0.0259466080524135,0.0285304547294709,2.59527391583032,2.59466080524135,2.85304547294709,0.0695230354634588,0.00404026034954367,0.0677991106090217,0.0666891188398259,0.0738222882133632
35,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"IHD","direct",155.626989315008,20.6282326504716,149.250233745282,139.455595184805,177.218625679479,0.0350739395650744,0.00424421421994318,0.0336263655938928,0.0318370576775923,0.0395412593280608,3.36263655938928,3.18370576775923,3.95412593280608,0.380879478608193,0.0504852694966479,0.365273089592383,0.341301817999388,0.433722569880435
35,"IHD","medBMI",105.42621925943,11.0554760299584,108.361378924272,93.9574572039284,114.400095599815,0.0237639324164742,0.00221875415594057,0.0244140277206174,0.0214488121930541,0.0255264716313726,2.44140277206174,2.14488121930541,2.55264716313726,0.25801876396829,0.027057028890617,0.265202235727897,0.229950264209941,0.279981312730972
35,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"ISTK","direct",36.3441075928873,6.16417411689645,32.8010774210082,32.7709706760462,42.9288201558257,0.114123667184873,0.0238665819416998,0.105687367826962,0.0961243214336216,0.139293867390348,10.5687367826962,9.61243214336216,13.9293867390348,0.0889480983432739,0.0150861199206353,0.0802769321753868,0.0802032493175857,0.105063438611666
35,"ISTK","medBMI",9.94672812415078,0.771733896957483,10.1081829344815,9.15709646271646,10.599123196804,0.0310511114675586,0.00171924788128992,0.0309736636846783,0.0294519846560779,0.0327160688944876,3.09736636846783,2.94519846560779,3.27160688944876,0.024343493621891,0.00188873154708705,0.0247386360341951,0.0224109593177616,0.0259401568755619
35,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"KC","medBMI",47.4956967677092,9.29743572130708,48.570789403648,38.250617789219,55.8269470056515,0.0137919879785737,0.00285937484572076,0.0144667873665921,0.0108461299365855,0.0161642665407463,1.44667873665921,1.08461299365855,1.61642665407463,0.116240353300167,0.0227544238021388,0.118871521097181,0.0936140667124891,0.136630147260384
35,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"LVC","medBMI",5.82708441292587,0.335897484120982,5.76511800065487,5.53841635007973,6.16842392620236,0.012572574744656,0.00231122505827687,0.0127092227315429,0.0103217156214713,0.0147072830789867,1.27092227315429,1.03217156214713,1.47072830789867,0.0142611309437386,0.000822071153473543,0.0141094751486809,0.0135546484643716,0.0150965208489045
35,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"MLPC","direct",74.8948487099718,17.4305110591818,68.3209424633191,62.0379439887398,93.3395737408585,0.0396095253169398,0.00891140984921935,0.0367618654516564,0.0326845767795303,0.04895498473984,3.67618654516564,3.26845767795303,4.895498473984,0.183296683002417,0.0426592070778772,0.167207789972583,0.15183086085748,0.228438064222712
35,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"MMC","medBMI",3.03411332369648,0.408516681429527,2.98630205230071,2.66834086433952,3.44052536373984,0.0050668175416476,0.000825258110666054,0.00499356792585086,0.00431627305329679,0.00587962420342563,0.499356792585086,0.431627305329679,0.587962420342563,0.00742564966304492,0.000999798436700995,0.00730863697648607,0.00653046288199679,0.00842029722766808
35,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"OC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"OC","medBMI",2.7988544363573,0.519494698825424,2.97674904926535,2.251930613255,3.19456783848775,0.00236330524102915,0.000520742024637677,0.00260874552773388,0.00180737671246693,0.00271060952589236,0.260874552773388,0.180737671246693,0.271060952589236,0.00684988010827754,0.00127140459954439,0.00728525708054857,0.00551134582512726,0.00781834396499745
35,"OC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"OSTK","direct",37.7929932881474,4.85534766694796,38.4336892187837,32.938335071188,42.1030599640659,0.111468644158004,0.0118657368932794,0.108997060848317,0.101431538597796,0.123606595531445,10.8997060848317,10.1431538597797,12.3606595531445,0.0924940824338387,0.0118829150135741,0.0940621133588167,0.0806128547712399,0.103042483810206
35,"OSTK","medBMI",9.82977219333518,1.40060572644006,10.4894731548938,8.33455304967514,10.7642455196704,0.0290676708665952,0.00434151046029652,0.0305681663910119,0.024494609152058,0.0323653113853783,3.05681663910119,2.44946091520579,3.23653113853783,0.0240572571911456,0.00342782431999855,0.0256718007827276,0.0203978772188871,0.0263442751105593
35,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
