"race","outcome","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
4,"KC","medBMI",38.4337217851593,2.4680265257992,37.1183382452806,36.9128282320251,41.0726913471903,0.0102534482882725,0.00112001654842539,0.00963629143806399,0.00958068938428164,0.0114507905149407,0.963629143806399,0.958068938428164,1.14507905149407,0.150216991469491,0.00964620396756926,0.145075856320166,0.144272626904065,0.160531320911844
4,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"LVC","medBMI",44.5962683182411,6.88622361279932,46.0882670434982,37.5364507075542,50.3878870124595,0.0109476994450265,0.00131159523545076,0.0114273322330488,0.00956197519311551,0.0119257358271186,1.14273322330488,0.956197519311551,1.19257358271186,0.174303110559518,0.0269145881703373,0.180134540599972,0.146710035714234,0.196939469870415
4,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"MLPC","direct",139.335373994956,9.02712931792638,143.054899830049,129.743370816109,145.765780213974,0.0353373580951664,0.000482245347522403,0.0351072043975656,0.0350180027561668,0.0358523440771268,3.51072043975656,3.50180027561668,3.58523440771268,0.544587922132505,0.0352822507100666,0.559125571745622,0.507097879722703,0.569720962371158
4,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"MMC","medBMI",4.43945861236349,0.360745166423991,4.58353423654078,4.05667043618147,4.69978250799481,0.00336121351470056,0.000433730989591847,0.00355494702807191,0.00289890875736901,0.00365884478566647,0.355494702807191,0.289890875736901,0.365884478566647,0.0173514842052084,0.0014099611245117,0.0179145992459266,0.0158553686711058,0.0183689519547006
4,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"OC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"OC","medBMI",5.71343886957802,0.677385383313491,5.74346904453467,5.0576343859402,6.34371770450267,0.00332115835121709,0.000193234397080691,0.00336867789984194,0.00312160125595458,0.00348032383014849,0.336867789984194,0.312160125595458,0.348032383014849,0.0223307959278683,0.00264753944246045,0.0224481679211535,0.019767604752292,0.0247942209091523
4,"OC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"OSTK","direct",108.009307798481,16.7001756013783,104.380783899356,93.969657246779,125.133203664439,0.0405761557750779,0.00590951379429305,0.038057551776199,0.036428923362074,0.0468642015871288,3.8057551776199,3.6428923362074,4.68642015871288,0.422150978739068,0.0652721105146765,0.407969007327384,0.367277446611508,0.489079186566558
4,"OSTK","medBMI",27.4369877257662,6.35600774874403,29.2225390974804,20.8213426252565,32.5349141603188,0.0102702446712072,0.0020855300480014,0.0109568711438577,0.00807941581087197,0.0118774410297896,1.09568711438577,0.807941581087197,1.18774410297896,0.107236602642563,0.0248422561601041,0.114215373958868,0.0813795620680494,0.127161687598217
4,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"OTH","medBMI",12.6243845396407,1.25289773089294,12.655461214302,11.4211987451777,13.8011551606415,0.0120701143336096,0.000960068705577733,0.0119055345384931,0.0112381023902156,0.0130420191028525,1.19055345384931,1.12381023902156,1.30420191028525,0.0493420094806184,0.00489691133233844,0.049463471685049,0.0446393956865817,0.053941380400889
4,"OTH","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"PC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"PC","medBMI",12.439939042379,1.17275936598659,12.2153317618802,11.4367073680842,13.6340869050979,0.00353124089811472,0.000377790836928382,0.00341214037095131,0.00323659247648722,0.00392712476783111,0.341214037095131,0.323659247648722,0.392712476783111,0.0486211100620397,0.00458369305634611,0.0477432395782159,0.0447000106509058,0.0532883993844237
4,"PC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"PVD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"PVD","medBMI",2.06620486288838,0.321593313404262,2.19702859129378,1.72467825581415,2.29653130081803,0.0118882237947825,0.00157914375751293,0.0126511716570356,0.0102014152833905,0.0129265266232593,1.26511716570356,1.02014152833905,1.29265266232593,0.00807569664987725,0.00125693733972303,0.00858701707322144,0.00674085065946672,0.00897592028044523
4,"PVD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"RHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"RHD","medBMI",1.86181981004115,0.230215298232548,1.87474345871211,1.63788133753044,2.07477318118154,0.0133548392081455,0.00167588028791748,0.0143016262232417,0.0115639360460238,0.0143409734074355,1.43016262232417,1.15639360460238,1.43409734074355,0.00727686410611097,0.000899789244561232,0.00732737578002621,0.00640160763725082,0.00810918565214317
4,"RHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"SCC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"SCC","medBMI",4.13249946322815,0.586351123913508,4.0686676105694,3.60507551011469,4.71418049110154,0.00790854964132343,0.00127664679655397,0.00717918130445175,0.00716456904947052,0.00927249331951728,0.717918130445175,0.716456904947052,0.927249331951728,0.0161517440357578,0.00229173490590893,0.0159022592494568,0.0140903241215344,0.018425226018337
4,"SCC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"SCNC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"SCNC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"SCNC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"TC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"TC","medBMI",14.1748525099871,1.74579224891936,14.6860085043626,12.3533117421418,15.5619106826134,0.00250666168581325,0.000213817914318419,0.00255791615235473,0.00228617669734688,0.00268358037771935,0.255791615235473,0.228617669734688,0.268358037771935,0.0554019647245362,0.00682337403672122,0.0573998018342466,0.0482825299866178,0.0608232379192008
4,"TC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"UC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"UC","medBMI",104.550513861501,7.37800844848003,100.555744439743,100.057499286029,112.439082445467,0.021250170389318,0.00155860045747043,0.0211958124304784,0.0197932776184646,0.0227532674251851,2.11958124304784,1.97932776184646,2.27532674251851,0.408632391540296,0.0288367137162114,0.393018961035044,0.391071585539546,0.439464613470508
4,"UC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
