"race","outcome","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
1,"CC","direct",7131.55121937514,419.385167580541,7036.7303640346,6781.14628558813,7562.55388020162,0.0711073836874417,0.00366532581195825,0.069747161507236,0.0683881486763013,0.0749828075517569,6.9747161507236,6.83881486763013,7.49828075517569,4.67373348753286,0.274848268153853,4.61159169070785,4.44409210617564,4.95619539619135
1,"CC","medBMI",227.391518760027,49.6835551459677,254.681227975589,174.27600675826,257.310777928567,0.00226982919439634,0.0005074192295881,0.00252520629407459,0.00172744318946158,0.0025951446646046,0.252520629407459,0.172744318946158,0.25951446646046,0.149023308298249,0.0325606152606082,0.166907892437432,0.114213525753931,0.168631194324262
1,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"CM","medBMI",199.463663816838,14.6904471339929,198.933361391639,185.739938965833,213.638145729262,0.0131229580899929,0.000845934920337072,0.0130660920473166,0.0123448509728897,0.013949401343371,1.30660920473166,1.23448509728897,1.3949401343371,0.130720508967814,0.00962753159935794,0.130372969964457,0.121726528494734,0.140009897593748
1,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"DIAB","medBMI",1852.21237209461,97.0303075801217,1874.87161767817,1752.30819825486,1932.85618718834,0.0382054714913103,0.00195807431151178,0.0386464884448475,0.0361935982216236,0.0398424803504904,3.86464884448475,3.61935982216236,3.98424803504904,1.2138659210583,0.0635897834696563,1.22871588449941,1.14839272056433,1.26671665262733
1,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ECA","medBMI",194.371640570071,23.8959158824621,187.967052474558,175.01246083492,219.174720186408,0.0203606552495722,0.00235198567647377,0.0194329195549747,0.0186549665803937,0.0228549192591586,1.94329195549747,1.86549665803937,2.28549192591586,0.127383400555404,0.0156604277021398,0.123186089628921,0.114696168305915,0.143638347092404
1,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ENDO","medBMI",24.4896384014017,1.37030058685513,24.7516820021388,23.0944603974738,25.662079344703,0.0188204348429158,0.00071695103376292,0.0184924495645063,0.0183344586397477,0.0195851985327319,1.84924495645063,1.83344586397477,1.95851985327319,0.0160495296988459,0.000898040208050544,0.0162212625959793,0.015135185826462,0.0168179006086662
1,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"GC","medBMI",27.1500897937262,0.915263249496823,26.6941229360604,26.5594624372589,28.1282889792094,0.0108120536078562,0.00113077970926447,0.0105104930910685,0.00989501877474792,0.0119854148802342,1.05104930910685,0.989501877474792,1.19854148802342,0.0177930831533144,0.000599826933509182,0.0174942607083338,0.017406009602321,0.0184341557825411
1,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"HHD","medBMI",1051.43686737343,188.622199727474,1025.74371606413,884.416535028015,1240.29637833174,0.0291665050530233,0.00521363348652743,0.0282369148894254,0.0246680322285006,0.0344551295166042,2.82369148894254,2.46680322285006,3.44551295166042,0.689069677256052,0.123615446939978,0.672231413324318,0.579611230367128,0.812840648486949
1,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"HSTK","direct",1347.35709426518,47.8433063088199,1364.73606371631,1296.82742758837,1383.11463690853,0.0550549693595179,0.00204444241434236,0.0555991744183168,0.0529337729664678,0.056713591452589,5.55991744183168,5.29337729664678,5.6713591452589,0.883003960488122,0.0313545897619475,0.894393442103548,0.849888837565122,0.906438024038011
1,"HSTK","medBMI",348.971614419637,26.6648575811572,335.281268329766,332.100211671348,377.479811344316,0.0142585648610029,0.00108143126396789,0.0137525603703504,0.0135343827671828,0.0154128507718778,1.37525603703504,1.35343827671828,1.54128507718778,0.22870204116046,0.0174750813650145,0.219729935792654,0.217645198465129,0.247385173418428
1,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"IHD","direct",4388.0943291415,318.881780092586,4396.49287324088,4081.66606832654,4687.38382747197,0.015333598083717,0.00112572856197091,0.0153930228708196,0.0142400185227853,0.0163766665756115,1.53930228708196,1.42400185227853,1.63766665756115,2.87578154901881,0.208982366996643,2.88128561897448,2.67496072055636,3.07192391801895
1,"IHD","medBMI",4321.84181893028,111.098447272579,4382.12502074888,4203.05693543063,4389.38598088412,0.0151019045817898,0.000411821407862473,0.0153085588819811,0.0146617207843029,0.015366432224114,1.53085588819811,1.46617207843029,1.5366432224114,2.83236230317984,0.0728094796571135,2.87186950300333,2.7545154405903,2.87662804591942
1,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"ISTK","direct",1425.45600074747,151.867930074682,1360.8912180679,1318.756134935,1587.03593183759,0.0444073609173584,0.00509469652431187,0.0421747585767213,0.0408783450002652,0.0498340888239932,4.21747585767213,4.08783450002652,4.98340888239932,0.934186860720869,0.0995281683659463,0.891873684016058,0.864260035459041,1.04007988618179
1,"ISTK","medBMI",406.731531433933,102.877043892294,384.723693457486,320.043539263076,512.126185884771,0.0126513609000431,0.00313134512815514,0.0119227963814405,0.0100472379782618,0.0158747636626366,1.19227963814405,1.00472379782618,1.58747636626366,0.266555581026151,0.0674215006451196,0.252132524081784,0.209743737499713,0.335627022955303
1,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"KC","medBMI",698.150798641343,14.2661047700153,706.22445105008,682.906069780634,706.532922954626,0.0150373759235985,0.000388622177933286,0.0151324059183886,0.0146361705065461,0.0153578058450792,1.51324059183886,1.46361705065461,1.53578058450792,0.457540115268745,0.00934943458291745,0.462831264202359,0.447549329590717,0.4630334243532
1,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"LVC","medBMI",307.34429459341,27.3662173328342,315.36458586358,278.789078440498,329.082263166677,0.0139749624912182,0.00114238252638526,0.0144756491276971,0.0127581224590584,0.014766218882371,1.44756491276971,1.27581224590584,1.4766218882371,0.201421160369825,0.0179347244997809,0.206677338547067,0.182707213589913,0.215667355699082
1,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"MLPC","direct",1931.24134369559,51.6052317752054,1915.45629778489,1890.6763979889,1985.22357842639,0.0409952567587123,0.00113724573722206,0.0409693809481787,0.0399260802916769,0.0420864276647011,4.09693809481787,3.99260802916769,4.20864276647011,1.26565834877772,0.0338200052780111,1.25531346091171,1.23907370550204,1.30103614673951
1,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"MMC","medBMI",73.2403476271683,6.05893131899504,74.9586149751688,66.930395317719,78.089772690817,0.00444553436102582,0.000339807867863116,0.00443981407387002,0.00412518231539478,0.00477074865073928,0.443981407387002,0.412518231539478,0.477074865073928,0.0479987950466739,0.00397078129752673,0.0491248787552318,0.043863504630013,0.0511769143110605
1,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"OC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"OC","medBMI",38.3347173989232,3.39963111854427,39.6762927976047,34.7293575713554,40.7997381376119,0.00268051301959355,0.00025569639922449,0.00273494655195664,0.00241863110170826,0.00289612643497021,0.273494655195664,0.241863110170826,0.289612643497021,0.025123040826755,0.0022279822881776,0.0260022556951602,0.0227602321695123,0.0267385168458534
1,"OC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"OSTK","direct",2735.75962518672,274.540955549742,2672.55710986126,2507.04276463754,3018.19862376253,0.0505000618345772,0.0051361429655819,0.0496263294535358,0.0460453038120319,0.0556974923810077,4.96263294535358,4.60453038120319,5.56974923810077,1.79290745880611,0.179923163724333,1.75148705764986,1.64301557449798,1.97800668409706
1,"OSTK","medBMI",675.846178469464,15.7086772802994,671.426941093422,663.250790310285,692.197918398277,0.0124733413675554,0.000221791914084086,0.0123868599792599,0.0123117702200016,0.0127084216951604,1.23868599792599,1.23117702200016,1.27084216951604,0.442922559141433,0.0102948389195212,0.440026367684847,0.43466804541543,0.453638835605535
1,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"OTH","medBMI",444.025354014595,91.4563446168439,413.449477144085,373.857925445892,540.182277923233,0.0134559755266698,0.00282472598780148,0.0124752262661401,0.0113134870732929,0.016432100851497,1.24752262661401,1.13134870732929,1.6432100851497,0.290996461013076,0.0599368310392001,0.270958254002497,0.245011534235202,0.354013863749941
1,"OTH","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"PC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"PC","medBMI",218.697466752283,24.8182496766948,207.598307191406,201.677413590985,245.151805540327,0.00562154624316081,0.000675610192457747,0.00533308356191847,0.00514780230323455,0.00634048346214307,0.533308356191847,0.514780230323455,0.634048346214307,0.143325574276435,0.0162648883879268,0.136051628941483,0.132171312044758,0.160662690042821
1,"PC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"PVD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"PVD","medBMI",78.2268277904985,0.989363072942132,77.9371587346773,77.4407577717542,79.259116506691,0.0135673331324749,0.000428107326702008,0.0133410428295141,0.0133019189802577,0.0140250940422088,1.33410428295141,1.33019189802577,1.40250940422088,0.051266734742733,0.000648388994637723,0.0510768972270442,0.0507515758863863,0.0519432554874152
1,"PVD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"RHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"RHD","medBMI",37.3558734139635,0.341072377871188,37.2316614055906,37.1011819620427,37.7161450730014,0.0130093016604962,0.000170537930390114,0.012984853159166,0.0128589347321153,0.0131804498150079,1.2984853159166,1.28589347321153,1.31804498150079,0.0244815456217361,0.000223525197407011,0.0244001420385284,0.0243146310289337,0.0247176532602649
1,"RHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"SCC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"SCC","medBMI",83.1376538419949,13.5971077705875,86.7180726843517,69.039081211513,94.1928704564735,0.0131035371478058,0.00227235849452416,0.0134702852359068,0.0108101195982354,0.0150852188224904,1.34702852359068,1.08101195982354,1.50852188224904,0.0544850937592078,0.00891100070182994,0.0568315570921014,0.0452454530411437,0.0617302406443122
1,"SCC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"SCNC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"SCNC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"SCNC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"TC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"TC","medBMI",116.752865115776,17.4806485706694,107.686789371868,105.768669284723,135.443225329152,0.00363037645509281,0.000517251361007857,0.00335648871484521,0.00331010093435801,0.00418345655503805,0.335648871484521,0.331010093435801,0.418345655503805,0.0765151589985808,0.0114561180443558,0.0705736154968391,0.0693165562949028,0.0887640736787392
1,"TC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"UC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"UC","medBMI",1064.87730844889,82.2289919186882,1083.94713588647,980.246824414114,1133.29843916173,0.0261242149124841,0.00178298853249138,0.0263649377662794,0.0243396866357634,0.0277041287634788,2.63649377662794,2.43396866357634,2.77041287634788,0.697878004870801,0.0538895930709049,0.710375607195288,0.64241456989962,0.742718477866167
1,"UC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"AA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"AA","medBMI",21.6834824206957,0.838579089171442,21.3251702425742,21.0956643810296,22.5758658117651,0.0190839378875908,0.000919173992502611,0.0186805916351647,0.0184476562793845,0.0200630638103594,1.86805916351647,1.84476562793845,2.00630638103594,0.0772135650589514,0.00298612924817903,0.0759376371364885,0.0751203806908693,0.0803912881611269
2,"AA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"AFF","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"AFF","medBMI",17.4778856149959,3.31131113351488,19.3416686876553,13.9390592005514,19.4324964176798,0.0116817545627309,0.00214615420749763,0.0123211364655687,0.00944019941990546,0.0133798350881443,1.23211364655687,0.944019941990546,1.33798350881443,0.0622376900464263,0.0117913780027349,0.0688745084662947,0.0496361439348458,0.0691979405011188
2,"AFF","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"APCA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"APCA","medBMI",24.8841458170998,7.06130973218936,24.0386293649232,18.5714108563146,31.9155697622351,0.00387663183300059,0.00107906423393911,0.00370969484192886,0.00293171122252441,0.00496344888588775,0.370969484192886,0.293171122252441,0.496344888588775,0.0886109331843856,0.0251448954475789,0.0856001004075324,0.0661316670712413,0.113649407157855
2,"APCA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"BC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"BC","medBMI",147.490502722861,18.7872396297206,147.451549079369,129.659209146327,165.354906896363,0.00649193064522436,0.000978994036277979,0.00650149076755894,0.0055578565177914,0.00741787866867293,0.650149076755894,0.55578565177914,0.741787866867293,0.525204729877688,0.0669002202359798,0.525066018317078,0.461708575526445,0.588818789055448
2,"BC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"CC","direct",1695.83214503127,87.7448829269324,1660.1947681685,1632.94695064867,1789.00910974721,0.101342522680452,0.00599876275857872,0.099928322419743,0.0963647696143524,0.107522345968154,9.9928322419743,9.63647696143524,10.7522345968154,6.03875535852379,0.312454203389503,5.91185282213522,5.81482499745454,6.37055287552334
2,"CC","medBMI",41.9386982831882,10.1573260967762,45.1803685267283,31.2874139597596,49.8345628996076,0.00250219697346495,0.000586268420381174,0.00271521746834256,0.00188300097066898,0.00294032555561496,0.271521746834256,0.188300097066898,0.294032555561496,0.149341159577115,0.0361696218431159,0.16088455059674,0.111412582464267,0.177457854323281
2,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"CM","medBMI",66.7377808434154,6.93777633609439,69.228117624354,59.4150465415418,71.9437288814911,0.0173594692296319,0.00184021755715879,0.0180204431403748,0.0154170773500223,0.01874003328511,1.80204431403748,1.54170773500223,1.874003328511,0.237649187665759,0.0247050005205894,0.246517125819004,0.211573375189831,0.256187252711428
2,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"DIAB","medBMI",476.052729785286,20.062689428941,476.115781912359,456.966448267496,495.085416995063,0.0357352134358433,0.000996977481117492,0.0356902928357829,0.0348078974005773,0.0367007119811607,3.56902928357829,3.48078974005773,3.67007119811607,1.69519488196621,0.071442019571567,1.69541940676446,1.62722979171388,1.76296912614002
2,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"ECA","medBMI",5.51114132848545,0.6681974561049,5.84499710863331,4.79696685091345,5.94153839293176,0.0194504118500947,0.00208602105143097,0.0206390410984628,0.0172216149860364,0.0206688738530401,2.06390410984628,1.72216149860364,2.06688738530401,0.0196248398324587,0.00237941059227359,0.0208136800058503,0.0170817078568118,0.0211574576607227
2,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"ENDO","medBMI",3.83223638945178,0.430668806461973,3.61223080431406,3.55882006040835,4.29265746586227,0.0188930869416289,0.00190120147067039,0.0179465290693411,0.0176657465245304,0.0209250015501721,1.79465290693411,1.76657465245304,2.09250015501721,0.0136463612272812,0.00153358548509135,0.0128629346894318,0.0126727422715629,0.0152858927401715
2,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"GC","medBMI",5.91431087992091,0.274360428456782,5.81165556614114,5.71135982950395,6.20451894705065,0.01109468769462,0.00107620498325603,0.0112548752694595,0.0100127429252321,0.0120404730253943,1.12548752694595,1.00127429252321,1.20404730253943,0.0210605021391663,0.000976980836437519,0.0206949527963349,0.0203378057645196,0.0220939154552196
2,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"HHD","medBMI",279.697114727001,22.53115647557,282.003185303003,257.396686511476,300.037382952925,0.0283885914595378,0.00241053843886428,0.028357719159737,0.0261118415314758,0.0306915828424306,2.8357719159737,2.61118415314758,3.06915828424306,0.995984452394128,0.080232080928079,1.00419622977361,0.916573980798548,1.06841491321715
2,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"HSTK","direct",323.098303236327,9.95873468885273,319.845300308303,315.406470677052,333.555188284422,0.0685909932018333,0.00165904892553232,0.0690990825138127,0.0668554034366795,0.0698947070518047,6.90990825138127,6.68554034366795,6.98947070518047,1.15053345091671,0.0354624498908279,1.13894970489536,1.12314330194455,1.18776978400703
2,"HSTK","medBMI",84.6811621161149,10.529988194298,81.7533570529906,76.2163296345069,95.6346289013786,0.0179551546238089,0.00192166943038292,0.017058245163966,0.0166665344743146,0.0200061478141697,1.7058245163966,1.66665344743146,2.00061478141697,0.301544479501114,0.0374966489577522,0.291118743342345,0.271401724714275,0.340549110022907
2,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"IHD","direct",713.975818610731,133.190371613464,672.784974918906,609.573712932446,853.390141427068,0.017516727022438,0.00317085718598154,0.0166507313113565,0.0149579311376371,0.0208116192616583,1.66507313113565,1.49579311376371,2.08116192616583,2.54242456314123,0.474282830786743,2.39574646838112,2.1706550003616,3.03887050646694
2,"IHD","medBMI",573.621713352551,90.3454865628547,578.851924753319,485.678595716915,657.119151297533,0.0140704737445537,0.00211140255681605,0.0141969483411478,0.0120135903528587,0.0160198537291436,1.41969483411478,1.20135903528587,1.60198537291436,2.04263211156989,0.321714795121907,2.06125657697771,1.72947200641238,2.33996142113076
2,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"ISTK","direct",286.327775786831,40.088529971168,269.205954716249,258.221383439592,328.987716044064,0.0520461754702437,0.00714903736305017,0.04821971314089,0.0476545356442682,0.0596903082761699,4.821971314089,4.76545356442682,5.96903082761699,1.01959583405293,0.142752822493684,0.958626068241729,0.919510676513632,1.17150529253175
2,"ISTK","medBMI",67.8532762163106,3.78349069826631,68.866090082491,63.9264356413444,70.9192250050234,0.0123325771400998,0.000562677315867053,0.0123351770298414,0.0117969330165242,0.012866011357395,1.23351770298414,1.17969330165242,1.2866011357395,0.241621398995881,0.0134727807790549,0.24522796771172,0.227638158004947,0.252539056578352
2,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"KC","medBMI",91.6627559234852,15.3906973911345,96.3579538280787,75.5656386471415,103.768954980925,0.0129471758792773,0.00194954320583024,0.0135087117359987,0.0109150029402827,0.0145020433400588,1.35087117359987,1.09150029402827,1.45020433400588,0.326405511377896,0.0548053394402535,0.343124826192613,0.26908465359482,0.369514951568464
2,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"LVC","medBMI",51.7444414217559,1.87117201069919,51.2442911239202,50.2276733643634,53.6863372323089,0.0119505747621624,0.000226249421186677,0.0120425692675681,0.0117103067545362,0.0121126474401938,1.20425692675681,1.17103067545362,1.21126474401938,0.184258815841522,0.00666312997983719,0.182477810982066,0.178857696832749,0.191173788980833
2,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"MLPC","direct",200.81890258813,30.1713512184464,192.898320929101,176.272948188983,232.097351397451,0.040403554421118,0.00571332153409984,0.0381273438823662,0.0362765878656247,0.0464652999345503,3.81273438823662,3.62765878656247,4.64652999345503,0.715103925615574,0.107438350769638,0.686899214980604,0.6276972715477,0.826484583723172
2,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"MMC","medBMI",25.2869166823589,7.49135962184334,24.3198883996297,18.6257224360211,32.7700849690164,0.00461708957554897,0.00124913706039373,0.00444567058008675,0.00351167260313647,0.00586821269410435,0.444567058008675,0.351167260313647,0.586821269410435,0.090045175793813,0.0266762770074754,0.0866016467621901,0.0663250673107304,0.116692283953775
2,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"OC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"OC","medBMI",6.84033975561588,0.333971728955421,6.80934888686091,6.53726389346086,7.16975785621262,0.00371926579134703,0.000317636320612731,0.00382843952946978,0.00338479027509367,0.00396094363019606,0.382843952946978,0.338479027509367,0.396094363019606,0.02435803477035,0.00118925306005909,0.0242476781673644,0.0232788000170813,0.0255310726361563
2,"OC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"OSTK","direct",481.483303102574,73.2217256440456,487.76199929833,409.446285339637,548.183429099119,0.0517969785831245,0.00714060317513404,0.0526612450020322,0.0446834614798514,0.0581758692303261,5.26612450020322,4.46834614798514,5.81758692303261,1.71453282399998,0.260738121628888,1.73689088013647,1.45801337524287,1.95204792504108
2,"OSTK","medBMI",117.677093201592,3.13782552247191,118.446691007422,114.437099970216,120.262928298012,0.0126767147708068,0.000310361432898906,0.01276271409499,0.0123539369691636,0.0129263931468943,1.276271409499,1.23539369691636,1.29263931468943,0.419040987770352,0.0111736062696173,0.421781478854616,0.407503568489278,0.428248989629803
2,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
