"age","female","disease_type","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
45,1,"CMD",7222.35475607106,425.902580665032,7070.66809903806,6901.94098039459,7671.70219022557,0.595371543352797,0.0320392173760301,0.580011819306461,0.574209401267419,0.62958945087756,58.0011819306461,57.4209401267419,62.958945087756,35.8500380302025,2.1140783345166,35.0971018193723,34.2595808411886,38.080490998422
45,1,"Cancer",13805.9854493968,757.936418775851,13601.1448127071,13193.0030356186,14593.0824043612,0.231305425113598,0.0117390427382292,0.226328950426828,0.223047090259472,0.243793763451479,22.6328950426828,22.3047090259472,24.3793763451479,68.5296028956831,3.76221472847884,67.5128230692306,65.4869051069432,72.4365635369077
55,0,"CMD",29088.4016797758,1047.54639908981,29194.1074191907,28052.1149016305,30034.8385794184,0.449776519609271,0.0162750696690345,0.451726252950968,0.433570003212545,0.464325762665555,45.1726252950968,43.3570003212545,46.4325762665555,128.463784955864,4.62630352899477,128.930615671635,123.887207552754,132.64355625057
55,0,"Cancer",27067.2167588456,2681.34399644232,26983.5256153194,24556.4394646188,29649.1315250697,0.22593984948535,0.0225379291544854,0.226504300779609,0.204293961674734,0.247105953695848,22.6504300779609,20.4293961674734,24.7105953695848,119.537578975323,11.8416818615082,119.167971831451,108.449174808315,130.940149214622
55,1,"CMD",14249.2917593913,533.524612659128,14348.0448656024,13707.0274975586,14707.6158809447,0.470462633282523,0.0175542862921984,0.472169013080345,0.453120046193679,0.486354797543219,47.2169013080345,45.3120046193679,48.6354797543219,56.605796822566,2.11944469479449,56.9980969003643,54.4516335737707,58.4265050052328
55,1,"Cancer",40177.6464178413,3609.57201738709,39141.7683457631,37296.3941210964,43939.3950758528,0.226224303345923,0.0209807194640813,0.219519440579486,0.209920724950278,0.248227015093039,21.9519440579487,20.9920724950278,24.8227015093039,159.607068782089,14.3391477753952,155.492007860386,148.161195902364,174.550743445261
65,0,"CMD",38957.5421749592,2395.93067053499,40193.8176908769,36395.8868025457,40468.3633588425,0.437163077392842,0.0266599863697902,0.450899084214936,0.408659332404955,0.453991216581951,45.0899084214936,40.8659332404955,45.3991216581951,286.411891835042,17.6146388540551,295.500863817749,267.57886181104,297.519295673743
65,0,"Cancer",31226.7432809161,1662.99875366417,31673.1412966455,29500.4563269386,32573.5919215236,0.238399628106351,0.0117084066960859,0.243509844297649,0.225929985375562,0.246525587074535,24.3509844297649,22.5929985375562,24.6525587074535,229.575843844767,12.2261978699064,232.857716700664,216.884357556481,239.477738205542
65,1,"CMD",21574.6262558151,1660.92968283205,22496.4448815076,19799.1838914201,22566.5227883714,0.409282867418826,0.0316393789561569,0.427251377993288,0.375475521665082,0.427816979184276,42.7251377993288,37.5475521665082,42.7816979184276,138.206677594942,10.6398864323857,144.111831551793,126.833224931854,144.560749394708
65,1,"Cancer",40922.7621912127,2828.8162336367,41635.2239298861,37997.2948447679,43242.6370597851,0.232304832197211,0.0155469867673365,0.236422851523803,0.216178871841104,0.244930476125714,23.6422851523803,21.6178871841104,24.4930476125714,262.150497227316,18.1213472039725,266.714514635916,243.410004688974,277.011574968349
75,0,"CMD",54731.127495361,477.871780465551,54743.8202026678,54271.8750216965,55179.5911678148,0.268607327191577,0.00191567877347912,0.268153343907006,0.267019115205034,0.270581424970007,26.8153343907006,26.7019115205034,27.0581424970007,629.803504840814,5.49897902664678,629.949562704292,624.518782403016,634.964078094656
75,0,"Cancer",22387.7561415713,1498.49046919259,21882.7813846419,21240.7767837969,23963.9640427357,0.202590754750988,0.0129350488505188,0.197927242815236,0.192898788331402,0.216246706315962,19.7927242815236,19.2898788331402,21.6246706315962,257.620990626918,17.2434698983324,251.810131499318,244.422438860053,275.758772652243
75,1,"CMD",74653.1029916873,1654.46475512834,75550.0523777026,72884.1628056745,75659.636199587,0.299616193636319,0.00727818305060699,0.303503950820855,0.291833933471845,0.304093860193938,30.3503950820855,29.1833933471845,30.4093860193938,631.4803601419,13.9948904672706,639.067531988904,616.51713770415,639.994486509696
75,1,"Cancer",36951.1008062183,1958.17230592231,37108.9364002409,35028.294772793,38739.7465847244,0.238834442739663,0.0127448997714878,0.239144705105094,0.226597617520936,0.250807544947773,23.9144705105094,22.6597617520936,25.0807544947773,312.564294177412,16.5639109884208,313.899403821383,296.299541637847,327.694203519601
