"age","race","disease_type","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
55,2,"CMD",9195.78482408814,504.186695555405,9419.19795306634,8658.52873698305,9543.13975156177,0.473089031783832,0.0258996068126047,0.487830060137227,0.445416056142653,0.488232133324625,48.7830060137227,44.5416056142653,48.8232133324625,181.879626811459,9.97210023778618,186.298422738142,171.253460747972,188.749816337266
55,2,"Cancer",9416.51470565787,1367.54569601977,8943.64021466483,8377.93711175087,10857.035616909,0.251832151634124,0.0361293128716292,0.243191705683919,0.221925714364157,0.289082967961764,24.3191705683919,22.1925714364157,28.9082967961764,186.245351896813,27.0481210247716,176.892562809667,165.703754979524,214.736819538177
55,3,"CMD",3414.84091031647,179.784242388669,3342.59052707071,3285.42994414163,3605.6647022502,0.428860756889944,0.0248059301100249,0.421324112205512,0.409328574087885,0.454799087673769,42.1324112205512,40.9328574087885,45.4799087673769,59.4472507771845,3.12977360402855,58.1894801329994,57.1944002457668,62.7692063561594
55,3,"Cancer",5727.72400597773,576.499400390706,5677.30469684339,5203.05094593839,6295.25347878125,0.201639948439008,0.0213943812175684,0.200440867743758,0.181848851228997,0.222450264239981,20.0440867743758,18.1848851228997,22.2450264239981,99.7110712646059,10.0359885944867,98.8333468279956,90.5773014067004,109.59090689363
55,4,"CMD",1378.23893179339,53.9795176381254,1408.83342729901,1320.55827561724,1409.91426678976,0.405788883712193,0.0186803622800709,0.412358277376033,0.386093611186082,0.419900171624041,41.2358277376033,38.6093611186082,41.9900171624041,28.5671188483226,1.11884758162863,29.2012589593383,27.3715568001012,29.2236618021806
55,4,"Cancer",5506.96425797788,367.154686351657,5305.88996103191,5285.34972407793,5899.49194428192,0.210458521013064,0.0162398253083933,0.205448593243138,0.197720698815655,0.227454781814909,20.5448593243138,19.7720698815655,22.7454781814909,114.14428864407,7.61011122148356,109.976569095817,109.550826231716,122.280312672439
65,1,"CMD",46830.4816605656,4609.48052799304,49168.0148270106,41902.9213416598,49771.1387879932,0.450511737700618,0.0440021483092217,0.473519697915083,0.403462778362707,0.478003930856234,47.3519697915083,40.3462778362707,47.8003930856234,214.239598200651,21.0874033581107,224.933320507197,191.697046738474,227.692485702265
65,1,"Cancer",56291.3273235925,4865.25575525461,58279.0093295463,51123.5349143416,59769.5900277828,0.239652718163113,0.0198185372540159,0.248454390692994,0.218532657916683,0.253291356759143,24.8454390692994,21.8532657916683,25.3291356759143,257.520976089874,22.2575211953642,266.614202962763,233.879413370809,273.433295966983
65,2,"CMD",9005.90225167075,576.041340662587,9314.22331908408,8389.96806430297,9359.76353173721,0.396564414938065,0.02540155001317,0.410412428920653,0.369406365883379,0.411951652107551,41.0412428920653,36.940636588338,41.1951652107551,361.767379028783,23.1395989208155,374.152646083706,337.025283190809,375.981997870073
65,2,"Cancer",7633.95296470759,504.713766640396,7451.09688395493,7256.40094186488,8166.93265619006,0.248403731200483,0.015138006407124,0.241732933458507,0.237946131105834,0.264531509375813,24.1732933458507,23.7946131105834,26.4531509375813,306.656132666655,20.2743680105308,299.310798104413,291.489855936805,328.065943774411
65,3,"CMD",3166.20787093105,341.851703166264,2995.55207203026,2945.89604488822,3531.57712603956,0.312645889532651,0.033001157572035,0.297045081023814,0.290672910316563,0.34787955598125,29.7045081023814,29.0672910316563,34.787955598125,113.70851342635,12.2769731375443,107.579725301366,105.796420711412,126.830076047526
65,3,"Cancer",4533.34405196624,277.455814409163,4687.38823875505,4236.76051839157,4698.9900267704,0.188428810286746,0.011324639193245,0.193339775601049,0.176370755433113,0.19631254462322,19.3339775601049,17.6370755433113,19.631254462322,162.806686740908,9.96431361554476,168.338899468487,152.155436385828,168.755556277544
65,4,"CMD",1529.57664760682,108.805991777471,1553.73729647812,1417.87194164022,1620.74480203282,0.303095830614989,0.0222109063453887,0.307540857943489,0.280425660390434,0.321987727610319,30.7540857943489,28.0425660390434,32.1987727610319,73.5551971804125,5.23232764577319,74.7170489218833,68.1834744320239,77.9393459485508
65,4,"Cancer",3690.88113186247,224.119707721648,3570.15884001584,3553.85976570687,3930.51644608772,0.210902826658105,0.00734185522743985,0.208531557008817,0.205214251748922,0.218606980769183,20.8531557008817,20.5214251748922,21.8606980769183,177.489300616855,10.7776026257167,171.68393480224,170.900135162954,189.01302701318
75,1,"CMD",108846.859966309,869.909259738202,109072.733243072,107945.614510895,109556.113136475,0.294477407159235,0.00218669175810616,0.295414551921702,0.292150143210336,0.296008098060038,29.5414551921702,29.2150143210336,29.6008098060038,681.251779246958,5.44459648320118,682.665477094805,675.611055479371,685.690859843876
75,1,"Cancer",48098.0537279951,3573.29894058296,47598.0638215818,44940.9310574217,51680.1678190198,0.225724945837543,0.0164107294385616,0.222813373244883,0.211557297659732,0.242367430719116,22.2813373244883,21.1557297659732,24.2367430719116,301.036563577991,22.3645979480427,297.907221918939,281.276733691352,323.456333874823
75,2,"CMD",10217.5587467837,2216.30803141718,9326.80890748633,8622.28784236025,12569.96701461,0.256484660572903,0.0515640603355686,0.235100566200962,0.219855363990598,0.311290437371358,23.5100566200962,21.9855363990598,31.1290437371358,532.074453375535,115.413173885524,485.689084268878,449.001488933397,654.574981558331
75,2,"Cancer",5849.52010373446,103.671364612987,5904.44988984195,5738.66766672776,5913.68222254979,0.228040689341135,0.00722046931530991,0.228467163167777,0.221008971747924,0.234709904181701,22.8467163167777,22.1008971747924,23.4709904181701,304.610943654561,5.398636408576,307.471385824897,298.838356357791,307.952155106546
75,3,"CMD",6637.20591119123,801.0483079917,6261.70564638533,6101.3260049281,7492.26104253937,0.233928462990057,0.0277497706603733,0.219287150426137,0.216701723266192,0.263600318393254,21.9287150426136,21.6701723266192,26.3600318393254,516.271009461789,62.3090535577957,487.062950625218,474.587918134116,582.780950800547
75,3,"Cancer",2640.17649392366,140.653642451661,2569.98716846043,2549.50837500051,2790.50553949055,0.197374801750173,0.0128650854992786,0.193146049914062,0.187455833838673,0.210888208722368,19.3146049914062,18.7455833838673,21.0888208722368,205.36451662242,10.940657702145,199.904882795294,198.311952349322,217.057769648574
75,4,"CMD",3682.60586276418,553.048055301994,3828.48237336699,3109.10397505016,4132.11271646581,0.242544279248183,0.0358840747045317,0.251301288199182,0.205502691439959,0.272142409448058,25.1301288199182,20.5502691439959,27.2142409448058,277.158148536254,41.6231822712688,288.137021948262,233.995581782082,310.98867289022
75,4,"Cancer",2751.10662213636,181.643907669418,2850.25536380612,2556.9041338304,2861.03268002304,0.210133050986226,0.0161995533803896,0.217115329916827,0.192888331924722,0.221442832956718,21.7115329916827,19.2888331924722,22.1442832956718,207.052192450705,13.6707785244109,214.514267593946,192.436237307568,215.325383722087
