"age","female","race","outcome","pathway","disease_type","disease_type1","disease_type2","disease_type3","riskfactor","mean (food)","se (food)","sd (food)","mean (food, counterfactual)","se (food, counterfactual)","sd (food, counterfactual)","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,1,"CC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,57.3326040199783,11.1852745614807,60.6599001232824,45.6511524355952,66.1858539165528,0.069217513473718,0.0134936379291807,0.0758306991982614,0.0547998845157109,0.0780139345658633,7.58306991982614,5.47998845157109,7.80139345658633,0.29713226755459,0.0579688651943197,0.314376330560272,0.236591912604248,0.343015168950103
25,0,1,"CC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"CC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"CC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0.499895733248842,0.455112393489508,0.608628812160774,0.030683268913631,0.876685080508911,0.000586924629156811,0.000540958445769753,0.00069426961369485,3.50378309355806e-05,0.00104756819052071,0.069426961369485,0.00350378309355806,0.104756819052071,0.00259076236462823,0.00235866798275223,0.00315428301483341,0.000159019277497277,0.00454351289908478
25,0,1,"CC","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"CC","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"CM","direct","CMD","CMD","Other_CVD","Other_CVD","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"CM","direct","CMD","CMD","Other_CVD","Other_CVD","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"CM","medBMI","CMD","CMD","Other_CVD","Other_CVD","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"CM","medBMI","CMD","CMD","Other_CVD","Other_CVD","leg_tot",0.52,0.05,0.48,0.92,0,0.092,2.66001743351441,0.400021463099515,2.59797736540311,2.30980747807452,3.06296144684892,0.0124794714827894,0.00346823531111388,0.0111722097256304,0.00992071542858879,0.0161494000305752,1.11722097256304,0.992071542858879,1.61494000305752,0.0137858209175265,0.00207315342522809,0.0134642917207935,0.0119708208846693,0.0158741207676067
25,0,1,"CM","medSBP","CMD","CMD","Other_CVD","Other_CVD","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"CM","medSBP","CMD","CMD","Other_CVD","Other_CVD","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"DIAB","direct","CMD","CMD","DIAB","DIAB","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"DIAB","direct","CMD","CMD","DIAB","DIAB","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"DIAB","medBMI","CMD","CMD","DIAB","DIAB","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"DIAB","medBMI","CMD","CMD","DIAB","DIAB","leg_tot",0.52,0.05,0.48,0.92,0,0.092,4.83205054016677,1.32570899870212,4.16076205823028,3.98547858769606,6.2492177022835,0.0194122053401023,0.00493165639704521,0.0184996714674653,0.0151755032457997,0.0244245612261463,1.84996714674653,1.51755032457997,2.44245612261463,0.0250426115903932,0.00687062671642512,0.0215635882278479,0.0206551631535826,0.0323872298853675
25,0,1,"DIAB","medSBP","CMD","CMD","DIAB","DIAB","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"DIAB","medSBP","CMD","CMD","DIAB","DIAB","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ECA","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ECA","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ECA","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ECA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0.302573849076962,0.177680543310186,0.36877402092253,0.114670555212979,0.434206996872212,0.00760625063913454,0.00248370827922643,0.00829665454160732,0.00502269567146505,0.00960296228970217,0.829665454160732,0.502269567146505,0.960296228970217,0.00156812088715925,0.000920848156760684,0.00191121026028667,0.000594292247397369,0.00225032355976281
25,0,1,"ECA","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ECA","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ENDO","direct","CMD","CMD","Other_CVD","Other_CVD","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ENDO","direct","CMD","CMD","Other_CVD","Other_CVD","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ENDO","medBMI","CMD","CMD","Other_CVD","Other_CVD","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ENDO","medBMI","CMD","CMD","Other_CVD","Other_CVD","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0.542995379249674,0.20026643832332,0.454055902328456,0.405175720047401,0.756413593834981,0.00898875212660351,0.00236858230863255,0.00868031070421958,0.0068840414088813,0.0113556380533521,0.868031070421957,0.68840414088813,1.13556380533521,0.0028141308260113,0.00103790193993899,0.00235319260587548,0.00209986590551157,0.00392019323362647
25,0,1,"ENDO","medSBP","CMD","CMD","Other_CVD","Other_CVD","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ENDO","medSBP","CMD","CMD","Other_CVD","Other_CVD","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"GC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"GC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"GC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"GC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0.0137057100065965,0.0124928922115471,0.0121863872061921,0.00254918332945515,0.0261536610640816,0.00437514848869126,0.000931455317316006,0.00420733089898988,0.00357242607249629,0.00532051585613239,0.420733089898988,0.357242607249629,0.532051585613239,7.10312877344027e-05,6.47457315882351e-05,6.31572370690215e-05,1.32114114828872e-05,0.000135544107051492
25,0,1,"GC","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"GC","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HHD","direct","CMD","CMD","HHD","All_HD","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HHD","direct","CMD","CMD","HHD","All_HD","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HHD","medBMI","CMD","CMD","HHD","All_HD","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HHD","medBMI","CMD","CMD","HHD","All_HD","leg_tot",0.52,0.05,0.48,0.92,0,0.092,3.30880840542699,0.313252241659042,3.31752257013806,3.00760162829972,3.60260814254984,0.0186431889820795,0.00170550596550693,0.0188649282748898,0.016939022264852,0.0201588773004182,1.88649282748898,1.6939022264852,2.01588773004182,0.0171482485614227,0.00162346278303137,0.0171934106391742,0.0155872126688362,0.0186708966879204
25,0,1,"HHD","medSBP","CMD","CMD","HHD","All_HD","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HHD","medSBP","CMD","CMD","HHD","All_HD","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HSTK","direct","CMD","CMD","HSTK","All_STK","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HSTK","direct","CMD","CMD","HSTK","All_STK","leg_tot",0.52,0.05,0.48,0.92,0,0.092,2.93706075554101,0.354238823122746,3.09405786929105,2.55958521012589,3.1810887542686,0.0421649659423905,0.00766797726380853,0.0436489846402271,0.0343527266214292,0.0487157893701908,4.36489846402271,3.43527266214292,4.87157893701908,0.0152216271553861,0.00183588006457291,0.0160352812568432,0.0132653203266135,0.0164863279979201
25,0,1,"HSTK","medBMI","CMD","CMD","HSTK","All_STK","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HSTK","medBMI","CMD","CMD","HSTK","All_STK","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0.659928489040657,0.0999644267059857,0.642324551682892,0.57355486133925,0.761265463496164,0.00939447838467647,0.00124419201842651,0.00876325730714243,0.0086009618994659,0.010724532785791,0.876325730714243,0.86009618994659,1.0724532785791,0.00342014900115467,0.00051807618526439,0.00332891473900291,0.00297250856523635,0.00394533855990197
25,0,1,"HSTK","medSBP","CMD","CMD","HSTK","All_STK","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HSTK","medSBP","CMD","CMD","HSTK","All_STK","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"IHD","direct","CMD","CMD","IHD","All_HD","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"IHD","direct","CMD","CMD","IHD","All_HD","leg_tot",0.52,0.05,0.48,0.92,0,0.092,4.93679748617409,1.19866611536738,4.74141713412805,3.89250377780104,6.14716449378628,0.0123534854186947,0.00332816242943655,0.0119046478014828,0.00940412511661066,0.0156843576954089,1.19046478014828,0.940412511661066,1.56843576954089,0.0255854736863784,0.00621221357355149,0.0245728944039369,0.0201733113946787,0.0318583283681534
25,0,1,"IHD","medBMI","CMD","CMD","IHD","All_HD","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"IHD","medBMI","CMD","CMD","IHD","All_HD","leg_tot",0.52,0.05,0.48,0.92,0,0.092,2.74594530499134,0.645012359233721,2.37856906180109,2.36904896031316,3.43511145638124,0.00681039642819841,0.00138750616093795,0.00604716579545702,0.00597581515797561,0.00829372373625139,0.604716579545702,0.597581515797561,0.829372373625139,0.0142311511747948,0.00334284458513461,0.0123271850450378,0.0122778461149332,0.0178028274449498
25,0,1,"IHD","medSBP","CMD","CMD","IHD","All_HD","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"IHD","medSBP","CMD","CMD","IHD","All_HD","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ISTK","direct","CMD","CMD","ISTK","All_STK","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ISTK","direct","CMD","CMD","ISTK","All_STK","leg_tot",0.52,0.05,0.48,0.92,0,0.092,1.10953381446157,0.305137793299006,1.02582093585045,0.863531421901401,1.4266921538412,0.0358155462364147,0.0120060581395862,0.0316855041871424,0.0266829480106179,0.0484586802040929,3.16855041871424,2.66829480106179,4.84586802040929,0.00575027602277721,0.00158140879852489,0.0053164251996648,0.00447534267595439,0.00739398256924558
25,0,1,"ISTK","medBMI","CMD","CMD","ISTK","All_STK","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ISTK","medBMI","CMD","CMD","ISTK","All_STK","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0.442763490474765,0.10107767669734,0.447185038029659,0.344929469242521,0.53683919628535,0.0142538052789288,0.00400047370598587,0.0138126284029963,0.0106582279452414,0.0182243829571587,1.38126284029963,1.06582279452414,1.82243829571587,0.00229466849036385,0.00052384572076588,0.0023175836269348,0.00178763335617405,0.00278222575846835
25,0,1,"ISTK","medSBP","CMD","CMD","ISTK","All_STK","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ISTK","medSBP","CMD","CMD","ISTK","All_STK","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"KC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"KC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"KC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"KC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,1.53776464105834,0.237277999748176,1.6388802337546,1.28528896140707,1.70429206691779,0.00383958535212946,0.000349974219269006,0.0038456290319396,0.00350457846303937,0.00416945511338093,0.38456290319396,0.350457846303937,0.416945511338093,0.00796962744974422,0.00122971826085948,0.00849366967417374,0.00666114560979453,0.00883267339892883
25,0,1,"KC","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"KC","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LVC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LVC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LVC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LVC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0.181106539111383,0.108440916069728,0.144667076471815,0.0980331276160974,0.295153493850301,0.0041745122007695,0.0014422435756806,0.00425159107932793,0.00277309059741215,0.00551041675735218,0.425159107932793,0.277309059741215,0.551041675735218,0.000938603741361155,0.000562006485459255,0.000749752382738187,0.000508067024025095,0.00152966411352674
25,0,1,"LVC","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LVC","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,3.51487066858775,1.69102952832431,4.02774181879345,1.74682666184456,4.8469741976561,0.0146775791313044,0.00629134597102738,0.0159547061129595,0.00825110539985068,0.0200184949283514,1.59547061129595,0.825110539985068,2.00184949283515,0.0182161879749029,0.0087639388937869,0.0208741968065068,0.00905311342352115,0.0251199550194213
25,0,1,"MLPC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MLPC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MLPC","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MLPC","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MMC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MMC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.52,0.05,0.48,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.59,0.06,0.62,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
